athlete_name,country,discipline,year,season_best,career_best,pb_gap,meets_count,consistency,yoy_improvement,age
Shakeem HALL-SMITH,BAH,men_400h,2021,49.82,49.69,0.13,1,0.0,0.0,26.2
Shakeem HALL-SMITH,BAH,men_400h,2023,49.69,49.69,0.0,2,0.0424,0.13,26.2
Robert DUNNING,USA,men_400h,2021,49.7,49.7,0.0,2,0.1131,0.0,23.8
Máté KOROKNAI,HUN,men_400h,2021,49.7,49.7,0.0,5,0.1161,0.0,28.4
Joshua SMITH,USA,men_400h,2021,49.7,49.7,0.0,1,0.0,0.0,
Marcio TELES,BRA,men_400h,2021,49.7,49.7,0.0,2,0.198,0.0,27.4
Muhammad Abdallah KOUNTA,FRA,men_400h,2022,49.7,49.7,0.0,2,0.0,0.0,27.6
Bryce MCCRAY,USA,men_400h,2023,49.7,49.7,0.0,1,0.0,0.0,
Giacomo BERTONCELLI,ITA,men_400h,2023,49.71,49.71,0.0,2,0.0707,0.0,24.2
Stephane YATO,FRA,men_400h,2022,49.73,49.73,0.0,4,0.1021,0.0,29.8
Guillermo CAMPOS,MEX,men_400h,2023,49.73,49.73,0.0,1,0.0,0.0,21.8
Julien Kentrell GILLUM,USA,men_400h,2023,49.73,49.73,0.0,1,0.0,0.0,25.3
Victor NTWENG,BOT,men_400h,2022,49.8,49.73,0.07,1,0.0,0.0,27.5
Victor NTWENG,BOT,men_400h,2023,49.73,49.73,0.0,2,0.0424,0.07,27.5
Ken TOYODA,JPN,men_400h,2022,49.76,49.76,0.0,2,0.1344,0.0,20.2
Ken TOYODA,JPN,men_400h,2023,49.95,49.76,0.19,2,0.0354,-0.19,20.2
Rilwan ALOWONLE,NGR,men_400h,2021,49.77,49.77,0.0,1,0.0,0.0,27.6
Shunta INOUE,JPN,men_400h,2022,49.77,49.77,0.0,1,0.0,0.0,20.5
Shunta INOUE,JPN,men_400h,2023,49.84,49.77,0.07,1,0.0,-0.07,20.5
Nikola KOSTIĆ,SRB,men_400h,2023,49.77,49.77,0.0,1,0.0,0.0,19.4
Devontie ARCHER,JAM,men_400h,2021,49.78,49.78,0.0,2,0.1061,0.0,19.2
Emmanuel NIÑO VILLALTA,CRC,men_400h,2021,49.79,49.79,0.0,1,0.0,0.0,26.3
Saber BOUKEMOUCHE,ALG,men_400h,2022,49.79,49.79,0.0,3,0.0854,0.0,30.2
Troy WHYTE,USA,men_400h,2021,49.9,49.79,0.11,1,0.0,0.0,25.7
Troy WHYTE,USA,men_400h,2023,49.79,49.79,0.0,2,0.0424,0.11,25.7
Kakeru INOUE,JPN,men_400h,2021,49.8,49.8,0.0,1,0.0,0.0,25.2
Johannes PRETORIUS,RSA,men_400h,2023,49.8,49.8,0.0,1,0.0,0.0,29.2
Jameson WOODELL,USA,men_400h,2022,49.82,49.82,0.0,1,0.0,0.0,
Lindukuhle GORA,RSA,men_400h,2021,49.85,49.85,0.0,3,0.0693,0.0,20.3
Kunihiro OKAMURA,JPN,men_400h,2022,49.85,49.85,0.0,1,0.0,0.0,21.9
Javier BROWN,JAM,men_400h,2021,49.86,49.86,0.0,1,0.0,0.0,19.6
Aaron SHIRLEY,USA,men_400h,2023,49.87,49.87,0.0,1,0.0,0.0,22.1
Yuki MATSUSHITA,JPN,men_400h,2021,49.88,49.88,0.0,2,0.0354,0.0,30.1
Yuki MATSUSHITA,JPN,men_400h,2022,49.97,49.88,0.09,1,0.0,-0.09,30.1
Nahom YIRGA,SUI,men_400h,2022,49.88,49.88,0.0,1,0.0,0.0,20.8
Jose Luis GASPAR,CUB,men_400h,2022,49.89,49.89,0.0,1,0.0,0.0,26.8
Dmytro ROMANYUK,UKR,men_400h,2021,49.9,49.9,0.0,1,0.0,0.0,24.2
TJ HOLMES,USA,men_400h,2021,49.9,49.9,0.0,1,0.0,0.0,26.0
Keitumetse MAITSEO,BOT,men_400h,2022,49.91,49.91,0.0,1,0.0,0.0,22.8
Ryoma KONNO,JPN,men_400h,2023,49.91,49.91,0.0,1,0.0,0.0,18.8
Masayuki OBAYASHI,JPN,men_400h,2021,49.93,49.93,0.0,1,0.0,0.0,25.3
Jevon WILLIAMS,USA,men_400h,2023,49.94,49.94,0.0,1,0.0,0.0,21.2
Oskar EDLUND,SWE,men_400h,2023,49.94,49.94,0.0,1,0.0,0.0,20.5
Debin GONG,CHN,men_400h,2023,49.94,49.94,0.0,1,0.0,0.0,25.8
Sho MURAKAMI,JPN,men_400h,2021,49.96,49.96,0.0,1,0.0,0.0,19.8
Yuma TAKAHASHI,JPN,men_400h,2022,49.96,49.96,0.0,1,0.0,0.0,26.7
Goki IWAHORI,JPN,men_400h,2023,49.96,49.96,0.0,1,0.0,0.0,21.6
Martin TUČEK,CZE,men_400h,2022,49.97,49.97,0.0,2,0.0141,0.0,26.4
Daojun WANG,CHN,men_400h,2022,49.97,49.97,0.0,1,0.0,0.0,22.4
Krzysztof HOŁUB,POL,men_400h,2023,49.97,49.97,0.0,1,0.0,0.0,22.9
James RIVERA,USA,men_400h,2023,49.98,49.98,0.0,1,0.0,0.0,
William Mbevi MUTUNGA,KEN,men_400h,2022,49.99,49.99,0.0,1,0.0,0.0,29.1
Yusuke OZAKI,JPN,men_400h,2022,50.0,50.0,0.0,1,0.0,0.0,28.7
