athlete_name,country,discipline,year,season_best,career_best,pb_gap,meets_count,consistency,yoy_improvement,age
Sarah HENDRICK,USA,women_800m,2021,121.47,120.98,0.49,2,0.0141,0.0,21.6
Sarah HENDRICK,USA,women_800m,2022,120.98,120.98,0.0,1,0.0,0.49,21.6
Sarah HENDRICK,USA,women_800m,2023,121.93,120.98,0.95,1,0.0,-0.95,21.6
Kendra CHAMBERS,USA,women_800m,2021,121.01,121.01,0.0,4,0.4624,0.0,30.8
Cinthia ANAIS,FRA,women_800m,2021,121.01,121.01,0.0,3,0.3439,0.0,34.0
Cinthia ANAIS,FRA,women_800m,2022,121.04,121.01,0.03,3,0.4212,-0.03,34.0
Helen SCHLACHTENHAUFEN,USA,women_800m,2021,121.05,121.05,0.0,3,0.4215,0.0,26.3
Sintayehu VISSA,ITA,women_800m,2022,121.06,121.06,0.0,2,0.3606,0.0,25.8
Dana MECKE,USA,women_800m,2021,121.08,121.08,0.0,2,0.2828,0.0,33.7
Ekaterina GULIYEV,TUR,women_800m,2022,121.08,121.08,0.0,3,0.2551,0.0,31.5
Dorcas EWOI,KEN,women_800m,2023,121.12,121.12,0.0,1,0.0,0.0,
Diana MEZULIÁNÍKOVÁ,CZE,women_800m,2022,121.14,121.14,0.0,1,0.0,0.0,30.2
Vivian Jebiwot KOSGEI,KEN,women_800m,2023,121.14,121.14,0.0,1,0.0,0.0,24.4
Natalia ROMERO,ESP,women_800m,2021,121.16,121.16,0.0,2,0.2546,0.0,32.7
Anastasiya YEREMYANTS,ANA,women_800m,2021,121.17,121.17,0.0,1,0.0,0.0,20.3
Revee WALCOTT-NOLAN,GBR,women_800m,2023,121.17,121.17,0.0,1,0.0,0.0,28.3
Claudia Mihaela BOBOCEA,ROU,women_800m,2022,121.73,121.19,0.54,2,0.0778,0.0,30.5
Claudia Mihaela BOBOCEA,ROU,women_800m,2023,121.19,121.19,0.0,2,0.3111,0.54,30.5
Gabrielle WILKINSON,USA,women_800m,2021,121.2,121.2,0.0,2,0.1768,0.0,22.0
Gayanthika ARTIGALA,SRI,women_800m,2022,121.2,121.2,0.0,2,0.1697,0.0,35.6
Gayanthika ARTIGALA,SRI,women_800m,2023,121.54,121.2,0.34,1,0.0,-0.34,35.6
Esther GUERRERO,ESP,women_800m,2021,121.21,121.21,0.0,2,0.2333,0.0,31.4
Josephine Chelangat KIPLANGAT,KEN,women_800m,2022,121.21,121.21,0.0,2,0.1909,0.0,23.5
Julia RIZK,USA,women_800m,2021,121.24,121.24,0.0,4,0.2765,0.0,25.0
Addy TOWNSEND,CAN,women_800m,2022,121.24,121.24,0.0,3,0.2501,0.0,24.4
McKenna KEEGAN,USA,women_800m,2021,121.25,121.25,0.0,1,0.0,0.0,23.8
McKenna KEEGAN,USA,women_800m,2022,121.71,121.25,0.46,2,0.0778,-0.46,23.8
McKenna KEEGAN,USA,women_800m,2023,121.27,121.25,0.02,2,0.0495,-0.02,23.8
Peninnah Wangari WACHIRA,KEN,women_800m,2022,121.3,121.3,0.0,1,0.0,0.0,29.2
Lindsey BUTLER,USA,women_800m,2021,121.32,121.32,0.0,1,0.0,0.0,20.7
Hannah SEGRAVE,GBR,women_800m,2021,121.33,121.33,0.0,2,0.2616,0.0,26.0
Federica DEL BUONO,ITA,women_800m,2022,121.34,121.34,0.0,1,0.0,0.0,27.7
Aurora RYNDA,CAN,women_800m,2021,121.35,121.35,0.0,1,0.0,0.0,20.6
Amber TANNER,USA,women_800m,2021,121.36,121.36,0.0,4,0.1952,0.0,
Kayla JOHNSON,USA,women_800m,2021,121.37,121.37,0.0,1,0.0,0.0,22.1
Margarita KOCZANOWA,POL,women_800m,2022,121.38,121.38,0.0,1,0.0,0.0,24.4
Margarita KOCZANOWA,POL,women_800m,2023,121.98,121.38,0.6,2,0.0071,-0.6,24.4
Tharushi M. DISSANAYAKA,SRI,women_800m,2023,121.39,121.39,0.0,1,0.0,0.0,18.3
Tess KIRSOPP-COLE,AUS,women_800m,2022,121.4,121.4,0.0,1,0.0,0.0,22.6
Anna SHCHAGINA,RUS,women_800m,2022,121.4,121.4,0.0,1,0.0,0.0,30.6
Nadia POWER,IRL,women_800m,2021,121.42,121.42,0.0,1,0.0,0.0,23.4
Alison ANDREWS-PAUL,NZL,women_800m,2022,121.43,121.43,0.0,1,0.0,0.0,24.3
Assia RAZIKI,MAR,women_800m,2022,121.44,121.44,0.0,1,0.0,0.0,26.2
Assia RAZIKI,MAR,women_800m,2023,121.75,121.44,0.31,1,0.0,-0.31,26.2
Olga ONUFRIYENKO,ANA,women_800m,2021,121.46,121.46,0.0,1,0.0,0.0,22.3
Angel PICCIRILLO,USA,women_800m,2021,121.51,121.51,0.0,1,0.0,0.0,27.4
Veronika SADEK,SLO,women_800m,2022,121.52,121.52,0.0,3,0.1609,0.0,19.4
Meghan HUNTER,USA,women_800m,2023,121.53,121.53,0.0,1,0.0,0.0,22.0
Sifan HASSAN,NED,women_800m,2021,121.54,121.54,0.0,1,0.0,0.0,28.4
Zoya NAUMOV,ESP,women_800m,2023,121.54,121.54,0.0,1,0.0,0.0,27.9
Jaqueline Beatriz WEBER,BRA,women_800m,2023,121.54,121.54,0.0,1,0.0,0.0,28.2
Jazmine FRAY,JAM,women_800m,2021,121.58,121.58,0.0,1,0.0,0.0,24.0
Shafiqua MALONEY,VIN,women_800m,2022,121.58,121.58,0.0,1,0.0,0.0,23.8
Shafiqua MALONEY,VIN,women_800m,2023,121.99,121.58,0.41,1,0.0,-0.41,23.8
KM. CHANDA,IND,women_800m,2022,121.58,121.58,0.0,2,0.0636,0.0,21.1
KM. CHANDA,IND,women_800m,2023,121.79,121.58,0.21,1,0.0,-0.21,21.1
Soukaina HAJJI,MAR,women_800m,2022,121.59,121.59,0.0,1,0.0,0.0,25.3
Claudia HOLLINGSWORTH,AUS,women_800m,2021,121.6,121.6,0.0,2,0.1061,0.0,16.0
Ksanet ALEM,ETH,women_800m,2022,121.61,121.61,0.0,1,0.0,0.0,18.0
Claudia SAUNDERS,FRA,women_800m,2023,121.62,121.62,0.0,2,0.099,0.0,29.0
Lucia PINACCHIO,ESP,women_800m,2022,121.63,121.63,0.0,1,0.0,0.0,19.7
Susan ANENO,UGA,women_800m,2023,121.65,121.65,0.0,2,0.0636,0.0,26.8
Sarah BILLINGS,AUS,women_800m,2023,121.66,121.66,0.0,1,0.0,0.0,25.0
Elise VANDERELST,BEL,women_800m,2022,121.68,121.68,0.0,1,0.0,0.0,24.4
Hanna KLEIN,GER,women_800m,2022,121.7,121.7,0.0,1,0.0,0.0,29.4
Oratile NOWE,BOT,women_800m,2023,121.71,121.71,0.0,1,0.0,0.0,22.9
Lauren ELLSWORTH,USA,women_800m,2022,121.72,121.72,0.0,1,0.0,0.0,
Charlotte MOUCHET,FRA,women_800m,2022,121.72,121.72,0.0,1,0.0,0.0,26.1
Martyna GALANT,POL,women_800m,2023,121.72,121.72,0.0,1,0.0,0.0,28.4
Katherine MITCHELL,USA,women_800m,2023,121.73,121.73,0.0,1,0.0,0.0,
Meriem SAHNOUNE,FRA,women_800m,2021,121.75,121.75,0.0,1,0.0,0.0,27.1
Sarah HEALY,IRL,women_800m,2023,121.75,121.75,0.0,1,0.0,0.0,22.2
Edinah JEBITOK,KEN,women_800m,2021,121.77,121.77,0.0,1,0.0,0.0,19.6
Olicia WILLIAMS,USA,women_800m,2021,121.78,121.78,0.0,1,0.0,0.0,27.1
Síofra CLÉIRIGH BÜTTNER,IRL,women_800m,2021,121.78,121.78,0.0,2,0.1131,0.0,25.8
Hanna HERMANSSON,SWE,women_800m,2022,121.78,121.78,0.0,1,0.0,0.0,33.1
Erin WALLACE,GBR,women_800m,2023,121.78,121.78,0.0,1,0.0,0.0,23.0
Rachel PELLAUD,SUI,women_800m,2023,121.78,121.78,0.0,2,0.0566,0.0,28.2
Delia SCLABAS,SUI,women_800m,2021,121.79,121.79,0.0,1,0.0,0.0,21.1
Delia SCLABAS,SUI,women_800m,2022,121.99,121.79,0.2,1,0.0,-0.2,21.1
Jerneja SMONKAR,SLO,women_800m,2023,121.79,121.79,0.0,1,0.0,0.0,31.4
Jenna BROMELL,IRL,women_800m,2023,121.8,121.8,0.0,1,0.0,0.0,25.9
Eunice Jepkoech SUM,KEN,women_800m,2021,121.82,121.82,0.0,1,0.0,0.0,33.2
Angelika CICHOCKA,POL,women_800m,2021,121.85,121.85,0.0,1,0.0,0.0,33.2
Flavia Maria DE LIMA,BRA,women_800m,2021,121.87,121.87,0.0,1,0.0,0.0,28.0
Valentina ROSAMILIA,SUI,women_800m,2021,121.91,121.91,0.0,1,0.0,0.0,18.6
Bérénice FULCHIRON,FRA,women_800m,2021,121.92,121.92,0.0,1,0.0,0.0,21.4
Bendere OBOYA,AUS,women_800m,2022,121.92,121.92,0.0,1,0.0,0.0,21.9
Mebriht MEKONEN,ETH,women_800m,2022,121.92,121.92,0.0,1,0.0,0.0,17.3
Charline MATHIAS,LUX,women_800m,2021,121.93,121.93,0.0,1,0.0,0.0,29.1
Katie KIRK,IRL,women_800m,2021,121.94,121.94,0.0,1,0.0,0.0,27.8
Līga VELVERE,LAT,women_800m,2021,121.95,121.95,0.0,1,0.0,0.0,31.3
Keely SMALL,AUS,women_800m,2021,121.98,121.98,0.0,1,0.0,0.0,19.7
Camille LAUS,BEL,women_800m,2023,121.99,121.99,0.0,1,0.0,0.0,30.0
