athlete_name,country,discipline,year,season_best,career_best,pb_gap,meets_count,consistency,yoy_improvement,age
Paul RYAN,USA,men_1500m,2022,215.82,215.82,0.0,1,0.0,0.66,24.2
Paul RYAN,USA,men_1500m,2023,216.49,215.82,0.67,1,0.0,-0.67,24.2
Peter BOL,AUS,men_1500m,2022,215.86,215.86,0.0,1,0.0,0.0,28.3
George Meitamei MANANGOI,KEN,men_1500m,2022,215.86,215.86,0.0,2,1.1597,0.0,21.6
Joe WASKOM,USA,men_1500m,2023,215.86,215.86,0.0,1,0.0,0.0,
Marius PROBST,GER,men_1500m,2021,215.88,215.88,0.0,2,0.502,0.0,25.8
Marius PROBST,GER,men_1500m,2022,217.0,215.88,1.12,1,0.0,-1.12,25.8
Cameron MYERS,AUS,men_1500m,2023,215.88,215.88,0.0,3,0.2982,0.0,17.0
Quentin MALRIQ,FRA,men_1500m,2023,215.89,215.89,0.0,1,0.0,0.0,23.5
Gonzalo GARCÍA,ESP,men_1500m,2022,215.92,215.92,0.0,2,1.0465,0.0,28.0
Gonzalo GARCÍA,ESP,men_1500m,2023,216.64,215.92,0.72,2,0.4101,-0.72,28.0
Elhassane MOUJAHID,MAR,men_1500m,2022,215.97,215.97,0.0,3,0.6934,0.0,22.3
Elhassane MOUJAHID,MAR,men_1500m,2023,216.58,215.97,0.61,1,0.0,-0.61,22.3
Bastien AUGUSTO,FRA,men_1500m,2023,215.99,215.99,0.0,1,0.0,0.0,23.8
Joao BUSSOTTI NEVES,ITA,men_1500m,2021,216.65,215.99,0.66,1,0.0,0.0,30.0
Joao BUSSOTTI NEVES,ITA,men_1500m,2023,215.99,215.99,0.0,3,0.7702,0.66,30.0
Christian NOBLE,USA,men_1500m,2022,216.0,216.0,0.0,1,0.0,0.0,25.0
Filip OSTROWSKI,POL,men_1500m,2023,216.03,216.03,0.0,1,0.0,0.0,21.9
Cameron PROCEVIAT,CAN,men_1500m,2021,217.31,216.09,1.22,1,0.0,0.0,28.8
Cameron PROCEVIAT,CAN,men_1500m,2022,216.09,216.09,0.0,4,0.7855,1.22,28.8
Cameron PROCEVIAT,CAN,men_1500m,2023,216.55,216.09,0.46,3,0.0764,-0.46,28.8
Daniel KIMAIYO,KEN,men_1500m,2022,216.09,216.09,0.0,2,0.9475,0.0,18.0
Nicholas GRIGGS,IRL,men_1500m,2023,216.09,216.09,0.0,1,0.0,0.0,18.5
Eduardo HERRERA,USA,men_1500m,2023,216.09,216.09,0.0,2,0.1556,0.0,25.7
Mohamed ATTAOUI,ESP,men_1500m,2023,216.12,216.12,0.0,2,1.1597,0.0,21.7
Maximilian THORWIRTH,GER,men_1500m,2022,217.61,216.14,1.47,1,0.0,0.0,27.9
Maximilian THORWIRTH,GER,men_1500m,2023,216.14,216.14,0.0,1,0.0,1.47,27.9
Vincent KIBET,KEN,men_1500m,2021,216.15,216.15,0.0,2,0.8344,0.0,30.2
Peter CALLAHAN,BEL,men_1500m,2021,216.15,216.15,0.0,1,0.0,0.0,30.1
Federico BRUNO,ARG,men_1500m,2021,216.18,216.18,0.0,1,0.0,0.0,28.4
Federico BRUNO,ARG,men_1500m,2022,217.88,216.18,1.7,1,0.0,-1.7,28.4
Jakub HOLUŠA,CZE,men_1500m,2021,216.19,216.19,0.0,2,0.3323,0.0,33.3
Maciej WYDERKA,POL,men_1500m,2023,216.21,216.21,0.0,1,0.0,0.0,20.9
Sam PARSONS,GER,men_1500m,2022,216.22,216.22,0.0,1,0.0,0.0,28.2
Nuno PEREIRA,POR,men_1500m,2022,217.34,216.23,1.11,1,0.0,0.0,22.0
Nuno PEREIRA,POR,men_1500m,2023,216.23,216.23,0.0,1,0.0,1.11,22.0
Marc SCOTT,GBR,men_1500m,2021,216.28,216.28,0.0,1,0.0,0.0,27.9
Marc SCOTT,GBR,men_1500m,2022,217.68,216.28,1.4,1,0.0,-1.4,27.9
Ermias GIRMA,ETH,men_1500m,2022,216.28,216.28,0.0,2,0.6788,0.0,17.4
Noah KIBET,KEN,men_1500m,2023,216.32,216.32,0.0,1,0.0,0.0,19.0
Abdihamid NUR,USA,men_1500m,2022,216.33,216.33,0.0,1,0.0,0.0,24.5
Bram ANDERIESSEN,NED,men_1500m,2021,216.37,216.37,0.0,2,0.8344,0.0,21.8
Abdulkarim TEKI ABDURAHMAN,ETH,men_1500m,2023,216.38,216.38,0.0,3,0.4726,0.0,
Aarón LAS HERAS,ESP,men_1500m,2023,216.39,216.39,0.0,1,0.0,0.0,23.0
Rorey HUNTER,AUS,men_1500m,2021,216.42,216.42,0.0,4,0.4413,0.0,28.4
Tarik MOUKRIME,BEL,men_1500m,2021,217.36,216.43,0.93,2,0.2404,0.0,30.2
Tarik MOUKRIME,BEL,men_1500m,2022,216.43,216.43,0.0,4,0.6558,0.93,30.2
Carlos MAYO,ESP,men_1500m,2021,216.44,216.44,0.0,1,0.0,0.0,25.8
Reed BROWN,USA,men_1500m,2022,216.44,216.44,0.0,1,0.0,0.0,23.7
Hafid RIZQY,MAR,men_1500m,2022,216.48,216.48,0.0,2,0.1838,0.0,24.6
Stijn BAETEN,BEL,men_1500m,2021,217.01,216.52,0.49,1,0.0,0.0,28.1
Stijn BAETEN,BEL,men_1500m,2022,216.52,216.52,0.0,2,1.0324,0.49,28.1
Stijn BAETEN,BEL,men_1500m,2023,217.21,216.52,0.69,1,0.0,-0.69,28.1
Waleed SULIMAN,USA,men_1500m,2021,216.53,216.53,0.0,2,0.5445,0.0,22.6
George BEAMISH,NZL,men_1500m,2021,217.57,216.53,1.04,2,0.1626,0.0,25.0
George BEAMISH,NZL,men_1500m,2022,216.53,216.53,0.0,2,0.6505,1.04,25.0
Jack ANSTEY,AUS,men_1500m,2022,216.54,216.54,0.0,2,0.6364,0.0,25.3
Kazuto IIZAWA,JPN,men_1500m,2022,216.55,216.55,0.0,1,0.0,0.0,21.7
Athanas KIOKO,KEN,men_1500m,2023,216.58,216.58,0.0,1,0.0,0.0,
Ryuji MIURA,JPN,men_1500m,2022,216.59,216.59,0.0,1,0.0,0.0,20.1
István SZÖGI,HUN,men_1500m,2021,216.63,216.63,0.0,3,0.6486,0.0,25.7
Christoph KESSLER,GER,men_1500m,2022,216.63,216.63,0.0,3,0.4729,0.0,27.1
Jorge David TORRE,ESP,men_1500m,2022,216.63,216.63,0.0,1,0.0,0.0,24.3
Nanami ARAI,JPN,men_1500m,2021,217.05,216.63,0.42,1,0.0,0.0,27.0
Nanami ARAI,JPN,men_1500m,2022,216.63,216.63,0.0,1,0.0,0.42,27.0
Sean MCGORTY,USA,men_1500m,2022,216.67,216.67,0.0,2,0.1273,0.0,27.4
Hyuga ENDO,JPN,men_1500m,2022,216.69,216.69,0.0,1,0.0,0.0,23.7
Ryan GREGSON,AUS,men_1500m,2021,216.72,216.72,0.0,2,0.792,0.0,31.0
Mohamed AL GARNI,QAT,men_1500m,2021,216.75,216.75,0.0,3,0.4954,0.0,28.9
Mohamed AL GARNI,QAT,men_1500m,2022,217.89,216.75,1.14,1,0.0,-1.14,28.9
Brimin Kiprono KIPROTICH,KEN,men_1500m,2021,216.75,216.75,0.0,1,0.0,0.0,22.8
Brimin Kiprono KIPROTICH,KEN,men_1500m,2022,216.98,216.75,0.23,2,0.5728,-0.23,22.8
Elijah Motonei MANANGOI,KEN,men_1500m,2022,217.03,216.79,0.24,1,0.0,0.0,30.3
Elijah Motonei MANANGOI,KEN,men_1500m,2023,216.79,216.79,0.0,2,0.4455,0.24,30.3
Oussama NABIL,MAR,men_1500m,2021,216.82,216.82,0.0,3,0.4974,0.0,25.1
Ouassim OUMAIZ,ESP,men_1500m,2021,216.83,216.83,0.0,1,0.0,0.0,22.1
Hamish CARSON,NZL,men_1500m,2021,216.86,216.86,0.0,5,0.365,0.0,32.7
Hamish CARSON,NZL,men_1500m,2022,217.73,216.86,0.87,1,0.0,-0.87,32.7
Moses Kipkemboi KIBET,KEN,men_1500m,2022,216.86,216.86,0.0,1,0.0,0.0,27.4
Matt WISNER,USA,men_1500m,2023,216.87,216.87,0.0,1,0.0,0.0,25.1
Emil DANIELSSON,SWE,men_1500m,2021,217.57,216.88,0.69,1,0.0,0.0,25.3
Emil DANIELSSON,SWE,men_1500m,2022,217.93,216.88,1.05,1,0.0,-0.36,25.3
Emil DANIELSSON,SWE,men_1500m,2023,216.88,216.88,0.0,2,0.0919,0.69,25.3
Adehena KASAYE,ETH,men_1500m,2021,216.91,216.91,0.0,1,0.0,0.0,17.8
Emedy KIPLIMO,KEN,men_1500m,2022,217.19,216.91,0.28,2,0.2687,0.0,
Emedy KIPLIMO,KEN,men_1500m,2023,216.91,216.91,0.0,2,0.6152,0.28,
Ezekiel ROP,KEN,men_1500m,2023,216.92,216.92,0.0,2,0.0778,0.0,
Yahya AOUINA EL KARBOUBI,ESP,men_1500m,2023,216.94,216.94,0.0,1,0.0,0.0,26.9
Louis GILAVERT,FRA,men_1500m,2021,216.97,216.97,0.0,1,0.0,0.0,24.1
Louis GILAVERT,FRA,men_1500m,2022,217.47,216.97,0.5,1,0.0,-0.5,24.1
Isaac BASTEN,USA,men_1500m,2023,216.99,216.99,0.0,1,0.0,0.0,
Joe KLECKER,USA,men_1500m,2021,217.0,217.0,0.0,1,0.0,0.0,24.5
Thomas VANOPPEN,BEL,men_1500m,2021,217.01,217.01,0.0,1,0.0,0.0,22.2
Thomas VANOPPEN,BEL,men_1500m,2022,217.65,217.01,0.64,1,0.0,-0.64,22.2
Justin KEMBOI,KEN,men_1500m,2022,217.01,217.01,0.0,1,0.0,0.0,21.8
Valentijn WEINANS,NED,men_1500m,2021,217.02,217.02,0.0,1,0.0,0.0,25.5
Sigurd TVEIT,NOR,men_1500m,2022,217.02,217.02,0.0,1,0.0,0.0,22.5
Noah BALTUS,NED,men_1500m,2023,217.02,217.02,0.0,1,0.0,0.0,21.3
Morgan BEADLESCOMB,USA,men_1500m,2022,217.03,217.03,0.0,1,0.0,0.0,24.2
Yassine HETHAT,ALG,men_1500m,2021,217.05,217.05,0.0,1,0.0,0.0,29.8
Johnathan RENIEWICKI,USA,men_1500m,2023,217.06,217.06,0.0,1,0.0,0.0,27.7
Mohamed Amin JHINAOUI,TUN,men_1500m,2023,217.07,217.07,0.0,1,0.0,0.0,26.1
Abderrahman EL KHAYAMI,ESP,men_1500m,2023,217.11,217.11,0.0,2,0.6081,0.0,27.8
Abdelaati IGUIDER,MAR,men_1500m,2021,217.12,217.12,0.0,1,0.0,0.0,34.4
Johan ROGESTEDT,SWE,men_1500m,2021,217.13,217.13,0.0,3,0.2227,0.0,28.5
Diriba GIRMA,ETH,men_1500m,2022,217.14,217.13,0.01,2,0.3818,0.0,19.3
Diriba GIRMA,ETH,men_1500m,2023,217.13,217.13,0.0,1,0.0,0.01,19.3
Dillon MAGGARD,USA,men_1500m,2023,217.17,217.17,0.0,1,0.0,0.0,27.6
Jack SALISBURY,USA,men_1500m,2021,217.18,217.18,0.0,2,0.4667,0.0,23.4
Jack SALISBURY,USA,men_1500m,2022,217.7,217.18,0.52,1,0.0,-0.52,23.4
Keita SATOH,JPN,men_1500m,2021,217.18,217.18,0.0,1,0.0,0.0,17.5
Abdirizak IBRAHIM,USA,men_1500m,2021,217.19,217.19,0.0,1,0.0,0.0,
Karl BEBENDORF,GER,men_1500m,2022,217.19,217.19,0.0,2,0.5515,0.0,26.3
Nader BELHANBEL,MAR,men_1500m,2021,217.2,217.2,0.0,1,0.0,0.0,27.2
Samuel PIHLSTRÖM,SWE,men_1500m,2022,217.23,217.23,0.0,1,0.0,0.0,21.3
Jack YEARIAN,USA,men_1500m,2021,217.24,217.24,0.0,1,0.0,0.0,
Thierry NDIKUMWENAYO,BDI,men_1500m,2021,217.25,217.25,0.0,1,0.0,0.0,24.3
Ayanleh SOULEIMAN,DJI,men_1500m,2021,217.25,217.25,0.0,1,0.0,0.0,28.7
Ferdinand Kvan EDMAN,NOR,men_1500m,2021,217.98,217.27,0.71,1,0.0,0.0,29.0
Ferdinand Kvan EDMAN,NOR,men_1500m,2022,217.27,217.27,0.0,1,0.0,0.71,29.0
George KUSCHE,RSA,men_1500m,2022,217.31,217.31,0.0,1,0.0,0.0,23.7
William KINCAID,USA,men_1500m,2023,217.32,217.32,0.0,1,0.0,0.0,30.6
Yassin BOUIH,ITA,men_1500m,2021,217.34,217.34,0.0,1,0.0,0.0,24.5
Joshua CHEPTEGEI,UGA,men_1500m,2021,217.36,217.36,0.0,1,0.0,0.0,24.6
Keisuke MORITA,JPN,men_1500m,2022,217.36,217.36,0.0,1,0.0,0.0,26.7
Mohamed TINDOUFT,MAR,men_1500m,2021,217.37,217.37,0.0,1,0.0,0.0,28.1
Rodrigue KWIZERA,BDI,men_1500m,2023,217.37,217.37,0.0,1,0.0,0.0,23.7
Simas BERTAŠIUS,LTU,men_1500m,2021,217.38,217.38,0.0,4,0.2507,0.0,27.6
Federico RIVA,ITA,men_1500m,2022,217.38,217.38,0.0,1,0.0,0.0,21.8
David MCNEILL,AUS,men_1500m,2021,217.4,217.4,0.0,1,0.0,0.0,34.7
Adam SPENCER,AUS,men_1500m,2022,217.4,217.4,0.0,2,0.2899,0.0,20.7
Adam SPENCER,AUS,men_1500m,2023,217.72,217.4,0.32,1,0.0,-0.32,20.7
Quentin TISON,FRA,men_1500m,2022,217.4,217.4,0.0,1,0.0,0.0,26.2
Gilbert KIPNGETICH,KEN,men_1500m,2023,217.4,217.4,0.0,1,0.0,0.0,19.3
Marc TORTELL,GER,men_1500m,2021,217.41,217.41,0.0,1,0.0,0.0,24.5
Marc TORTELL,GER,men_1500m,2022,217.54,217.41,0.13,2,0.0141,-0.13,24.5
Ryan SCHOPPE,USA,men_1500m,2022,217.43,217.43,0.0,2,0.3606,0.0,
Nathan GREEN,USA,men_1500m,2022,217.46,217.46,0.0,1,0.0,0.0,19.2
Giovanni FILIPPI,ITA,men_1500m,2022,217.5,217.5,0.0,1,0.0,0.0,24.6
Giovanni FILIPPI,ITA,men_1500m,2023,217.71,217.5,0.21,1,0.0,-0.21,24.6
Luke HOUSER,USA,men_1500m,2022,217.51,217.51,0.0,1,0.0,0.0,
Jesse HUNT,AUS,men_1500m,2023,217.53,217.53,0.0,1,0.0,0.0,24.7
Nassim HASSAOUS,ESP,men_1500m,2021,217.54,217.54,0.0,1,0.0,0.0,27.3
Talem FRANCO,USA,men_1500m,2021,217.55,217.55,0.0,1,0.0,0.0,
Mohad ABDIKADAR SHEIK ALI,ITA,men_1500m,2022,217.96,217.56,0.4,1,0.0,0.0,29.6
Mohad ABDIKADAR SHEIK ALI,ITA,men_1500m,2023,217.56,217.56,0.0,1,0.0,0.4,29.6
Brett MEYER,USA,men_1500m,2022,217.57,217.57,0.0,5,0.1676,0.0,
Cathal DOYLE,IRL,men_1500m,2022,217.57,217.57,0.0,1,0.0,0.0,24.7
Donavan BRAZIER,USA,men_1500m,2021,217.58,217.58,0.0,1,0.0,0.0,24.0
Matthew PAYAMPS,USA,men_1500m,2022,217.6,217.6,0.0,1,0.0,0.0,
Sam ELLIS,USA,men_1500m,2022,217.6,217.6,0.0,1,0.0,0.0,
Tripp HURT,USA,men_1500m,2021,217.61,217.61,0.0,2,0.0071,0.0,28.6
James HANSEN,AUS,men_1500m,2022,217.61,217.61,0.0,1,0.0,0.0,28.6
Kristian Uldbjerg HANSEN,DEN,men_1500m,2023,217.65,217.65,0.0,1,0.0,0.0,26.8
Ryan ADAMS,USA,men_1500m,2021,217.66,217.66,0.0,2,0.1131,0.0,24.1
Carlos SAEZ,ESP,men_1500m,2023,217.66,217.66,0.0,1,0.0,0.0,24.4
Lucas BONS,USA,men_1500m,2021,217.68,217.68,0.0,1,0.0,0.0,
Youssef TAOUSSI,ESP,men_1500m,2021,217.68,217.68,0.0,2,0.1061,0.0,26.6
Thomas KEEN,GBR,men_1500m,2022,217.7,217.7,0.0,1,0.0,0.0,21.1
Nickson CHEBII,KEN,men_1500m,2023,217.71,217.71,0.0,1,0.0,0.0,
James YOUNG,GBR,men_1500m,2021,217.72,217.72,0.0,1,0.0,0.0,23.3
Darragh MCELHINNEY,IRL,men_1500m,2022,217.72,217.72,0.0,1,0.0,0.0,21.6
Alexandre SADDEDINE,FRA,men_1500m,2021,217.73,217.73,0.0,1,0.0,0.0,26.7
Álvaro DE ARRIBA,ESP,men_1500m,2023,217.73,217.73,0.0,1,0.0,0.0,29.0
Robert BIWOTT,KEN,men_1500m,2022,217.74,217.74,0.0,1,0.0,0.0,26.2
Nico YOUNG,USA,men_1500m,2022,217.75,217.75,0.0,1,0.0,0.0,19.7
Andrzej KOWALCZYK,POL,men_1500m,2022,217.76,217.76,0.0,1,0.0,0.0,23.5
Evan JAGER,USA,men_1500m,2022,217.77,217.77,0.0,1,0.0,0.0,33.4
Callum DAVIES,AUS,men_1500m,2022,217.78,217.78,0.0,3,0.0462,0.0,23.0
Callum DAVIES,AUS,men_1500m,2023,217.92,217.78,0.14,1,0.0,-0.14,23.0
Robin VAN RIEL,NED,men_1500m,2023,217.78,217.78,0.0,1,0.0,0.0,23.1
Lucas BRUCHET,CAN,men_1500m,2021,217.79,217.79,0.0,1,0.0,0.0,30.4
Sven WAGNER,GER,men_1500m,2022,217.79,217.79,0.0,1,0.0,0.0,20.7
Joonas RINNE,FIN,men_1500m,2023,217.8,217.8,0.0,1,0.0,0.0,28.1
Richard DOUMA,NED,men_1500m,2021,217.81,217.81,0.0,1,0.0,0.0,28.2
David NIKOLLI,ALB,men_1500m,2021,217.82,217.82,0.0,2,0.0283,0.0,27.2
Maximilian FEIST,GER,men_1500m,2022,217.82,217.82,0.0,1,0.0,0.0,23.8
Maximilian FEIST,GER,men_1500m,2023,217.87,217.82,0.05,1,0.0,-0.05,23.8
Mustapha SMAILI,MAR,men_1500m,2021,217.85,217.85,0.0,1,0.0,0.0,
Yomif KEJELCHA,ETH,men_1500m,2022,217.85,217.85,0.0,1,0.0,0.0,24.8
Mohamed ZERRAD,ITA,men_1500m,2021,217.86,217.86,0.0,1,0.0,0.0,27.4
Víctor RUIZ,ESP,men_1500m,2022,217.86,217.86,0.0,1,0.0,0.0,29.0
Yani KHELAF,FRA,men_1500m,2021,217.87,217.87,0.0,2,0.0141,0.0,23.3
Magnus Tuv MYHRE,NOR,men_1500m,2023,217.89,217.89,0.0,1,0.0,0.0,23.0
Homiyu TESFAYE,GER,men_1500m,2021,217.9,217.9,0.0,2,0.0071,0.0,28.0
Joshua LAY,GBR,men_1500m,2021,217.9,217.9,0.0,1,0.0,0.0,21.2
Kalle BERGLUND,SWE,men_1500m,2021,217.92,217.92,0.0,1,0.0,0.0,25.2
Thiago ANDRÉ,BRA,men_1500m,2021,217.92,217.92,0.0,1,0.0,0.0,25.8
Archie DAVIS,GBR,men_1500m,2021,217.92,217.92,0.0,1,0.0,0.0,22.9
Conner MANTZ,USA,men_1500m,2021,217.96,217.92,0.04,1,0.0,0.0,25.4
Conner MANTZ,USA,men_1500m,2023,217.92,217.92,0.0,1,0.0,0.04,25.4
Thomas RATCLIFFE,USA,men_1500m,2022,217.93,217.93,0.0,1,0.0,0.0,24.8
Nkosinathi SIBIYA,RSA,men_1500m,2023,217.93,217.93,0.0,1,0.0,0.0,29.3
Simeon BIRNBAUM,USA,men_1500m,2023,217.93,217.93,0.0,1,0.0,0.0,
John TRAVERS,IRL,men_1500m,2021,217.94,217.94,0.0,1,0.0,0.0,30.2
Djilali BEDRANI,FRA,men_1500m,2021,217.96,217.96,0.0,1,0.0,0.0,27.7
Flavien SZOT,FRA,men_1500m,2023,217.98,217.98,0.0,1,0.0,0.0,21.7
Yuta BANDO,JPN,men_1500m,2021,217.99,217.99,0.0,1,0.0,0.0,24.7
