Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Nat.1,Venue,Date,Results Score,discipline,year,ProfileURL,source
,14:30.54,,Likina AMEBAW,30 NOV 1997,ETH,5.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:31.88,,Asayech AYICHEW,03 APR 2005,ETH,6.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:32.58,,Aynadis MEBRATU,25 NOV 2004,ETH,7.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:33.24,,Caroline NYAGA,07 OCT 1993,KEN,8.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:40.83,,Rose DAVIES,21 DEC 1999,AUS,9.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:41.75,,Sembo ALMAYEW,24 JAN 2005,ETH,10.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:47.56,,Yenawa NBRET,18 MAY 2007,ETH,11.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:53.44,,Francine NIYOMUKUNZI,01 AUG 1999,BDI,12.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:53.91,,Mariana MACHADO,12 NOV 2000,POR,13.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:55.93,,Maudie SKYRING,09 APR 1997,AUS,14.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:58.36,,Mekedes ALEMESHETE,30 MAR 2006,ETH,15.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,15:17.50,,Georgia GRIFFITH,05 DEC 1996,AUS,16.,,Wanda Diamond League Xiamen,26 APR 2025,,,2025,,dl_meeting
,14:03.69,,Beatrice CHEBET,05 MAR 2000,KEN,1.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:19.33,,Freweyni HAILU,12 FEB 2001,ETH,2.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:23.15,,Nadia BATTOCLETTI,12 APR 2000,ITA,3.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:24.20,,Birke HAYLOM,06 JAN 2006,ETH,4.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:24.86,,Gudaf TSEGAY,23 JAN 1997,ETH,5.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:25.37,,Josette ANDREWS,15 DEC 1995,USA,6.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:27.11,,Chaltu DIDA,05 DEC 2006,ETH,7.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:27.33,,Aleshign BAWEKE,23 JAN 2006,ETH,8.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:38.78,,Asayech AYICHEW,03 APR 2005,ETH,9.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:45.29,,Shelby HOULIHAN,08 FEB 1993,USA,10.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:47.18,,Marta GARCÍA,01 JAN 1998,ESP,11.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:47.31,,Maureen KOSTER,03 JUL 1992,NED,12.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:48.79,,Sarah MADELEINE,20 SEP 1998,FRA,13.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:49.89,,Francine NIYOMUKUNZI,01 AUG 1999,BDI,14.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:52.00,,Margaret AKIDOR,26 JUN 2002,KEN,15.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,14:56.38,,Karissa SCHWEIZER,04 MAY 1996,USA,16.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,15:16.91,,Megan KEITH,23 APR 2002,GBR,17.,,Golden Gala,06 JUN 2025,,,2025,,dl_meeting
,13:58.06,,Beatrice CHEBET,05 MAR 2000,KEN,1.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:01.29,,Agnes Jebet NGETICH,23 JAN 2001,KEN,2.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:04.41,,Gudaf TSEGAY,23 JAN 1997,ETH,3.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:30.34,,Margaret AKIDOR,26 JUN 2002,KEN,4.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:30.45,,Caroline NYAGA,07 OCT 1993,KEN,5.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:31.15,,Medina EISA,2002,ETH,6.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:31.94,,Aleshign BAWEKE,23 JAN 2006,ETH,7.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:33.27,,Fantaye BELAYNEH,11 SEP 2000,ETH,8.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:34.20,,Asayech AYICHEW,03 APR 2005,ETH,9.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:38.15,,Weini KELATI FREZGHI,01 DEC 1996,USA,10.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:40.01,,Hirut MESHESHA,20 JAN 2001,ETH,11.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:40.25,,Janeth CHEPNGETICH,23 JUL 1998,KEN,12.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:43.29,,Mekedes ALEMESHETE,30 MAR 2006,ETH,13.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:44.96,,Caroline KARIBA,22 APR 2004,KEN,14.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:50.68,,Maurine Jepkoech CHEBOR,28 MAY 2004,KEN,15.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:51.37,,Aynadis MEBRATU,25 NOV 2004,ETH,16.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:56.34,,Marta ALEMAYO,08 APR 2008,ETH,17.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,15:04.83,,Fotyen TESFAY,17 FEB 1998,ETH,18.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,15:10.30,,Hellen Ekalale LOBUN,18 MAR 1999,KEN,19.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,15:11.02,,Yenawa NBRET,18 MAY 2007,ETH,20.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,15:14.22,,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,21.,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,DNF,,Birke HAYLOM,06 JAN 2006,ETH,,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,DNF,,Tsigie GEBRESELAMA,30 SEP 2000,ETH,,,Prefontaine Classic,05 JUL 2025,,,2025,,dl_meeting
,14:30.57,,Medina EISA,2002,ETH,1.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:30.90,,Fantaye BELAYNEH,11 SEP 2000,ETH,2.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:31.45,,Rose DAVIES,21 DEC 1999,AUS,3.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:32.55,,Fotyen TESFAY,17 FEB 1998,ETH,4.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:32.82,,Georgia GRIFFITH,05 DEC 1996,AUS,5.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:33.42,,Hirut MESHESHA,20 JAN 2001,ETH,6.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:34.10,,Nozomi TANAKA,04 SEP 1999,JPN,7.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:34.46,,Marta ALEMAYO,08 APR 2008,ETH,8.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:38.45,,Margaret AKIDOR,26 JUN 2002,KEN,9.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:39.13,,Yenawa NBRET,18 MAY 2007,ETH,10.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:39.48,,Hannah NUTTALL,07 JUL 1997,GBR,11.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:39.56,,Innes FITZGERALD,06 APR 2006,GBR,12.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:39.64,,Chaltu DIDA,05 DEC 2006,ETH,13.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:42.93,,Jana VAN LENT,22 APR 2001,BEL,14.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:43.80,,Diane VAN ES,22 MAR 1999,NED,15.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:47.34,,Megan KEITH,23 APR 2002,GBR,16.,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,DNF,,Alexandra MILLARD,31 DEC 2001,GBR,,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,DNF,,Calli HAUGER-THACKERY,09 JAN 1993,GBR,,,London Athletics Meet,19 JUL 2025,,,2025,,dl_meeting
,14:24.99,,Agnes Jebet NGETICH,23 JAN 2001,KEN,1.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:31.51,,Likina AMEBAW,30 NOV 1997,ETH,2.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:31.88,,Aleshign BAWEKE,23 JAN 2006,ETH,3.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:33.16,,Josette ANDREWS,15 DEC 1995,USA,4.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:33.40,,Marta GARCÍA,01 JAN 1998,ESP,5.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:33.97,,Maureen KOSTER,03 JUL 1992,NED,6.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:35.36,,Hirut MESHESHA,20 JAN 2001,ETH,7.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:36.90,,Caroline NYAGA,07 OCT 1993,KEN,8.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:37.19,,Nozomi TANAKA,04 SEP 1999,JPN,9.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:37.47,,Jana VAN LENT,22 APR 2001,BEL,10.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:37.77,,Weini KELATI FREZGHI,01 DEC 1996,USA,11.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:38.65,,Marta ALEMAYO,08 APR 2008,ETH,12.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:39.30,,Karissa SCHWEIZER,04 MAY 1996,USA,13.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:40.70,,Elise VANDERELST,27 JAN 1998,BEL,14.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,14:48.84,,Innes FITZGERALD,06 APR 2006,GBR,15.,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,DNF,,Janeth CHEPNGETICH,23 JUL 1998,KEN,,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
,DNF,,Francine NIYOMUKUNZI,01 AUG 1999,BDI,,,Memorial van Damme,22 AUG 2025,,,2025,,dl_meeting
1.0,14:11.15,,Tirunesh DIBABA,01 JUN 1985,ETH,1,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1260.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259871,toplist
2.0,14:12.88,,Meseret DEFAR,19 NOV 1983,ETH,1,,Stockholm (SWE),22 JUL 2008,1256.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259882,toplist
3.0,14:23.75,,Liliya SHOBUKHOVA,13 NOV 1977,RUS,1,,Kazan (RUS),19 JUL 2008,1234.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14299314,toplist
4.0,14:25.43,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008,1231.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14288971,toplist
5.0,14:33.13,,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,2,,Kazan (RUS),19 JUL 2008,1216.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14299161,toplist
6.0,14:33.49,,Lucy Kabuu WANGUI,24 MAR 1984,KEN,2,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1215.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289505,toplist
7.0,14:36.78,,Ejegayehu DIBABA,21 MAR 1982,ETH,3,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1208.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259873,toplist
8.0,14:38.09,,Mariya KONOVALOVA,14 AUG 1974,RUS,3,,Kazan (RUS),19 JUL 2008,1206.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14298199,toplist
9.0,14:38.78,,Meselech MELKAMU,19 APR 1985,ETH,2,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1205.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259772,toplist
10.0,14:43.89,,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,4,,Kazan (RUS),19 JUL 2008,1194.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14299842,toplist
11.0,14:44.20,,Philes ONGORI,19 JUL 1986,KEN,8f18,,Yokohama (JPN),26 OCT 2008,1194.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289407,toplist
12.0,14:44.49,,Eveline Nganga WAMBUI,04 APR 1986,KEN,1,,Yokohama (JPN),28 SEP 2008,1193.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289485,toplist
13.0,14:45.12,,Priscah Jepleting CHERONO,27 JUN 1980,KEN,3,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1192.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289351,toplist
14.0,14:45.84,,Gelete BURKA,23 JAN 1986,ETH,1,,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1191.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259909,toplist
15.0,14:45.93,,Kimberley SMITH,19 NOV 1981,NZL,4,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1190.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14293171,toplist
16.0,14:46.84,,Belaynesh FIKADU,28 MAR 1987,ETH,3,,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1189.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259857,toplist
17.0,14:47.14,,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,4,,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1188.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289264,toplist
18.0,14:51.59,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,6,,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1179.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289100,toplist
19.0,14:54.29,,Jennifer RHINES,01 JUL 1974,USA,5,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1174.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14319792,toplist
20.0,14:55.0h,,Lineth CHEPKURUI,23 FEB 1987,KEN,1,,Nairobi (KEN),23 MAY 2008,1173.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14326271,toplist
21.0,14:55.55,,Viktoriya KLIMINA,01 MAR 1976,RUS,5,,Kazan (RUS),19 JUL 2008,1172.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14298137,toplist
22.0,14:55.71,,Dolores CHECA,27 DEC 1982,ESP,6,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1171.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14261820,toplist
23.0,14:58.10,,Kara GOUCHER,09 JUL 1978,USA,3,,"Eugene, OR (USA)",08 JUN 2008,1167.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14311212,toplist
24.0,14:58.36,,Zakia Mrisho MOHAMED,19 FEB 1984,TAN,2,,Stockholm (SWE),22 JUL 2008,1166.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14302619,toplist
25.0,14:58.48,,Lauren FLESHMAN,26 SEP 1981,USA,1,,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1166.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14310192,toplist
26.0,14:58.62,,Joanne PAVEY,20 SEP 1973,GBR,3,,Stockholm (SWE),22 JUL 2008,1166.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14276037,toplist
27.0,14:59.69,,Shalane FLANAGAN,08 JUL 1981,USA,5h2,,"National Stadium, Beijing (CHN)",19 AUG 2008,1164.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14310164,toplist
28.0,15:00.03,,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,6,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",13 SEP 2008,1163.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289098,toplist
29.0,15:00.26,,Peninah CHEPCHUMBA,14 JAN 1985,KEN,5,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1163.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14288880,toplist
30.0,15:00.6h,,Elena BUHĂIANU-ANTOCI,16 JAN 1975,ROU,1,,Craiova (ROU),11 MAY 2008,1162.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14295463,toplist
31.0,15:02.10,,Grace MOMANYI,13 FEB 1981,KEN,8,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008,1159.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289288,toplist
32.0,15:02.28,,Felista WANJUGU,18 FEB 1990,KEN,1f16,,Yokohama (JPN),22 NOV 2008,1159.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289529,toplist
33.0,15:02.41,,Genzebe DIBABA,08 FEB 1991,ETH,6,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1158.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259874,toplist
34.0,15:03.80,,Jane Jepkosgei KIPTOO,08 AUG 1982,KEN,8,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",13 SEP 2008,1156.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289165,toplist
35.0,15:03.88,,Yelena ORLOVA,30 MAY 1980,RUS,6,,Kazan (RUS),19 JUL 2008,1156.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14299345,toplist
36.0,15:05.38,,Veronicah Nyaruai WANJIRU,29 OCT 1989,KEN,9,,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1153.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289384,toplist
37.0,15:05.85,,Alemitu BEKELE,17 SEP 1977,TUR,1,,Izmir (TUR),31 MAY 2008,1152.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14303217,toplist
38.0,15:06.07,,Yukiko AKABA,18 OCT 1979,JPN,1f1,,Kitakami (JPN),13 JUL 2008,1151.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14286054,toplist
39.0,15:06.37,,Sentayehu EJIGU,28 JUN 1985,ETH,3,,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1151.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259868,toplist
40.0,15:07.15,,Yelizaveta GRECHISHNIKOVA,12 DEC 1983,RUS,7,,Kazan (RUS),19 JUL 2008,1149.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14297847,toplist
41.0,15:07.37,,Yuriko KOBAYASHI,12 DEC 1988,JPN,1f2,,Kumamoto (JPN),05 APR 2008,1149.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14286857,toplist
42.0,15:07.38,,Sule UTURA,08 FEB 1990,ETH,9,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1149.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259706,toplist
43.0,15:07.65,,Wude AYALEW,04 JUL 1987,ETH,2,,Rieti (ITA),07 SEP 2008,1148.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259920,toplist
44.0,15:07.7h,,Cristina VASILOIU,04 MAR 1988,ROU,2,,Craiova (ROU),11 MAY 2008,1148.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14296012,toplist
45.0,15:08.1h,,Daniela DONISĂ,23 APR 1988,ROU,3,,Craiova (ROU),11 MAY 2008,1147.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14295574,toplist
46.0,15:08.26,,Bizunesh URGESA,18 JUN 1989,ETH,10,,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1147.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259759,toplist
47.0,15:08.49,,Esther CHEMTAI,04 JUN 1988,KEN,11,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1147.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14288856,toplist
48.0,15:11.23,,Megan WRIGHT,27 JAN 1982,CAN,7h2,,"National Stadium, Beijing (CHN)",19 AUG 2008,1141.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14267519,toplist
49.0,15:11.88,,Sally KIPYEGO,19 DEC 1985,KEN,1,,"Walnut, CA (USA)",18 APR 2008,1140.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289173,toplist
50.0,15:13.09,,Mary WANGARI,04 OCT 1986,KEN,3f2,,Kumamoto (JPN),05 APR 2008,1138.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289498,toplist
51.0,15:13.25,,Fei XUE,08 AUG 1989,CHN,8h2,,"National Stadium, Beijing (CHN)",19 AUG 2008,1137.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14264755,toplist
52.0,15:13.35,,Aheza KIROS,16 OCT 1985,ETH,8,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1137.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259796,toplist
53.0,15:14.21,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,9,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1136.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259925,toplist
54.0,15:14.57,,Marina IVANOVA,19 JAN 1982,RUS,8,,Kazan (RUS),19 JUL 2008,1135.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14297949,toplist
55.0,15:16.25,,Simret SULTAN,20 JUL 1984,ERI,8h1,,"National Stadium, Beijing (CHN)",19 AUG 2008,1132.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14262199,toplist
56.0,15:16.27,,Kayoko FUKUSHI,25 MAR 1982,JPN,3,,Kawasaki (JPN),29 JUN 2008,1132.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14286215,toplist
57.0,15:16.80,,Silvia WEISSTEINER,13 JUL 1979,ITA,9,,"Stadio Olimpico, Roma (ITA)",11 JUL 2008,1131.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14285471,toplist
58.0,15:17.74,,Tiki GELANA,22 OCT 1987,ETH,10,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1129.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259718,toplist
59.0,15:18.01,,Doris Chepkwemoi CHANGEYWO,12 DEC 1984,KEN,11,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1128.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14288798,toplist
59.0,15:18.01,,Yelena SOKOLOVA,27 DEC 1979,RUS,9,,Kazan (RUS),19 JUL 2008,1128.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14299420,toplist
61.0,15:18.88,,Sara SLATTERY,02 OCT 1981,USA,4,,"Eugene, OR (USA)",04 JUL 2008,1127.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14321417,toplist
62.0,15:19.23,,Workitu AYANU,19 APR 1987,ETH,13,,"Bislett Stadion, Oslo (NOR)",06 JUN 2008,1126.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14259915,toplist
63.0,15:19.29,,Yoko SHIBUI,14 MAR 1979,JPN,4,,Kawasaki (JPN),29 JUN 2008,1126.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14287821,toplist
64.0,15:19.42,,Arianna LAMBIE,12 JUN 1985,USA,4,,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1126.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14314918,toplist
65.0,15:19.43,,Monica JEPKOECH,01 JAN 1983,KEN,3,,Naimette-Xhovémont (BEL),16 JUL 2008,1126.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289027,toplist
66.0,15:19.57,,Emily BROWN,06 JUL 1984,USA,1f1,,"Palo Alto, CA (USA)",04 MAY 2008,1125.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14306571,toplist
67.0,15:19.67,,Jessica AUGUSTO,08 NOV 1981,POR,12,,"FBK Stadium, Hengelo (NED)",24 MAY 2008,1125.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14294784,toplist
68.0,15:19.96,,Olesya SYREVA,25 NOV 1983,RUS,1,,Jerez de la Frontera (ESP),24 JUN 2008,1125.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14299506,toplist
69.0,15:20.10,,Ines CHENONGE,01 FEB 1982,KEN,13,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008,1124.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14288867,toplist
70.0,15:20.87,,Judit PLA,02 MAY 1978,ESP,2,,Barcelona (ESP),19 JUL 2008,1123.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14260733,toplist
71.0,15:21.08,,Doricah OBARE,10 JAN 1990,KEN,1f24,,Yokohama (JPN),22 NOV 2008,1123.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289389,toplist
72.0,15:21.12,,Kayo SUGIHARA,24 FEB 1983,JPN,5,,Kawasaki (JPN),29 JUN 2008,1122.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14287914,toplist
73.0,15:21.20,,Nataliya BERKUT,30 MAY 1975,UKR,1,,Yalta (UKR),07 JUN 2008,1122.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14303449,toplist
74.0,15:21.47,,Mariem ALAOUI SELSOULI,08 APR 1984,MAR,10h2,,"National Stadium, Beijing (CHN)",19 AUG 2008,1122.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14290568,toplist
75.0,15:21.85,,Olga KRAVTSOVA,25 JUL 1981,BLR,9h1,,"National Stadium, Beijing (CHN)",19 AUG 2008,1121.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14269803,toplist
76.0,15:21.92,,Krisztina PAPP,17 DEC 1982,HUN,2,,Jerez de la Frontera (ESP),24 JUN 2008,1121.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14282184,toplist
77.0,15:23.51,,Pauline Kiragu WANGURU,26 AUG 1980,KEN,1,,Hiroshima (JPN),29 APR 2008,1118.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14289512,toplist
78.0,15:23.78,,Alina PROKOPEVA,16 AUG 1985,RUS,12,,Kazan (RUS),19 JUL 2008,1117.0,women_5000m,2008,https://worldathletics.org/athletes/athlete=14297219,toplist
