discipline,athlete_a,athlete_b,wins,meetings,win_rate
men_100m,Aaron Brown,Abdul Hakim Sani Brown,1,2,0.5
men_100m,Aaron Brown,Ackeem Blake,1,1,1.0
men_100m,Aaron Brown,Afghanistan,0,1,0.0
men_100m,Aaron Brown,Akani Simbine,0,1,0.0
men_100m,Aaron Brown,Andre de Grasse,1,1,1.0
men_100m,Aaron Brown,Arthur Cissé,1,1,1.0
men_100m,Aaron Brown,Australia,0,1,0.0
men_100m,Aaron Brown,Benjamin Azamati,1,1,1.0
men_100m,Aaron Brown,Cejhae Greene,1,1,1.0
men_100m,Aaron Brown,Chituru Ali,1,1,1.0
men_100m,Aaron Brown,Christian Coleman,0,1,0.0
men_100m,Aaron Brown,Clarence Munyai,1,1,1.0
men_100m,Aaron Brown,Craig Gill,1,1,1.0
men_100m,Aaron Brown,César Almirón,0,1,0.0
men_100m,Aaron Brown,Desmond Rogo,1,2,0.5
men_100m,Aaron Brown,Dorian Keletela,0,1,0.0
men_100m,Aaron Brown,Ebrahima Camara,0,1,0.0
men_100m,Aaron Brown,Edward Osei-Nketia,1,1,1.0
men_100m,Aaron Brown,Emanuel Archibald,0,1,0.0
men_100m,Aaron Brown,Emmanuel Matadi,0,1,0.0
men_100m,Aaron Brown,Erik Cardoso,1,1,1.0
men_100m,Aaron Brown,Felipe Bardi,1,1,1.0
men_100m,Aaron Brown,Femi Ogunode,1,1,1.0
men_100m,Aaron Brown,Ferdinand Omanyala,1,1,1.0
men_100m,Aaron Brown,Francesco Sansovini,1,1,1.0
men_100m,Aaron Brown,Fred Kerley,0,1,0.0
men_100m,Aaron Brown,Gift Leotlela,1,1,1.0
men_100m,Aaron Brown,Hassan Saaid,1,1,1.0
men_100m,Aaron Brown,Henrik Larsson,2,2,1.0
men_100m,Aaron Brown,Ignacio Blaluk,1,1,1.0
men_100m,Aaron Brown,Ildar Akhmadiev,1,1,1.0
men_100m,Aaron Brown,Imranur Rahman,0,1,0.0
men_100m,Aaron Brown,Isiah Young,0,1,0.0
men_100m,Aaron Brown,Ismaël Koné,1,1,1.0
men_100m,Aaron Brown,Jake Doran,1,1,1.0
men_100m,Aaron Brown,Jerod Elcock,1,1,1.0
men_100m,Aaron Brown,Jerome Blake,2,2,1.0
men_100m,Aaron Brown,Jimmy Vicaut,1,1,1.0
men_100m,Aaron Brown,Joseph Paul Amoah,1,1,1.0
men_100m,Aaron Brown,Julian Wagner,1,1,1.0
men_100m,Aaron Brown,Karalo Maibuca,1,1,1.0
men_100m,Aaron Brown,Lalu Muhammad Zohri,0,1,0.0
men_100m,Aaron Brown,Lataisi Mwea,1,1,1.0
men_100m,Aaron Brown,Letsile Tebogo,0,1,0.0
men_100m,Aaron Brown,Lionel Tshimanga Muteba,0,1,0.0
men_100m,Aaron Brown,Marcell Jacobs,1,1,1.0
men_100m,Aaron Brown,Marvin Bracy,1,2,0.5
men_100m,Aaron Brown,Melique García,1,1,1.0
men_100m,Aaron Brown,Milo Wahlgren,1,1,1.0
men_100m,Aaron Brown,Mipham Yoezer Gurung,1,1,1.0
men_100m,Aaron Brown,Nathan Crumpton,1,1,1.0
men_100m,Aaron Brown,Nehumi Tuihalamaka,1,1,1.0
men_100m,Aaron Brown,Noureddine Hadid,1,1,1.0
men_100m,Aaron Brown,Oblique Seville,0,1,0.0
men_100m,Aaron Brown,Odain Rose,1,1,1.0
men_100m,Aaron Brown,Omar Aburouss,1,1,1.0
men_100m,Aaron Brown,Raphael Bouju,0,1,0.0
men_100m,Aaron Brown,Raymond Ekevwo,1,1,1.0
men_100m,Aaron Brown,Reece Prescod,1,1,1.0
men_100m,Aaron Brown,Rodrigo do Nascimento,1,1,1.0
men_100m,Aaron Brown,Ryuichiro Sakai,1,1,1.0
men_100m,Aaron Brown,Samson Colebrooke,1,1,1.0
men_100m,Aaron Brown,Scott Fiti,1,1,1.0
men_100m,Aaron Brown,Sean Safo-Antwi,0,1,0.0
men_100m,Aaron Brown,Shainer Rengifo Montoya,1,1,1.0
men_100m,Aaron Brown,Shaun Gill,1,1,1.0
men_100m,Aaron Brown,Simon Plesse,1,1,1.0
men_100m,Aaron Brown,Sri Lanka,0,1,0.0
men_100m,Aaron Brown,Su Bingtian,1,1,1.0
men_100m,Aaron Brown,Tikove Piira,1,1,1.0
men_100m,Aaron Brown,Trayvon Bromell,0,1,0.0
men_100m,Aaron Brown,Udodi Chudi Onwuzurike,1,1,1.0
men_100m,Aaron Brown,Viktor Thor,2,2,1.0
men_100m,Aaron Brown,Yohan Blake,1,1,1.0
men_100m,Aaron Brown,Zharnel Hughes,0,1,0.0
men_100m,Aayush Kunwar,Abdul Hakim Sani Brown,0,1,0.0
men_100m,Aayush Kunwar,Akani Simbine,0,1,0.0
men_100m,Aayush Kunwar,Alisher Sadulayev,0,1,0.0
men_100m,Aayush Kunwar,Arthur Cissé,1,1,1.0
men_100m,Aayush Kunwar,Bence Boros[de],0,1,0.0
men_100m,Aayush Kunwar,Brandon Jones,0,1,0.0
men_100m,Aayush Kunwar,Cejhae Greene,1,1,1.0
men_100m,Aayush Kunwar,Christian Coleman,0,1,0.0
men_100m,Aayush Kunwar,Cravont Charleston,1,1,1.0
men_100m,Aayush Kunwar,Ebrahima Camara,0,1,0.0
men_100m,Aayush Kunwar,Emanuel Archibald,0,1,0.0
men_100m,Aayush Kunwar,Emmanuel Eseme,1,1,1.0
men_100m,Aayush Kunwar,Emmanuel Matadi,0,1,0.0
men_100m,Aayush Kunwar,Erik Cardoso,1,1,1.0
men_100m,Aayush Kunwar,Eugene Amo-Dadzie,0,1,0.0
men_100m,Aayush Kunwar,Favoris Muzrapov,0,1,0.0
men_100m,Aayush Kunwar,Felipe Bardi,1,1,1.0
men_100m,Aayush Kunwar,Ferdinand Omanyala,0,1,0.0
men_100m,Aayush Kunwar,Fred Kerley,0,1,0.0
men_100m,Aayush Kunwar,Hassan Taftian,1,1,1.0
men_100m,Aayush Kunwar,Henrik Larsson,0,1,0.0
men_100m,Aayush Kunwar,Hiroki Yanagita,0,1,0.0
men_100m,Aayush Kunwar,Imranur Rahman,0,1,0.0
men_100m,Aayush Kunwar,Jake Doran,1,1,1.0
men_100m,Aayush Kunwar,Jerome Blake,1,1,1.0
men_100m,Aayush Kunwar,Joseph Green[de],0,1,0.0
men_100m,Aayush Kunwar,Julian Wagner[es],1,1,1.0
men_100m,Aayush Kunwar,Ján Volko,1,1,1.0
men_100m,Aayush Kunwar,Karalo Hepoiteloto Maibuca,1,1,1.0
men_100m,Aayush Kunwar,Kin Wa Chan,0,1,0.0
men_100m,Aayush Kunwar,Kylian Vatrican,1,1,1.0
men_100m,Aayush Kunwar,Letsile Tebogo,0,1,0.0
men_100m,Aayush Kunwar,Manuihei Teaha,1,1,1.0
men_100m,Aayush Kunwar,Marcell Jacobs,0,1,0.0
men_100m,Aayush Kunwar,Markus Fuchs,1,1,1.0
men_100m,Aayush Kunwar,Melino Tafuna,1,1,1.0
men_100m,Aayush Kunwar,Muhd Azeem Fahmi,0,1,0.0
men_100m,Aayush Kunwar,Nathan Crumpton,1,1,1.0
men_100m,Aayush Kunwar,Noah Lyles,0,1,0.0
men_100m,Aayush Kunwar,Oblique Seville,0,1,0.0
men_100m,Aayush Kunwar,Onisio Pereia,0,1,0.0
men_100m,Aayush Kunwar,Paulo André de Oliveira,1,1,1.0
men_100m,Aayush Kunwar,Raphael Bouju,0,1,0.0
men_100m,Aayush Kunwar,Reece Prescod,0,1,0.0
men_100m,Aayush Kunwar,Rikkoi Brathwaite,1,1,1.0
men_100m,Aayush Kunwar,Rohan Browning,0,1,0.0
men_100m,Aayush Kunwar,Rohan Watson,0,1,0.0
men_100m,Aayush Kunwar,Ronal Longa,1,1,1.0
men_100m,Aayush Kunwar,Ryiem Forde,0,1,0.0
men_100m,Aayush Kunwar,Ryuichiro Sakai,1,1,1.0
men_100m,Aayush Kunwar,Scott James Fiti,1,1,1.0
men_100m,Aayush Kunwar,Seco Camara,0,1,0.0
men_100m,Aayush Kunwar,Seye Ogunlewe,0,1,0.0
men_100m,Aayush Kunwar,Tauro Tiaon,1,1,1.0
men_100m,Aayush Kunwar,Terrence Jones,1,1,1.0
men_100m,Aayush Kunwar,Tiaan Whelpton,1,1,1.0
men_100m,Aayush Kunwar,Timur Isakov,1,1,1.0
men_100m,Aayush Kunwar,Ty'ree Langidrik,1,1,1.0
men_100m,Aayush Kunwar,Usheoritse Itsekiri,0,1,0.0
men_100m,Aayush Kunwar,Winzar Kakiouea,1,1,1.0
men_100m,Aayush Kunwar,Zharnel Hughes,0,1,0.0
men_100m,Abdelmadjid Mahamat Mahadjir,Abdraman Mahamat Kogne,1,1,1.0
men_100m,Abdelmadjid Mahamat Mahadjir,Abdullahi Saleck,1,1,1.0
men_100m,Abdelmadjid Mahamat Mahadjir,Amir Muhammad,1,1,1.0
men_100m,Abdelmadjid Mahamat Mahadjir,Femi Ogunode,0,1,0.0
men_100m,Abdelmadjid Mahamat Mahadjir,Hussein Ali al-Khafaji[de],0,1,0.0
men_100m,Abdelmadjid Mahamat Mahadjir,Khalid Wadi Adoum,1,1,1.0
men_100m,Abdelmadjid Mahamat Mahadjir,Nayef Mubarak Al-Rashidi,1,1,1.0
men_100m,Abdelmadjid Mahamat Mahadjir,Oumar Doudai Abakar,1,1,1.0
men_100m,Abdelmadjid Mahamat Mahadjir,Saeed al Sahoti,0,1,0.0
men_100m,Abdelmadjid Mahamat Mahadjir,Tosin Ogunode,0,1,0.0
men_100m,Abdelmadjid Mahamat Mahadjir,Youssef Hamed,1,1,1.0
men_100m,Abdraman Mahamat Kogne,Abdelmadjid Mahamat Mahadjir,0,1,0.0
men_100m,Abdraman Mahamat Kogne,Abdullahi Saleck,0,1,0.0
men_100m,Abdraman Mahamat Kogne,Amir Muhammad,1,1,1.0
men_100m,Abdraman Mahamat Kogne,Femi Ogunode,0,1,0.0
men_100m,Abdraman Mahamat Kogne,Hussein Ali al-Khafaji[de],0,1,0.0
men_100m,Abdraman Mahamat Kogne,Khalid Wadi Adoum,0,1,0.0
men_100m,Abdraman Mahamat Kogne,Nayef Mubarak Al-Rashidi,1,1,1.0
men_100m,Abdraman Mahamat Kogne,Oumar Doudai Abakar,1,1,1.0
men_100m,Abdraman Mahamat Kogne,Saeed al Sahoti,0,1,0.0
men_100m,Abdraman Mahamat Kogne,Tosin Ogunode,0,1,0.0
men_100m,Abdraman Mahamat Kogne,Youssef Hamed,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Aaron Brown,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Aayush Kunwar,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Abdul-Rasheed Saminu,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Ackeem Blake,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Afghanistan,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Ahmed Essabai[de],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Akani Simbine,1,4,0.25
men_100m,Abdul Hakim Sani Brown,Akihiro Higashida,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Ali Anwar Al-Balushi,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Alisher Sadulayev,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Andre De Grasse,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Andre de Grasse,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Antoine Snyders,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Arthur Cisse,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Arthur Cissé,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Arturo Deliser,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Australia,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Bence Boros[de],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Benjamin Azamati,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Benjamin Richardson,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Beppe Grillo[de],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Brandon Hicklin,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Brandon Jones,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Brendon Rodney,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Cejhae Greene,3,3,1.0
men_100m,Abdul Hakim Sani Brown,Chituru Ali,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Christian Coleman,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Christian Mensah,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Christopher Borzor,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Clarence Munyai,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Craig Gill,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Cravont Charleston,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Darko Pešić,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Davonte Howell,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Democratic Republic of the Congo,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Desmond Rogo,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Devin Augustine,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Didier Kiki,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Diu Chun Hei,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Dominik Kopeć,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Dorian Keletela,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Duan Asemota,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Ebrahima Camara,0,2,0.0
men_100m,Abdul Hakim Sani Brown,Edward Osei-Nketia,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Einar Rye,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Elijah Hall,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Emanuel Archibald,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Emmanuel Eseme,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Emmanuel Matadi,3,3,1.0
men_100m,Abdul Hakim Sani Brown,Erik Cardoso,3,3,1.0
men_100m,Abdul Hakim Sani Brown,Eugene Amo-Dadzie,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Favoris Muzrapov,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Favoris Muzrapov[it],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Favour Ashe,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Felipe Bardi,3,3,1.0
men_100m,Abdul Hakim Sani Brown,Femi Ogunode,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Ferdinand Omanyala,2,3,0.6666666666666666
men_100m,Abdul Hakim Sani Brown,Fodé Sissoko,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Francesco Sansovini,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Fred Kerley,1,3,0.3333333333333333
men_100m,Abdul Hakim Sani Brown,Gift Leotlela,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Hachim Maaroufou,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Hassan Saaid,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Hassan Taftian,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Henrik Larsson,4,4,1.0
men_100m,Abdul Hakim Sani Brown,Hervé Toumandji,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Hiroki Yanagita,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Hussein Ali Al Khafaji,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Ibadulla Adam,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Ibrahim Camara,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Ignacio Blaluk,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Ildar Akhmadiev,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Imranur Rahman,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Isak Hughes,0,2,0.0
men_100m,Abdul Hakim Sani Brown,Ismaël Koné,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Jake Doran,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Jalen Lisse[nl],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Jerod Elcock,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Jerome Blake,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Jhonny Rentería,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Jimmy Vicaut,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Johannes Steinsland Gulbrandse Lunde,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Joseph Green,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Joseph Green[de],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Joseph Paul Amoah,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Joshua Azzopardi,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Joshua Hartmann,2,2,1.0
men_100m,Abdul Hakim Sani Brown,José González,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Julian Wagner,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Julian Wagner[es],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Ján Volko,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Jørgen Evensen Lund,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Karalo Hepoiteloto Maibuca,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Karalo Maibuca,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Kayhan Özer,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Kayinsola Ajayi,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Kenaz Kaniwete,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Kenny Bednarek,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Kin Wa Chan,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Kishane Thompson,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Kylian Vatrican,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Kyree King,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Lalu Muhammad Zohri,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Lataisi Mwea,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Letsile Tebogo,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Lionel Tshimanga Muteba,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Louie Hinchliffe,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Maleselo Fukofuka,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Manuel Ataide,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Manuihei Teaha,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Marc Brian Louis,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Marcell Jacobs,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Markus Fuchs,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Marvin Bracy,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Melino Tafuna,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Melique Garcia,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Melique García,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Micheal Campbell,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Milo Wahlgren,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Mipham Yoezer Gurung,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Mouhamadou Fall,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Muhd Noor Firdaus Ar-Rasyid,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Naquille Harris,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Nathan Crumpton,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Nehumi Tuihalamaka,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Noa Bibi,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Noureddine Hadid,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Nujoom Hassan,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Oblique Seville,0,2,0.0
men_100m,Abdul Hakim Sani Brown,Ojie Edoburun,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Oliwer Wdowik,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Omar Aburouss,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Onisio Pereia,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Owen Ansah,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Paulo André de Oliveira,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Puripol Boonson,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Raphael Bouju,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Raymond Ekevwo,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Reece Prescod,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Remigio Santander,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Reynaldo Espinosa,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Rija Gardiner[de],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Rikkoi Brathwaite,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Rodrigo do Nascimento,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Rohan Browning,3,3,1.0
men_100m,Abdul Hakim Sani Brown,Rohan Watson,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Ronal Longa,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Ryiem Forde,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Ryuichiro Sakai,3,3,1.0
men_100m,Abdul Hakim Sani Brown,Samer Al-Yafaee[de],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Samson Colebrooke,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Samuele Ceccarelli,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Sander Steen Myrvang,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Sander Werge Nilsen,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Scott Fiti,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Scott James Fiti,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Seco Camara,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Seye Ogunlewe,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Sha Mahmood Noor Zahi,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Shainer Rengifo Montoya,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Shaun Gill,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Shaun Maswanganyi,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Simon Hansen,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Simon Plesse,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Simon Verherstraeten,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Sondre Faugstad Amundsen,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Sondre Matias Rudi[no],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Sri Lanka,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Su Bingtian,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Taha Hussein Yaseen,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Tauro Tiaon,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Terrence Jones,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Terrone Webster,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Thomas Jones,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Tiaan Whelpton,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Tikove Piira,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Timur Isakov,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Trayvon Bromell,0,1,0.0
men_100m,Abdul Hakim Sani Brown,Ty'ree Langidrik,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Udodi Chudi Onwuzurike,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Usheoritse Itsekiri,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Valentin Jensen[de],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Vegard Dragsund Sverd,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Viktor Thor,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Waisake Tewa,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Wanya McCoy,1,1,1.0
men_100m,Abdul Hakim Sani Brown,William Reed,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Winzar Kakiouea,2,2,1.0
men_100m,Abdul Hakim Sani Brown,Wissy Hoye[de],1,1,1.0
men_100m,Abdul Hakim Sani Brown,Xie Zhenye,1,1,1.0
men_100m,Abdul Hakim Sani Brown,Yohan Blake,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Yupun Abeykoon,1,2,0.5
men_100m,Abdul Hakim Sani Brown,Zharnel Hughes,1,2,0.5
men_100m,Abdul-Rasheed Saminu,Abdul Hakim Sani Brown,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Ackeem Blake,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Ahmed Essabai[de],1,1,1.0
men_100m,Abdul-Rasheed Saminu,Akani Simbine,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Akihiro Higashida,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Ali Anwar Al-Balushi,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Arthur Cisse,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Arturo Deliser,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Benjamin Azamati,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Beppe Grillo[de],1,1,1.0
men_100m,Abdul-Rasheed Saminu,Cejhae Greene,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Chituru Ali,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Christopher Borzor,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Darko Pešić,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Davonte Howell,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Democratic Republic of the Congo,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Devin Augustine,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Diu Chun Hei,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Dorian Keletela,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Duan Asemota,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Dylan Sicobo,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Ebrahima Camara,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Emanuel Archibald,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Emmanuel Eseme,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Emmanuel Matadi,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Erik Cardoso,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Favour Ashe,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Felipe Bardi,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Ferdinand Omanyala,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Franko Burraj,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Fred Kerley,0,1,0.0
men_100m,Abdul-Rasheed Saminu,Hassan Taftian,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Henrik Larsson,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Hervé Toumandji,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Ibadulla Adam,1,1,1.0
men_100m,Abdul-Rasheed Saminu,Imranur Rahman,1,1,1.0
