Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
263,16:34.69,,Yujia FANG,14 JUN 2006,CHN,19,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,987,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/yujia-fang-15044259
264,16:34.85,,Miku MATSUOKA,31 JUL 2007,JPN,11f2,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,986,women_5000m,2026,https://worldathletics.org/athletes/japan/miku-matsuoka-14963599
264,16:34.85,,Kurara TACHIBANA,22 MAR 2007,JPN,6f3,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,986,women_5000m,2026,https://worldathletics.org/athletes/japan/kurara-tachibana-14946126
266,16:35.20,,Misaki KATO,01 DEC 2002,JPN,7f3,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,986,women_5000m,2026,https://worldathletics.org/athletes/athlete=14895640
267,16:35.45,,Yua SATO,03 APR 2006,JPN,7,,"Yanmar Stadium Nagai, Osaka (JPN)",16 MAY 2026,985,women_5000m,2026,https://worldathletics.org/athletes/japan/yua-sato-14969030
268,16:36.14,,Hye-mi KIM,05 SEP 1994,KOR,3,,"Haenam Useul Stadium, Haenam (KOR)",28 MAY 2026,984,women_5000m,2026,https://worldathletics.org/athletes/athlete=14545690
269,16:36.15,,Maki MATSUOKA,23 OCT 2004,JPN,17,,"Kanseki Stadium, Utsunomiya (JPN)",24 MAY 2026,984,women_5000m,2026,https://worldathletics.org/athletes/japan/maki-matsuoka-14955891
270,16:36.50,,Xinrui LI,22 FEB 2005,CHN,10,,"Guoxin Sports Center, Qingdao (CHN)",15 MAY 2026,983,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/xinrui-li-15155708
271,16:36.73,,Tihiro TUSHIMA,02 APR 2004,JPN,27f1,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,983,women_5000m,2026,https://worldathletics.org/athletes/japan/tihiro-tushima-14949533
272,16:36.93,,Wenqing LIU,14 JUN 2005,CHN,5,,"Hebei Olympic Sports Center, Qinhuangdao (CHN)",28 APR 2026,983,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/wenqing-liu-15137324
273,16:36.94,,Yanfeng HUANG,10 DEC 2005,CHN,5,,"Taian sports center stadium, Taian (CHN)",28 APR 2026,983,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/yanfeng-huang-15080428
274,16:37.04,,Yaowen XING,11 OCT 2008,CHN,6,,"Taian sports center stadium, Taian (CHN)",28 APR 2026,982,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/yaowen-xing-15247982
275,16:37.36,,Haruka TAMURA,01 MAY 2006,JPN,11f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,982,women_5000m,2026,https://worldathletics.org/athletes/japan/haruka-tamura-15058387
276,16:37.56,,Yukina UEDA,07 FEB 1998,JPN,13f2,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,982,women_5000m,2026,https://worldathletics.org/athletes/athlete=14642865
277,16:37.78,,Rina HIRAYAMA,15 JAN 1999,JPN,18f2,,"Municipal Stadium, Kitami (JPN)",11 JUL 2026,981,women_5000m,2026,https://worldathletics.org/athletes/athlete=14886238
278,16:37.94,,Ayano IKEUCHI,29 OCT 1994,JPN,16f3,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,981,women_5000m,2026,https://worldathletics.org/athletes/athlete=14441906
279,16:37.97,,Hazuki DOI,17 DEC 2002,JPN,12f1,,"ND Soft Stadium, Tendo (JPN)",17 MAY 2026,981,women_5000m,2026,https://worldathletics.org/athletes/athlete=14883985
280,16:38.03,,Meiru KANG,28 NOV 2000,CHN,6,,"Hebei Olympic Sports Center, Qinhuangdao (CHN)",28 APR 2026,981,women_5000m,2026,https://worldathletics.org/athletes/athlete=14811647
281,16:38.06,,Minami HONDA,13 JUN 2005,JPN,4f1,,"Nagai Stadium No. 2, Osaka (JPN)",21 MAR 2026,981,women_5000m,2026,https://worldathletics.org/athletes/japan/minami-honda-14999636
282,16:38.22,,Haon SHIBAZAKI,19 JUL 2006,JPN,f1,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,980,women_5000m,2026,https://worldathletics.org/athletes/japan/haon-shibazaki-14975617
283,16:38.25,,Chaohui YANG,05 NOV 2006,CHN,7,,"Hebei Olympic Sports Center, Qinhuangdao (CHN)",28 APR 2026,980,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/chaohui-yang-15160152
284,16:38.33,,Karin YASUMOTO,06 OCT 1996,JPN,24,,"Athletics Stadium, Fukagawa (JPN)",15 JUL 2026,980,women_5000m,2026,https://worldathletics.org/athletes/athlete=14659419
285,16:38.34,,Saya MIYAKAWA,23 NOV 2004,JPN,13f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,980,women_5000m,2026,https://worldathletics.org/athletes/athlete=14904081
286,16:38.63,,Bing WU,20 JUL 2001,CHN,1,,"Shanxi Athletics Administrative Center, Xi'an (CHN)",19 JUN 2026,980,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/bing-wu-14811652
287,16:39.16,,Haruko HOSAKA,23 APR 2001,JPN,15f2,,"Athletics Stadium, Shibetsu (JPN)",18 JUL 2026,979,women_5000m,2026,https://worldathletics.org/athletes/athlete=14855577
288,16:40.28,,Suzuna HIYOSHI,02 NOV 2000,JPN,23,,"Universiade Commemorative Stadium, Kobe (JPN)",18 APR 2026,977,women_5000m,2026,https://worldathletics.org/athletes/athlete=14855582
289,16:40.37,,Kanon MIZUNO,16 JUL 2007,JPN,3,,"Kashihara Park Athletic Field, Kashihara (JPN)",18 APR 2026,977,women_5000m,2026,https://worldathletics.org/athletes/japan/kanon-mizuno-15120454
290,16:40.70,,Mingai CHEN,21 JAN 2006,CHN,3,,"Taizhou Yuhuan Olympic Sports Center Stadium, Taizhou (CHN)",25 MAY 2026,976,women_5000m,2026,https://worldathletics.org/athletes/pr-of-china/mingai-chen-15096586
291,16:40.78,,Rio HOSHINO,15 DEC 2006,JPN,4,,"Kashihara Park Athletic Field, Kashihara (JPN)",18 APR 2026,976,women_5000m,2026,https://worldathletics.org/athletes/japan/rio-hoshino-15291648
292,16:40.80,,Shuri OGASAWARA,03 OCT 2000,JPN,19f1,,"Takebishi Stadium, Kyoto (JPN)",11 SEP 2026,976,women_5000m,2026,https://worldathletics.org/athletes/athlete=14728058
293,16:40.88,,Hye-won O,05 FEB 2003,KOR,4,,"Banqiao Stadium, New Taipei City (TPE)",07 JUN 2026,976,women_5000m,2026,https://worldathletics.org/athletes/korea/hye-won-o-14980520
294,16:41.27,,Arisa OTSUKA,17 NOV 2007,JPN,14f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,975,women_5000m,2026,https://worldathletics.org/athletes/japan/arisa-otsuka-15272805
295,16:41.82,,Fuka FUKUNAGA,13 JUN 2002,JPN,24f2,,"Aoba Park Athletic Field, Chitose (JPN)",04 JUL 2026,974,women_5000m,2026,https://worldathletics.org/athletes/athlete=14860662
296,16:42.22,,Yui KAWABE,10 OCT 1998,JPN,20f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2026,973,women_5000m,2026,https://worldathletics.org/athletes/athlete=14731851
297,16:42.57,,Yuki SHIBATA,19 JAN 1999,JPN,13f2,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,973,women_5000m,2026,https://worldathletics.org/athletes/athlete=14695254
298,16:42.88,,. MUSKAN,10 JUN 2008,IND,1,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",24 APR 2026,972,women_5000m,2026,https://worldathletics.org/athletes/india/muskan-15117183
299,16:42.96,,Aya ISHIMASA,02 NOV 2004,JPN,13f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,972,women_5000m,2026,https://worldathletics.org/athletes/japan/aya-ishimasa-14996471
300,16:43.39,,Akari GODA,12 DEC 2007,JPN,14f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,971,women_5000m,2026,https://worldathletics.org/athletes/japan/akari-goda-15050698
