Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
76,12.75,+0.6,M.Dilki NEHARA,14 APR 2008,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",16 JUN 2026,990,women_TJ,2026,https://worldathletics.org/athletes/sri-lanka/mdilki-nehara-15140509
78,12.74,+1.3,K.N. BHOOMIKA,06 NOV 2005,IND,2,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",04 APR 2026,989,women_TJ,2026,https://worldathletics.org/athletes/india/kn-bhoomika-15045504
79,12.73,+1.7,Mikuru SUGANO,28 FEB 2005,JPN,3,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,988,women_TJ,2026,https://worldathletics.org/athletes/japan/mikuru-sugano-14962672
79,12.73,0.0,Lijun ZOU,07 SEP 2010,CHN,2,,"Olympic Sports Center, Huangshi (CHN)",04 JUL 2026,988,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/lijun-zou-15246321
81,12.71,-0.1,Janice Teresa REGI,21 FEB 2006,IND,3,,"LNCPE, Trivandrum (IND)",14 JUN 2026,986,women_TJ,2026,https://worldathletics.org/athletes/india/janice-teresa-regi-15053092
82,12.70,,Dilyara KHAIBULLINA,20 MAY 2005,KAZ,1,,"Athletic Center Olga Rypakova, Ust-Kamenogorsk (KAZ) (i)",28 FEB 2026,985,women_TJ,2026,https://worldathletics.org/athletes/athlete=14934448
82,12.70,0.0,Mariya SHIPACHEVA,22 FEB 2007,KAZ,3,,"Kai Tak Youth Sports Ground, Hong Kong (HKG)",29 MAY 2026,985,women_TJ,2026,https://worldathletics.org/athletes/kazakhstan/mariya-shipacheva-15063480
82,12.70,+0.7,Sayaka KURATA,13 JUN 2001,JPN,6,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2026,985,women_TJ,2026,https://worldathletics.org/athletes/athlete=14855804
85,12.69,+1.5,Oshini KAVINDYA,24 MAR 2007,SRI,3,,"Diyagama Stadium, Diyagama (SRI)",01 MAR 2026,984,women_TJ,2026,https://worldathletics.org/athletes/sri-lanka/oshini-kavindya-15088779
86,12.68,+1.7,Saki YASUI,13 OCT 2005,JPN,4,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,983,women_TJ,2026,https://worldathletics.org/athletes/japan/saki-yasui-14997296
86,12.68,+1.5,Yumeno YOSHIOKA,09 FEB 2010,JPN,2,,"Athletic Stadium, Hikone (JPN)",04 AUG 2026,983,women_TJ,2026,https://worldathletics.org/athletes/japan/yumeno-yoshioka-15257302
88,12.67,+0.1,Xinlan TANG,06 MAR 2010,CHN,2,,"Yangzhou Sports Center, Yangzhou (CHN)",31 JUL 2026,982,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/xinlan-tang-15246323
89,12.65,+0.7,Rishika AWASTHI,23 NOV 2005,IND,3,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",04 APR 2026,980,women_TJ,2026,https://worldathletics.org/athletes/india/rishika-awasthi-15036839
89,12.65,+1.6,. NIDHI,16 JUN 2003,IND,2,,"Jawaharlal Nehru Stadium, New Delhi (IND)",11 APR 2026,980,women_TJ,2026,https://worldathletics.org/athletes/india/nidhi-15260481
89,12.65,-0.7,Chika SASAKI,08 JUN 2004,JPN,2,,"Kanseki Stadium, Utsunomiya (JPN)",24 MAY 2026,984,women_TJ,2026,https://worldathletics.org/athletes/japan/chika-sasaki-14950427
89,12.65,-0.4,Meera SHIBU,25 JUL 2002,IND,1,,Meerut (IND),02 SEP 2026,982,women_TJ,2026,https://worldathletics.org/athletes/athlete=14862005
93,12.64,-0.2,Nupur PANDEY,03 NOV 2005,IND,1,,"Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND)",12 APR 2026,980,women_TJ,2026,https://worldathletics.org/athletes/india/nupur-pandey-15046401
93,12.64,+0.1,Zi WANG,19 MAR 2009,CHN,3,,"Olympic Sports Center, Huangshi (CHN)",04 JUL 2026,979,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/zi-wang-15325112
95,12.63,,Valeriya SAFONOVA,16 APR 2006,KAZ,3,,"Athletic Center Olga Rypakova, Ust-Kamenogorsk (KAZ) (i)",14 FEB 2026,978,women_TJ,2026,https://worldathletics.org/athletes/athlete=14884256
95,12.63,+0.7,. HEMA,19 JAN 2003,IND,3,,"Jawaharlal Nehru Stadium, New Delhi (IND)",11 APR 2026,978,women_TJ,2026,https://worldathletics.org/athletes/india/hema-14969735
95,12.63,+0.2,Miyu ONISHI,29 JUL 2009,JPN,1,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,978,women_TJ,2026,https://worldathletics.org/athletes/japan/miyu-onishi-15130078
95,12.63,+0.7,Sayaka NAKAMURA,27 APR 1999,JPN,4,,"Municipal Stadium, Hiroshima (JPN)",29 APR 2026,978,women_TJ,2026,https://worldathletics.org/athletes/athlete=14803143
95,12.63,+0.1,C. VARSHITHA,11 JAN 2006,IND,7,,"Birsa Munda Foot Ball Stadium, Morabadi, Ranchi (IND)",23 MAY 2026,978,women_TJ,2026,https://worldathletics.org/athletes/india/c-varshitha-15262233
100,12.62,+0.5,Chea-young LIM,03 APR 2004,KOR,1,,"Seocheon Sports Complex, Seocheon (KOR)",30 JUN 2026,977,women_TJ,2026,https://worldathletics.org/athletes/athlete=14901554
101,12.61,+1.1,M Maleesha MANOHARI,11 MAR 2006,SRI,6,,"Diyagama Stadium, Diyagama (SRI)",01 MAR 2026,976,women_TJ,2026,https://worldathletics.org/athletes/sri-lanka/m-maleesha-manohari-15100571
101,12.61,+0.5,Wenting TANG,05 FEB 2009,CHN,1q1,,"Olympic Sports Center, Huangshi (CHN)",02 JUL 2026,976,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/wenting-tang-15172596
103,12.60,+0.8,Saki KATO,23 MAR 2000,JPN,1,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,975,women_TJ,2026,https://worldathletics.org/athletes/athlete=14858854
104,12.59,+1.5,Khushabu VERMA,01 JUL 2000,IND,5,,"Jawaharlal Nehru Stadium, New Delhi (IND)",11 APR 2026,974,women_TJ,2026,https://worldathletics.org/athletes/athlete=14921070
105,12.58,+1.6,Joy JENIMOL,29 DEC 1995,IND,4,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",04 APR 2026,973,women_TJ,2026,https://worldathletics.org/athletes/athlete=14429280
105,12.58,0.0,Hanon KODERA,18 JAN 2002,JPN,7,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2026,973,women_TJ,2026,https://worldathletics.org/athletes/athlete=14861040
107,12.57,+0.4,Roksana KHUDOYAROVA,30 JAN 2001,UZB,11,,"Changshou Sports Center, Chongqing (CHN)",19 MAY 2026,972,women_TJ,2026,https://worldathletics.org/athletes/athlete=14791399
107,12.57,+0.8,Enkhbat OYUNDARI,14 JUL 1999,MGL,2,,"Banqiao Stadium, New Taipei City (TPE)",07 JUN 2026,972,women_TJ,2026,https://worldathletics.org/athletes/athlete=14916030
107,12.57,+1.6,Chenxi ZHANG,24 JUN 2010,CHN,5f,,"Shanxi Athletics Administrative Center, Xi'an (CHN)",19 JUN 2026,972,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/chenxi-zhang-15300286
107,12.57,-0.2,Nana SADA,05 DEC 2005,JPN,1,,"Okura Sports Park Athletics Field, Tokyo (JPN)",08 AUG 2026,973,women_TJ,2026,https://worldathletics.org/athletes/japan/nana-sada-15000876
111,12.56,+1.6,Momona HIROSE,08 JAN 2001,JPN,7,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,971,women_TJ,2026,https://worldathletics.org/athletes/japan/momona-hirose-14956604
111,12.56,-0.4,Miu TSUCHIYA,14 MAY 2006,JPN,4,,"Kanseki Stadium, Utsunomiya (JPN)",24 MAY 2026,973,women_TJ,2026,https://worldathletics.org/athletes/japan/miu-tsuchiya-15005730
111,12.56,-0.3,Yuhan HONG,17 APR 2011,CHN,2,,"Olympic Sports Center, Huangshi (CHN)",05 JUL 2026,972,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/yuhan-hong-15339614
114,12.55,-0.4,Chau Ngoc  Quynh ANH,20 FEB 2007,VIE,4,,"Kai Tak Youth Sports Ground, Hong Kong (HKG)",29 MAY 2026,972,women_TJ,2026,https://worldathletics.org/athletes/vietnam/chau-ngoc-quynh-anh-15269173
114,12.55,+1.2,Arshdeep KAUR,02 NOV 1999,IND,8,,"Kalinga Stadium, Bhubaneshwar (IND)",24 JUN 2026,970,women_TJ,2026,https://worldathletics.org/athletes/athlete=14841066
116,12.54,+1.9,W.D.K. PERERA,25 JUN 2008,SRI,2,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",16 JUN 2026,969,women_TJ,2026,https://worldathletics.org/athletes/sri-lanka/wdk-perera-15157484
116,12.54,0.0,Jintian YE,06 FEB 2012,CHN,3,,"Olympic Sports Center, Huangshi (CHN)",05 JUL 2026,969,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/jintian-ye-15339615
116,12.54,+1.1,Dilini RAJAPAKSHA,13 MAR 2010,SRI,4,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",04 SEP 2026,969,women_TJ,2026,https://worldathletics.org/athletes/sri-lanka/dilini-rajapaksha-15148613
119,12.52,+1.4,Siyue WANG,01 OCT 2006,CHN,6f,,"Shanxi Athletics Administrative Center, Xi'an (CHN)",19 JUN 2026,967,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/siyue-wang-15300289
120,12.50,+1.9,Tzu-Yu HSU,17 SEP 2004,TPE,2,,"Banqiao Stadium, New Taipei City (TPE)",28 MAR 2026,965,women_TJ,2026,https://worldathletics.org/athletes/chinese-taipei/tzu-yu-hsu-15007046
120,12.50,+1.4,Akari YOSHIMORI,27 OCT 2005,JPN,,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2026,965,women_TJ,2026,https://worldathletics.org/athletes/japan/akari-yoshimori-14980268
120,12.50,-0.4,Honoka WAKAMATSU,07 NOV 2004,JPN,1,,"Prefectural Stadium, Okayama (JPN)",27 JUN 2026,967,women_TJ,2026,https://worldathletics.org/athletes/japan/honoka-wakamatsu-14997146
120,12.50,0.0,Elizaveta YAKIMENKO,02 APR 2006,KAZ,3,,"Kazhymukan Munaitpasov Stadium, Shimkent (KAZ)",01 JUL 2026,965,women_TJ,2026,https://worldathletics.org/athletes/athlete=14934417
120,12.50,+0.1,Jiayi CHEN,10 MAY 2010,CHN,6,,"Olympic Sports Center, Huangshi (CHN)",04 JUL 2026,965,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/jiayi-chen-15246325
120,12.50,+0.3,Kexin QIAN,30 JAN 2007,CHN,3,,"Yangzhou Sports Center, Yangzhou (CHN)",31 JUL 2026,965,women_TJ,2026,https://worldathletics.org/athletes/pr-of-china/kexin-qian-15344358
126,12.49,0.0,Saki KEMMOCHI,16 AUG 1994,JPN,1,,"Chukyo University Athletics Field, Toyota (JPN)",23 MAY 2026,964,women_TJ,2026,https://worldathletics.org/athletes/athlete=14589368
