Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
125,24.27,+1.6,Ichiha FUSE,31 MAY 2008,JPN,5f3,,"Prefectural Stadium, Hiroshima (JPN)",28 JUL 2025,1010,women_200m,2025,https://worldathletics.org/athletes/japan/ichiha-fuse-15052936
128,24.28,-0.4,Yuehua DONG,07 SEP 2002,CHN,7,,"Guoxin Sports Center, Qingdao (CHN)",20 JUN 2025,1011,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/yuehua-dong-14950771
128,24.28,+0.3,Kristina KONDRASHOVA,28 OCT 1999,KAZ,1h2,,"Olympic Training Base, Almaty (KAZ)",11 JUL 2025,1009,women_200m,2025,https://worldathletics.org/athletes/athlete=14877161
130,24.29,-0.2,Xinxuan CHEN,02 JAN 2009,CHN,2h4,,"Zhaoqing Sports Center, Zhaoqing (CHN)",12 APR 2025,1009,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/xinxuan-chen-15172698
130,24.29,-0.8,Natume HAYASHI,28 SEP 2009,JPN,2,,"Prefectural Stadium, Ise (JPN)",22 JUN 2025,1012,women_200m,2025,https://worldathletics.org/athletes/japan/natume-hayashi-15181250
130,24.29,+0.6,V. DHESIKHA,20 JUN 2006,IND,2h1,,"Jawaharlal Nehru Stadium, Chennai (IND)",23 AUG 2025,1008,women_200m,2025,https://worldathletics.org/athletes/india/v-dhesikha-15166239
133,24.30,+0.5,Shivkanya MUKATI,01 MAR 2004,IND,1f2,,"Patliputra Sports Complex, Patna (IND)",19 JUL 2025,1007,women_200m,2025,https://worldathletics.org/athletes/india/shivkanya-mukati-15036755
134,24.31,+0.5,Sudheeksha VADLURI,28 APR 2005,IND,3,,"Maharaja's College Grounds, Kochi (IND)",24 APR 2025,1006,women_200m,2025,https://worldathletics.org/athletes/india/sudheeksha-vadluri-14971143
134,24.31,+0.1,Kokoa YAMAZAKI,04 JAN 2008,JPN,1h9,,"Prefectural Stadium, Hiroshima (JPN)",28 JUL 2025,1006,women_200m,2025,https://worldathletics.org/athletes/japan/kokoa-yamazaki-14996032
136,24.32,-0.6,Arisa KIMISHIMA,23 DEC 1995,JPN,2h2,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,1008,women_200m,2025,https://worldathletics.org/athletes/athlete=14444468
136,24.32,+0.6,Miku AKAHOSHI,16 JUL 2008,JPN,1,,"Prefectural Yamanokuchi Athletics Stadium, Miyakonojo (JPN)",13 JUL 2025,1005,women_200m,2025,https://worldathletics.org/athletes/japan/miku-akahoshi-15044583
136,24.32,+0.4,Seoyoon KIM,12 MAR 2003,KOR,3,,"Busan Asiad Stadium, Busan (KOR)",20 OCT 2025,1005,women_200m,2025,https://worldathletics.org/athletes/athlete=14910441
139,24.34,+1.1,Sumire SUGIYAMA,05 MAY 1997,JPN,1f2,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",03 AUG 2025,1003,women_200m,2025,https://worldathletics.org/athletes/athlete=14719644
140,24.35,0.0,K.I.V.ID.I Pahasara MAJUWANAGAMAGE,05 OCT 2004,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",19 FEB 2025,1002,women_200m,2025,https://worldathletics.org/athletes/sri-lanka/kividi-pahasara-majuwanagamage-15080366
140,24.35,-0.1,Suba DHARSINI,10 NOV 2005,IND,2,,"Kalinga Stadium, Bhubaneshwar (IND)",13 OCT 2025,1002,women_200m,2025,https://worldathletics.org/athletes/india/suba-dharsini-15224698
142,24.36,0.0,Nichika SANO,05 OCT 2007,JPN,2,,"Ryuhoku Stadium, Okazaki (JPN)",25 MAY 2025,1001,women_200m,2025,https://worldathletics.org/athletes/japan/nichika-sano-15027453
142,24.36,+0.4,Ziyi LIU,25 MAY 2004,CHN,1,,"Liaoning Athletics Management Center, Dalian (CHN)",20 JUL 2025,1001,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/ziyi-liu-15075638
142,24.36,-0.6,Ming CHEN,22 MAR 2009,CHN,4h3,,"Sports Center, Quzhou (CHN)",02 AUG 2025,1004,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/ming-chen-15172693
142,24.36,+0.1,Yanxinyi YAN,22 NOV 2009,CHN,1h1,,"Olympic Center, Shenyang (CHN)",13 AUG 2025,1001,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/yanxinyi-yan-15248181
142,24.36,+0.7,Yumi HOSOYA,23 OCT 1995,JPN,1f1,,"International Stadium, Yokohama (JPN)",20 AUG 2025,1001,women_200m,2025,https://worldathletics.org/athletes/athlete=14707935
147,24.37,,He LI,21 FEB 2001,CHN,1f11,,"Shandong Sports Training Center, Jinan (CHN) (i)",19 FEB 2025,1049,women_200m,2025,https://worldathletics.org/athletes/athlete=14844211
147,24.37,-0.6,Sneha KOLLERI,19 MAY 1999,IND,2f3,,"Jawaharlal Nehru Stadium, Chennai (IND)",15 APR 2025,1004,women_200m,2025,https://worldathletics.org/athletes/athlete=14717115
147,24.37,+0.2,Yurina HIRANO,02 MAR 2009,JPN,1,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",25 MAY 2025,1001,women_200m,2025,https://worldathletics.org/athletes/japan/yurina-hirano-15183657
147,24.37,0.0,Rii YASHIRO,08 SEP 2009,JPN,3,,"Ryuhoku Stadium, Okazaki (JPN)",25 MAY 2025,1001,women_200m,2025,https://worldathletics.org/athletes/japan/rii-yashiro-15148379
147,24.37,-0.2,Olga SAFRONOVA,05 NOV 1991,KAZ,5h2,,"Gumi Civic Stadium, Gumi (KOR)",30 MAY 2025,1002,women_200m,2025,https://worldathletics.org/athletes/athlete=14288586
147,24.37,0.0,Jingjing LAN,26 AUG 2005,CHN,4h5,,"Sports Center, Quzhou (CHN)",02 AUG 2025,1001,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/jingjing-lan-15154626
147,24.37,+0.4,Fumengyang FUMENGYANG,13 AUG 2008,CHN,1h6,,"Olympic Center, Shenyang (CHN)",13 AUG 2025,1001,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/fumengyang-fumengyang-15224170
154,24.38,+1.6,Kokono MIKI,28 JUN 2007,JPN,4,,"Showa Denko Stadium, Oita (JPN)",24 AUG 2025,1000,women_200m,2025,https://worldathletics.org/athletes/japan/kokono-miki-15027832
154,24.38,+0.4,Diva APRILIAN,16 APR 2003,INA,4h1,,"Supachalasai National Stadium, Bangkok (THA)",13 DEC 2025,1000,women_200m,2025,https://worldathletics.org/athletes/athlete=14886792
154,24.38,+0.4,Nur Afrina Batrisyia MOHAMAD RIZAL,20 SEP 2004,MAS,4h2,,"Supachalasai National Stadium, Bangkok (THA)",13 DEC 2025,1000,women_200m,2025,https://worldathletics.org/athletes/malaysia/nur-afrina-batrisyia-mohamad-rizal-15047306
157,24.39,+1.2,Nanako KIDA,09 SEP 1998,JPN,1f1,,"Athletic Park Stadium, Sano (JPN)",04 MAY 2025,999,women_200m,2025,https://worldathletics.org/athletes/athlete=14902687
157,24.39,-0.8,Ria HIKOSAKA,04 JUL 2007,JPN,4,,"Prefectural Stadium, Ise (JPN)",22 JUN 2025,1003,women_200m,2025,https://worldathletics.org/athletes/japan/ria-hikosaka-15053269
157,24.39,-0.1,Mengqi SHI,12 NOV 2008,CHN,2,,"Olympic Sports Center, Huangshi (CHN)",30 JUN 2025,999,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/mengqi-shi-15054852
157,24.39,+0.5,Misaki MIZOGUCHI,13 JAN 2003,JPN,5,,"Prefectural Stadium, Fukui (JPN)",16 AUG 2025,999,women_200m,2025,https://worldathletics.org/athletes/japan/misaki-mizoguchi-14965105
157,24.39,-0.4,Lianne PAMA,21 JAN 2003,PHI,1,,"New Clark City Stadium, New Clark City (PHI)",07 NOV 2025,1001,women_200m,2025,https://worldathletics.org/athletes/philippines/lianne-pama-15056065
162,24.41,+1.7,Awatif Sabah ABDULRAHMAN,18 AUG 2007,QAT,2h2,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 APR 2025,997,women_200m,2025,https://worldathletics.org/athletes/qatar/awatif-sabah-abdulrahman-15210622
162,24.41,+0.8,Sakiha SUZUKI,31 MAY 2005,JPN,5sf3,,"Lemon Gas Stadium, Hiratsuka (JPN)",27 APR 2025,997,women_200m,2025,https://worldathletics.org/athletes/japan/sakiha-suzuki-14997255
162,24.41,+1.6,Koumi TAKADA,09 JAN 2008,JPN,6f3,,"Prefectural Stadium, Hiroshima (JPN)",28 JUL 2025,997,women_200m,2025,https://worldathletics.org/athletes/japan/koumi-takada-15109542
162,24.41,-0.4,Amasha DE SILVA,12 AUG 1999,SRI,4,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",03 AUG 2025,999,women_200m,2025,https://worldathletics.org/athletes/athlete=14793828
162,24.41,+0.4,Min-jung LEE,05 OCT 1991,KOR,5,,"Busan Asiad Stadium, Busan (KOR)",20 OCT 2025,997,women_200m,2025,https://worldathletics.org/athletes/athlete=14477421
167,24.42,-1.2,Sudeshna SHIVANKAR,09 SEP 2003,IND,3h1,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",10 FEB 2025,1003,women_200m,2025,https://worldathletics.org/athletes/athlete=14873468
167,24.42,+1.3,Ayana KINOSHITA,11 MAR 2008,JPN,1f2,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",12 JUL 2025,996,women_200m,2025,https://worldathletics.org/athletes/japan/ayana-kinoshita-15020490
169,24.43,-0.2,Youqi GUO,26 AUG 2005,CHN,4h1,,"Sports Center, Quzhou (CHN)",02 AUG 2025,996,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/youqi-guo-15138451
169,24.43,+0.5,Zahra ZAREI,10 OCT 1996,IRI,2,,"Aftab Enghelab Sport Complex, Tehran (IRI)",06 SEP 2025,995,women_200m,2025,https://worldathletics.org/athletes/islamic-republic-of-iran/zahra-zarei-15110913
169,24.43,+1.6,Nana ICHIHARA,21 DEC 2007,JPN,5f1,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",28 SEP 2025,995,women_200m,2025,https://worldathletics.org/athletes/japan/nana-ichihara-15049714
169,24.43,-0.4,Kanade TAKEDA,12 OCT 2007,JPN,1h4,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",28 SEP 2025,997,women_200m,2025,https://worldathletics.org/athletes/japan/kanade-takeda-15002290
169,24.43,+1.5,Akemi ISHIZUMI,03 JUN 2009,JPN,1f2,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",26 OCT 2025,995,women_200m,2025,https://worldathletics.org/athletes/japan/akemi-ishizumi-15254409
174,24.44,,Aziza SBAITY,17 NOV 1991,LBN,h5,,"Ataköy Arena, Istanbul (TUR) (i)",23 FEB 2025,1043,women_200m,2025,https://worldathletics.org/athletes/athlete=14428539
174,24.44,+0.7,Siyu ZUO,16 AUG 2001,CHN,2h3,,"Zhaoqing Sports Center, Zhaoqing (CHN)",12 APR 2025,994,women_200m,2025,https://worldathletics.org/athletes/athlete=14885234
174,24.44,+1.2,Chikako UESHIMA,09 JUN 2004,JPN,4h3,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2025,994,women_200m,2025,https://worldathletics.org/athletes/japan/chikako-ueshima-14948325
174,24.44,-0.1,Yayako TAKIMOTO,18 JUL 2008,JPN,1,,"Prefectural Stadium, Okayama (JPN)",29 JUN 2025,994,women_200m,2025,https://worldathletics.org/athletes/japan/yayako-takimoto-14997724
174,24.44,+1.1,Yuna IWATA,17 OCT 1997,JPN,2f2,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",03 AUG 2025,994,women_200m,2025,https://worldathletics.org/athletes/athlete=14671508
179,24.45,-0.8,Koharu KITAO,17 AUG 2007,JPN,6,,"Prefectural Stadium, Ise (JPN)",22 JUN 2025,997,women_200m,2025,https://worldathletics.org/athletes/japan/koharu-kitao-14963320
179,24.45,+1.6,Mariamu TSUSHIMA,20 AUG 2007,JPN,7f3,,"Prefectural Stadium, Hiroshima (JPN)",28 JUL 2025,993,women_200m,2025,https://worldathletics.org/athletes/japan/mariamu-tsushima-15168078
181,24.46,-1.2,Srabani NANDA,07 MAY 1991,IND,2h1,,"Maharaja's College Grounds, Kochi (IND)",24 APR 2025,999,women_200m,2025,https://worldathletics.org/athletes/athlete=14334453
181,24.46,+0.6,Da-seul KANG,05 OCT 1992,KOR,3,,"Miryang Sports Complexs, Miryang (KOR)",21 MAY 2025,992,women_200m,2025,https://worldathletics.org/athletes/athlete=14289637
183,24.47,+0.7,Hajar AL KHALDI,17 MAR 1995,BRN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 APR 2025,991,women_200m,2025,https://worldathletics.org/athletes/athlete=14546783
183,24.47,+0.9,Mei KODAMA,08 JUN 1999,JPN,1,,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",20 APR 2025,991,women_200m,2025,https://worldathletics.org/athletes/athlete=14815064
183,24.47,0.0,Kaho TAKEDA,24 FEB 2005,JPN,3h5,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,991,women_200m,2025,https://worldathletics.org/athletes/japan/kaho-takeda-14996462
183,24.47,-1.9,Cuiyan ZHU,30 JUN 2000,CHN,2h6,,"Sports Center, Bengbu (CHN)",14 JUN 2025,1002,women_200m,2025,https://worldathletics.org/athletes/athlete=14744695
183,24.47,-2.8,W.S.H FERNANDO,24 SEP 1998,SRI,2,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",29 SEP 2025,1007,women_200m,2025,https://worldathletics.org/athletes/athlete=14915957
183,24.47,-0.3,Rion KOMIYA,19 MAY 2008,JPN,1,,"JIT Recycled Ink Stadium, Kofu (JPN)",19 OCT 2025,992,women_200m,2025,https://worldathletics.org/athletes/japan/rion-komiya-15028146
189,24.48,-0.2,Bhoomika NEHATE,13 MAY 2009,IND,1h1,,"Kalinga Stadium, Bhubaneshwar (IND)",12 OCT 2025,991,women_200m,2025,https://worldathletics.org/athletes/india/bhoomika-nehate-15117163
190,24.49,+1.2,Miho KURAHASHI,14 JAN 2004,JPN,5h3,,"Lemon Gas Stadium, Hiratsuka (JPN)",26 APR 2025,989,women_200m,2025,https://worldathletics.org/athletes/athlete=14904265
190,24.49,+0.9,Jialin ZHANG,20 SEP 2001,CHN,4h4,,Chongqing (CHN),15 MAY 2025,989,women_200m,2025,https://worldathletics.org/athletes/athlete=14885094
190,24.49,0.0,Meika SHIRATORI,21 AUG 2005,JPN,4h5,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,989,women_200m,2025,https://worldathletics.org/athletes/japan/meika-shiratori-15047910
193,24.50,-0.7,W.H.M. FERNANDO,25 SEP 1998,SRI,3h1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",03 AUG 2025,992,women_200m,2025,https://worldathletics.org/athletes/athlete=14843058
194,24.51,+0.7,Yuna KOTANI,29 JAN 2009,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",24 MAY 2025,987,women_200m,2025,https://worldathletics.org/athletes/japan/yuna-kotani-15178124
194,24.51,-1.7,Koharu HATANO,19 MAY 2007,JPN,1,,"Hanasaki Athletic Field, Asahikawa (JPN)",20 JUN 2025,997,women_200m,2025,https://worldathletics.org/athletes/japan/koharu-hatano-15109623
194,24.51,+1.0,Sinchal KAVERAMMA,05 FEB 2001,IND,2f1,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",28 JUN 2025,987,women_200m,2025,https://worldathletics.org/athletes/india/sinchal-kaveramma-14997703
194,24.51,-0.7,Jayeshi UTHTHARA,16 MAR 2004,SRI,4h1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",03 AUG 2025,991,women_200m,2025,https://worldathletics.org/athletes/athlete=14917749
194,24.51,+1.2,Yin-Yin ZHUANG,17 JUN 2001,TPE,1h2,,"Taipei Municipal Stadium, Taipei City (TPE)",20 SEP 2025,987,women_200m,2025,https://worldathletics.org/athletes/athlete=14845609
199,24.52,+1.2,Sonia BAISHYA,31 DEC 1995,IND,1f1,,"LNCPE, Trivandrum (IND)",17 MAY 2025,986,women_200m,2025,https://worldathletics.org/athletes/athlete=14717114
199,24.52,+0.1,Jingpei SHI,04 FEB 2009,CHN,1h5,,"Olympic Sports Center, Huangshi (CHN)",30 JUN 2025,986,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/jingpei-shi-15172679
199,24.52,+0.6,Akshaya SARAVANAN,17 NOV 2004,IND,4h1,,"Jawaharlal Nehru Stadium, Chennai (IND)",23 AUG 2025,986,women_200m,2025,https://worldathletics.org/athletes/india/akshaya-saravanan-14971031
199,24.52,+1.6,Nozomi MIYAZAWA,09 SEP 2008,JPN,8f1,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",28 SEP 2025,986,women_200m,2025,https://worldathletics.org/athletes/japan/nozomi-miyazawa-15114228
203,24.53,-0.6,Midori MIKASE,02 JUN 2001,JPN,4h2,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,988,women_200m,2025,https://worldathletics.org/athletes/athlete=14806541
203,24.53,+0.1,Noa IWATA,19 AUG 2003,JPN,6sf1,,"Prefectural Stadium, Okayama (JPN)",08 JUN 2025,985,women_200m,2025,https://worldathletics.org/athletes/japan/noa-iwata-14957197
203,24.53,+0.4,Xueman HAN,07 SEP 2001,CHN,4h4,,"Sports Center, Bengbu (CHN)",14 JUN 2025,985,women_200m,2025,https://worldathletics.org/athletes/athlete=14885900
203,24.53,0.0,Reina HON,08 DEC 2007,JPN,3,,"Kanseki Stadium, Utsunomiya (JPN)",15 JUN 2025,985,women_200m,2025,https://worldathletics.org/athletes/japan/reina-hon-15027685
203,24.53,+0.1,Ha-young JEON,23 APR 2004,KOR,2,,"Iksan Sports Complex, Iksan (KOR)",08 JUL 2025,985,women_200m,2025,https://worldathletics.org/athletes/athlete=14901540
203,24.53,+1.3,Rion ABE,25 DEC 2002,JPN,3,,"ND Soft Stadium, Tendo (JPN)",20 JUL 2025,985,women_200m,2025,https://worldathletics.org/athletes/athlete=14860646
203,24.53,+1.1,Bo-Ya ZHANG,03 APR 2003,TPE,2,,"Taipei Municipal Stadium, Taipei City (TPE)",21 SEP 2025,985,women_200m,2025,https://worldathletics.org/athletes/athlete=14902578
210,24.54,-0.6,Jisna MATHEW,07 JAN 1999,IND,3f3,,"Jawaharlal Nehru Stadium, Chennai (IND)",15 APR 2025,987,women_200m,2025,https://worldathletics.org/athletes/athlete=14617779
210,24.54,-0.1,Hazuki YOSHINAGA,23 JUL 2004,JPN,5h3,,"National Stadium, Tokyo (JPN)",05 JUL 2025,984,women_200m,2025,https://worldathletics.org/athletes/japan/hazuki-yoshinaga-14955903
210,24.54,-0.7,Natsumi MURATA,12 AUG 2004,JPN,5,,"Takebishi Stadium, Kyoto (JPN)",14 SEP 2025,988,women_200m,2025,https://worldathletics.org/athletes/japan/natsumi-murata-14976590
213,24.55,+1.0,Yee-un KWON,29 JAN 2009,KOR,1,,"Busan Asiad Stadium, Busan (KOR)",27 JUL 2025,984,women_200m,2025,https://worldathletics.org/athletes/korea/yee-un-kwon-15046355
214,24.56,-1.2,Misa IIDA,09 SEP 2003,JPN,4sf2,,"Prefectural Stadium, Okayama (JPN)",08 JUN 2025,990,women_200m,2025,https://worldathletics.org/athletes/athlete=14901163
214,24.56,+0.2,Mako ASADA,26 JAN 2006,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",29 JUN 2025,983,women_200m,2025,https://worldathletics.org/athletes/japan/mako-asada-14963340
214,24.56,+2.0,Mirei EGUCHI,06 MAR 2009,JPN,1ce1,,"Prefectural Stadium, Hiroshima (JPN)",27 JUL 2025,983,women_200m,2025,https://worldathletics.org/athletes/japan/mirei-eguchi-15052723
214,24.56,+1.4,Mizuki INOUE,21 AUG 2005,JPN,1h4,,"Gion Stadium, Sagamihara (JPN)",27 SEP 2025,983,women_200m,2025,https://worldathletics.org/athletes/japan/mizuki-inoue-15000857
218,24.57,+2.0,Jane Christa Ming Suet KARLSSON,02 JUN 2007,HKG,2,,"Tsueng Kwan O Sports Ground, Hong Kong (HKG)",16 FEB 2025,982,women_200m,2025,https://worldathletics.org/athletes/hong-kong-china/jane-christa-ming-suet-karlsson-15063893
218,24.57,+0.7,Wen LUO,07 FEB 2005,CHN,3h3,,"Zhaoqing Sports Center, Zhaoqing (CHN)",12 APR 2025,982,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/wen-luo-15043455
218,24.57,+0.7,Riko ONO,26 OCT 2007,JPN,1,,"New Aomori Sports Park, Aomori (JPN)",16 JUN 2025,982,women_200m,2025,https://worldathletics.org/athletes/japan/riko-ono-15112485
218,24.57,-0.3,Zaidatul Husniah ZULKIFLI,20 AUG 1993,MAS,1,,"Tuanku Syed Putra Stadium, Kangar (MAS)",30 AUG 2025,983,women_200m,2025,https://worldathletics.org/athletes/athlete=14427002
222,24.58,-0.1,Chunzi WU,02 MAR 2005,CHN,3h5,,"Zhaoqing Sports Center, Zhaoqing (CHN)",12 APR 2025,981,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/chunzi-wu-14980029
222,24.58,+2.0,Kanon UENO,26 MAR 2006,JPN,1h2,,"Prefectural Stadium, Ise (JPN)",23 AUG 2025,981,women_200m,2025,https://worldathletics.org/athletes/japan/kanon-ueno-14951291
224,24.59,-0.2,Do Jaiganth LAAVINIA,22 JAN 2006,SGP,3,,"The Kallang - Singapore Sports Hub, Singapore (SGP)",25 APR 2025,981,women_200m,2025,https://worldathletics.org/athletes/singapore/do-jaiganth-laavinia-15073582
224,24.59,+0.7,Nozomi SUZUKI,06 FEB 2008,JPN,2,,"New Aomori Sports Park, Aomori (JPN)",16 JUN 2025,980,women_200m,2025,https://worldathletics.org/athletes/japan/nozomi-suzuki-15167427
226,24.60,-0.4,Mako KUBOTA,22 DEC 2003,JPN,3h7,,"Prefectural Stadium, Okayama (JPN)",07 JUN 2025,981,women_200m,2025,https://worldathletics.org/athletes/japan/mako-kubota-14949911
226,24.60,+0.1,Yelan LEI,14 APR 2001,CHN,3h1,,"Sports Center, Bengbu (CHN)",14 JUN 2025,979,women_200m,2025,https://worldathletics.org/athletes/athlete=14857825
226,24.60,+0.8,Haruna ICHIKAWA,10 APR 2007,JPN,2sf1,,"Takebishi Stadium, Kyoto (JPN)",14 JUN 2025,979,women_200m,2025,https://worldathletics.org/athletes/japan/haruna-ichikawa-14965584
226,24.60,+1.6,Shion FUKUOKA,17 MAR 2007,JPN,5,,"Showa Denko Stadium, Oita (JPN)",24 AUG 2025,979,women_200m,2025,https://worldathletics.org/athletes/japan/shion-fukuoka-14977298
226,24.60,+1.6,Ye-rim SEO,15 JAN 2008,KOR,1,,"Boeun Public Stadium, Boeun (KOR)",27 SEP 2025,979,women_200m,2025,https://worldathletics.org/athletes/korea/ye-rim-seo-15155735
231,24.61,,Qingyan YAN,10 JAN 2000,CHN,3sf1,,"Shandong Sports Training Center, Jinan (CHN) (i)",09 MAR 2025,1027,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/qingyan-yan-15024753
231,24.61,+1.1,Sae MIYAZONO,03 APR 1998,JPN,5h1,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2025,978,women_200m,2025,https://worldathletics.org/athletes/athlete=14853593
231,24.61,+1.0,Moumita MONDAL,09 DEC 2001,IND,1f2,,"Dubai Police Club Stadium, Dubai (UAE)",11 MAY 2025,978,women_200m,2025,https://worldathletics.org/athletes/athlete=14859349
231,24.61,+1.2,Manami YUKINAGA,08 JAN 2009,JPN,2,,"Kimiidera Park Athletic Field, Wakayama (JPN)",19 SEP 2025,978,women_200m,2025,https://worldathletics.org/athletes/japan/manami-yukinaga-15050725
231,24.61,-0.5,Sonia DALEL,05 JAN 2001,IND,5,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",30 SEP 2025,981,women_200m,2025,https://worldathletics.org/athletes/india/sonia-dalel-15022638
236,24.62,+1.0,Monika RAHA,29 OCT 2007,IND,2h3,,"Kalinga Stadium, Bhubaneshwar (IND)",12 OCT 2025,977,women_200m,2025,https://worldathletics.org/athletes/india/monika-raha-15116881
237,24.63,+1.8,Awtif IMOLEAYO AHMED,09 APR 2005,BRN,1,,"Zeytinköy Atletizm Pisti, Antalya (TUR)",27 APR 2025,976,women_200m,2025,https://worldathletics.org/athletes/athlete=15007083
237,24.63,-0.7,Rui SHIMOKADO,04 NOV 2004,JPN,1,,"Pikara Stadium, Marugame (JPN)",05 MAY 2025,980,women_200m,2025,https://worldathletics.org/athletes/japan/rui-shimokado-14955312
237,24.63,+0.4,Priya MOHAN,15 MAR 2003,IND,3f2,,"LNCPE, Trivandrum (IND)",17 MAY 2025,976,women_200m,2025,https://worldathletics.org/athletes/athlete=14873479
237,24.63,-1.8,Jirapat KHANONTA,12 SEP 2005,THA,1,,"National Athletics Centre, Pathum Thani (THA)",24 JUN 2025,986,women_200m,2025,https://worldathletics.org/athletes/thailand/jirapat-khanonta-15067765
237,24.63,-1.1,Hong FENG,13 AUG 2006,CHN,1h2,,Ji'an (CHN),02 SEP 2025,982,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/hong-feng-15208627
237,24.63,-1.2,Miu KURASHIGE,19 APR 2004,JPN,1h4,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2025,983,women_200m,2025,https://worldathletics.org/athletes/athlete=14904357
237,24.63,-0.5,Sreena NARAYANANKUTTY,17 FEB 2005,IND,1h1,,"Stadium Hanamkonda, Warangal (IND)",18 OCT 2025,979,women_200m,2025,https://worldathletics.org/athletes/india/sreena-narayanankutty-15189999
244,24.64,+1.1,Hana KURACHI,25 APR 2003,JPN,1,,"Gion Stadium, Sagamihara (JPN)",05 APR 2025,975,women_200m,2025,https://worldathletics.org/athletes/japan/hana-kurachi-14953656
244,24.64,-0.5,Pei-Rong ZHAN,24 OCT 2007,TPE,6,,"Taipei Municipal Stadium, Taipei City (TPE)",08 JUN 2025,978,women_200m,2025,https://worldathletics.org/athletes/chinese-taipei/pei-rong-zhan-15097872
244,24.64,+1.3,Mio TAKAHASHI,19 JUL 2007,JPN,2f2,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",12 JUL 2025,975,women_200m,2025,https://worldathletics.org/athletes/japan/mio-takahashi-15175854
244,24.64,+1.4,K.Risansa HIRUPAMA,15 MAR 2008,SRI,2,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",13 OCT 2025,975,women_200m,2025,https://worldathletics.org/athletes/sri-lanka/krisansa-hirupama-15157502
244,24.64,+1.5,Nao SUGIHARA,24 JUN 2008,JPN,2f2,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",26 OCT 2025,975,women_200m,2025,https://worldathletics.org/athletes/japan/nao-sugihara-15178765
249,24.65,-0.3,Lijuan LIU,18 JUN 2007,CHN,2h8,,"Zhaoqing Sports Center, Zhaoqing (CHN)",12 APR 2025,975,women_200m,2025,https://worldathletics.org/athletes/pr-of-china/lijuan-liu-15075442
249,24.65,+1.8,Kyoka UCHIYAMA,09 AUG 2003,JPN,3sf1,,"Lemon Gas Stadium, Hiratsuka (JPN)",27 APR 2025,974,women_200m,2025,https://worldathletics.org/athletes/athlete=15040229
249,24.65,-0.5,Prakruthi ROOPA,19 NOV 2002,IND,1f1,,"Patliputra Sports Complex, Patna (IND)",19 JUL 2025,977,women_200m,2025,https://worldathletics.org/athletes/india/prakruthi-roopa-15250021
252,24.66,+1.2,Swathi RONGALI,07 AUG 2000,IND,2f1,,"LNCPE, Trivandrum (IND)",17 MAY 2025,973,women_200m,2025,https://worldathletics.org/athletes/athlete=14921010
