Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
15,32:01.91,,Mei HOSOMI,04 JAN 2007,JPN,4,,"Lohrheidestadion, Wattenscheid, Bochum (GER)",21 JUL 2025,1137,women_10000m,2025,https://worldathletics.org/athletes/japan/mei-hosomi-14969031
16,32:02.58,,Rion FURUKAWA,25 SEP 2001,JPN,13f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1137,women_10000m,2025,https://worldathletics.org/athletes/athlete=14855591
17,32:06.08,,Anna SUZUKI,23 MAR 2002,JPN,16f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1134,women_10000m,2025,https://worldathletics.org/athletes/athlete=14904614
18,32:07.66,,Kurumi YODA,29 MAY 2002,JPN,17f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1132,women_10000m,2025,https://worldathletics.org/athletes/athlete=14887772
19,32:08.57,,Maki IZUMIDA,22 JAN 1996,JPN,18f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1132,women_10000m,2025,https://worldathletics.org/athletes/athlete=14499989
20,32:09.49,,Sakiho TSUTSUI,19 JAN 1996,JPN,1f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1131,women_10000m,2025,https://worldathletics.org/athletes/athlete=14641812
21,32:10.95,,Hikaru KITAGAWA,24 NOV 2001,JPN,2f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1129,women_10000m,2025,https://worldathletics.org/athletes/athlete=14855581
22,32:12.61,,Mao KOGURE,31 AUG 2002,JPN,3f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1128,women_10000m,2025,https://worldathletics.org/athletes/athlete=14897026
23,32:13.59,,Violah JEPCHUMBA,23 OCT 1990,BRN,2,,Riyadh (KSA),17 NOV 2025,1127,women_10000m,2025,https://worldathletics.org/athletes/athlete=14630944
24,32:13.88,,Seira FUWA,25 MAR 2003,JPN,4f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1127,women_10000m,2025,https://worldathletics.org/athletes/athlete=14813846
25,32:14.66,,SEEMA,10 JAN 2001,IND,19f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",29 MAR 2025,1126,women_10000m,2025,https://worldathletics.org/athletes/athlete=14734780
26,32:14.80,,Yuka ANDO,16 MAR 1994,JPN,4,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1126,women_10000m,2025,https://worldathletics.org/athletes/athlete=14419637
27,32:15.10,,Amisa MURAYAMA,30 MAY 2004,JPN,5f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1126,women_10000m,2025,https://worldathletics.org/athletes/athlete=14920012
28,32:15.84,,Miu YAGI,22 SEP 2003,JPN,6f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1125,women_10000m,2025,https://worldathletics.org/athletes/athlete=14895641
29,32:18.25,,Kazuna KANETOMO,19 AUG 2001,JPN,3,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,1123,women_10000m,2025,https://worldathletics.org/athletes/athlete=14895643
30,32:20.19,,Haruka OGAWA,02 MAY 2004,JPN,7f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1121,women_10000m,2025,https://worldathletics.org/athletes/athlete=14921656
31,32:20.52,,Mitsu OZAKI,12 DEC 2003,JPN,19f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1121,women_10000m,2025,https://worldathletics.org/athletes/athlete=14895612
32,32:20.58,,Ayari HARADA,14 APR 1998,JPN,8f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1121,women_10000m,2025,https://worldathletics.org/athletes/athlete=14714084
33,32:21.41,,Misaki ICHIDA,07 AUG 1991,JPN,9f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1120,women_10000m,2025,https://worldathletics.org/athletes/athlete=14545091
34,32:22.52,,Ai HOSODA,27 NOV 1995,JPN,1,,"Municipal Stadium, Miyoshi (JPN)",17 MAY 2025,1119,women_10000m,2025,https://worldathletics.org/athletes/athlete=14672593
35,32:23.08,,Ayaka MAEDA,21 OCT 2004,JPN,10f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1119,women_10000m,2025,https://worldathletics.org/athletes/japan/ayaka-maeda-14956400
36,32:23.40,,Tiantian LIANG,31 AUG 2004,CHN,1,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1118,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/tiantian-liang-14950779
37,32:25.31,,Deshun ZHANG,21 FEB 1996,CHN,2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1117,women_10000m,2025,https://worldathletics.org/athletes/athlete=14693572
38,32:25.63,,Cuomu CIREN,27 AUG 1997,CHN,3,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1117,women_10000m,2025,https://worldathletics.org/athletes/athlete=14663881
39,32:25.79,,Minami YAMANOUCHI,21 DEC 1992,JPN,11f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1116,women_10000m,2025,https://worldathletics.org/athletes/athlete=14460635
40,32:26.35,,Huiru LIU,20 AUG 2005,CHN,4,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1116,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/huiru-liu-15032238
41,32:27.45,,Asa KOBAYASHI,08 MAR 2002,JPN,12f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1115,women_10000m,2025,https://worldathletics.org/athletes/japan/asa-kobayashi-14969039
42,32:28.46,,Wakana HASHIMOTO,12 OCT 2006,JPN,13f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1114,women_10000m,2025,https://worldathletics.org/athletes/japan/wakana-hashimoto-15004249
43,32:28.74,,Miyaka SUGATA,09 MAR 2001,JPN,5,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1114,women_10000m,2025,https://worldathletics.org/athletes/athlete=14793340
44,32:32.38,,Meizhen LI,03 JAN 1999,CHN,6,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1111,women_10000m,2025,https://worldathletics.org/athletes/athlete=14702479
45,32:37.48,,Qingqing LI,28 JAN 2004,CHN,7,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1106,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/qingqing-li-15084891
46,32:37.58,,Momoka KAWAGUCHI,28 JUN 1998,JPN,6,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,1106,women_10000m,2025,https://worldathletics.org/athletes/athlete=14668328
47,32:38.74,,Ayami YOSHIDA,11 OCT 2007,JPN,20f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1105,women_10000m,2025,https://worldathletics.org/athletes/japan/ayami-yoshida-15050389
48,32:39.27,,Kaho ONISHI,20 JUL 2000,JPN,21f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1105,women_10000m,2025,https://worldathletics.org/athletes/athlete=14868880
49,32:39.60,,Natsuki OMORI,22 JUN 1994,JPN,6,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1104,women_10000m,2025,https://worldathletics.org/athletes/athlete=14441904
50,32:44.11,,Kaho HORIO,31 JUL 1999,JPN,22f3,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1100,women_10000m,2025,https://worldathletics.org/athletes/athlete=14911744
51,32:44.20,,Nanase TANIMOTO,02 JUN 2002,JPN,14f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1100,women_10000m,2025,https://worldathletics.org/athletes/japan/nanase-tanimoto-14949233
52,32:45.30,,Kokoro SAKAI,08 FEB 2001,JPN,15f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1099,women_10000m,2025,https://worldathletics.org/athletes/japan/kokoro-sakai-14953423
53,32:45.91,,Shuangshuang XU,06 APR 1996,CHN,8,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1099,women_10000m,2025,https://worldathletics.org/athletes/athlete=14534952
54,32:48.41,,Wakana ITSUKI,07 APR 1994,JPN,16f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1097,women_10000m,2025,https://worldathletics.org/athletes/athlete=14557262
55,32:48.83,,Honoka HIGUCHI,03 JAN 2005,JPN,17f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1096,women_10000m,2025,https://worldathletics.org/athletes/japan/honoka-higuchi-14950726
56,32:50.37,,Harumi OKAMOTO,07 FEB 1998,JPN,1f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1095,women_10000m,2025,https://worldathletics.org/athletes/athlete=14659421
57,32:51.12,,Miho HIRAOKA,18 NOV 2000,JPN,2f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1094,women_10000m,2025,https://worldathletics.org/athletes/athlete=14824324
58,32:51.63,,Eriko OTSUKA,20 JUL 1992,JPN,18f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1094,women_10000m,2025,https://worldathletics.org/athletes/athlete=14654021
59,32:52.20,,M.Rasara Wijesuriya WIJESOORIYA,24 NOV 2002,SRI,8,,"Lohrheidestadion, Wattenscheid, Bochum (GER)",21 JUL 2025,1093,women_10000m,2025,https://worldathletics.org/athletes/sri-lanka/mrasara-wijesuriya-wijesooriya-15140450
60,32:52.25,,Linying WANG,16 DEC 2003,CHN,9,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1093,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/linying-wang-14950780
61,32:54.18,,Anna MATSUDA,18 APR 1994,JPN,6,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1092,women_10000m,2025,https://worldathletics.org/athletes/athlete=14616445
62,32:55.43,,Shiori NAGUMO,11 FEB 1995,JPN,1,,"Honjo Athletic Stadium, Kitakyushu (JPN)",17 MAY 2025,1091,women_10000m,2025,https://worldathletics.org/athletes/japan/shiori-nagumo-15120527
63,32:57.79,,Kotona OTA,25 SEP 1995,JPN,19f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1089,women_10000m,2025,https://worldathletics.org/athletes/athlete=14527923
64,32:59.69,,Mao UESUGI,16 AUG 1995,JPN,8,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1087,women_10000m,2025,https://worldathletics.org/athletes/athlete=14686449
65,33:00.78,,Yuyu XIA,01 MAR 1998,CHN,10,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1086,women_10000m,2025,https://worldathletics.org/athletes/athlete=14714417
66,33:04.85,,XiuZhen MA,05 JUL 2000,CHN,12,,"Lohrheidestadion, Wattenscheid, Bochum (GER)",21 JUL 2025,1083,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/xiuzhen-ma-14977274
67,33:04.95,,Sara ISOBE,19 DEC 2003,JPN,3f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1082,women_10000m,2025,https://worldathletics.org/athletes/japan/sara-isobe-14946223
68,33:07.05,,Sakura NISHIO,11 MAR 1999,JPN,20f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1081,women_10000m,2025,https://worldathletics.org/athletes/japan/sakura-nishio-14747892
69,33:08.15,,Min LIU,22 DEC 1997,CHN,12,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1080,women_10000m,2025,https://worldathletics.org/athletes/athlete=14908056
70,33:08.17,,Sanjivani JADHAV,12 JUL 1996,IND,5,,"Gumi Civic Stadium, Gumi (KOR)",29 MAY 2025,1080,women_10000m,2025,https://worldathletics.org/athletes/athlete=14598253
71,33:08.18,,Honami MAEDA,17 JUL 1996,JPN,2,,"Municipal Stadium, Miyoshi (JPN)",17 MAY 2025,1080,women_10000m,2025,https://worldathletics.org/athletes/athlete=14643309
72,33:09.92,,Yaxuan LI,11 JAN 2006,CHN,13,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1078,women_10000m,2025,https://worldathletics.org/athletes/athlete=14942056
73,33:10.63,,Ruth JEBET,17 NOV 1996,BRN,5,,Riyadh (KSA),17 NOV 2025,1078,women_10000m,2025,https://worldathletics.org/athletes/athlete=14588310
74,33:12.83,,Ye-jin LIM,14 DEC 1995,KOR,1,,"Busan Asiad Stadium, Busan (KOR)",21 OCT 2025,1076,women_10000m,2025,https://worldathletics.org/athletes/athlete=14478716
75,33:13.13,,Shizuki FUKASAWA,22 AUG 2005,JPN,4f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1075,women_10000m,2025,https://worldathletics.org/athletes/japan/shizuki-fukasawa-14998235
76,33:13.90,,Yui KAWABE,10 OCT 1998,JPN,21f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1075,women_10000m,2025,https://worldathletics.org/athletes/athlete=14731851
77,33:15.37,,Zhangcan ZHANG,06 JUN 2006,CHN,14,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1073,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/zhangcan-zhang-15210652
78,33:16.17,,Yuka TAKASHIMA,12 MAY 1988,JPN,11,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1073,women_10000m,2025,https://worldathletics.org/athletes/athlete=14288055
79,33:18.03,,ANKITA,05 FEB 2002,IND,23f2,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",29 MAR 2025,1071,women_10000m,2025,https://worldathletics.org/athletes/athlete=14818406
80,33:18.55,,Haruka KOKAI,20 JAN 2003,JPN,12,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",26 SEP 2025,1071,women_10000m,2025,https://worldathletics.org/athletes/athlete=14863187
81,33:18.60,,Mariya NODA,02 SEP 2004,JPN,4,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2025,1071,women_10000m,2025,https://worldathletics.org/athletes/japan/mariya-noda-14950942
82,33:19.64,,Akari MATSUMOTO,23 FEB 2005,JPN,9,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1070,women_10000m,2025,https://worldathletics.org/athletes/athlete=14899672
83,33:20.91,,Ying HAN,09 NOV 2002,CHN,15,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1069,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/ying-han-15032236
84,33:22.40,,Shuanglu PAN,14 APR 2007,CHN,16,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1067,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/shuanglu-pan-15155551
85,33:23.10,,Akina FUJIMURA,22 JUN 1998,JPN,14,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",26 SEP 2025,1067,women_10000m,2025,https://worldathletics.org/athletes/athlete=14821573
86,33:23.27,,Mayu TSUKAMOTO,21 NOV 2000,JPN,3,,"Honjo Athletic Stadium, Kitakyushu (JPN)",17 MAY 2025,1067,women_10000m,2025,https://worldathletics.org/athletes/athlete=14920047
87,33:23.83,,Momoko SHIMADA,22 MAR 2003,JPN,22f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1066,women_10000m,2025,https://worldathletics.org/athletes/athlete=14923008
88,33:24.17,,Asahi SHIRAKAWA,28 SEP 2005,JPN,4,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1066,women_10000m,2025,https://worldathletics.org/athletes/athlete=14919445
89,33:26.06,,Ayumi MORITA,17 APR 1996,JPN,14,,"Athletic Track, Abashiri (JPN)",19 JUL 2025,1064,women_10000m,2025,https://worldathletics.org/athletes/athlete=14809702
90,33:28.35,,Asuka ISHIMATSU,29 OCT 2003,JPN,5,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1062,women_10000m,2025,https://worldathletics.org/athletes/athlete=14860659
91,33:28.55,,Shiori ZAMA,23 JUL 1999,JPN,23f2,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1062,women_10000m,2025,https://worldathletics.org/athletes/athlete=14853623
92,33:29.02,,Kaede KAWAMURA,23 NOV 1997,JPN,3,,"Athletics Stadium, Shibetsu (JPN)",14 JUN 2025,1062,women_10000m,2025,https://worldathletics.org/athletes/athlete=14809489
93,33:30.26,,Rino GOSHIMA,29 OCT 1997,JPN,16,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",26 SEP 2025,1061,women_10000m,2025,https://worldathletics.org/athletes/athlete=14608144
94,33:31.00,,Mana MARUMO,10 JAN 2005,JPN,6,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2025,1060,women_10000m,2025,https://worldathletics.org/athletes/japan/mana-marumo-14960016
95,33:31.79,,Shujia DENG,09 JUN 2002,CHN,17,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1059,women_10000m,2025,https://worldathletics.org/athletes/athlete=14885767
96,33:32.73,,Mayuka FUJITA,14 SEP 1999,JPN,4,,"Athletics Stadium, Shibetsu (JPN)",14 JUN 2025,1059,women_10000m,2025,https://worldathletics.org/athletes/athlete=14856320
97,33:32.77,,Odekta Elvina NAIBAHO,05 NOV 1991,INA,8,,"Gumi Civic Stadium, Gumi (KOR)",29 MAY 2025,1059,women_10000m,2025,https://worldathletics.org/athletes/athlete=14765274
98,33:32.89,,Bing WU,20 JUL 2001,CHN,18,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1058,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/bing-wu-14811652
99,33:32.90,,Yume MIYAKE,05 MAY 2005,JPN,6,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1058,women_10000m,2025,https://worldathletics.org/athletes/japan/yume-miyake-15004930
100,33:33.06,,Yingcui LI,16 AUG 2002,CHN,17,,"Lohrheidestadion, Wattenscheid, Bochum (GER)",21 JUL 2025,1058,women_10000m,2025,https://worldathletics.org/athletes/athlete=14892640
101,33:34.22,,Zhixuan LI,23 MAR 1994,CHN,19,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1057,women_10000m,2025,https://worldathletics.org/athletes/athlete=14376349
102,33:34.26,,Aimi YAMAGUCHI,13 SEP 2005,JPN,6f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1057,women_10000m,2025,https://worldathletics.org/athletes/japan/aimi-yamaguchi-15002606
103,33:35.54,,Yujia FANG,14 JUN 2006,CHN,20,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1056,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/yujia-fang-15044259
104,33:36.00,,Fuka FUKUNAGA,13 JUN 2002,JPN,6,,"Athletics Stadium, Shibetsu (JPN)",14 JUN 2025,1056,women_10000m,2025,https://worldathletics.org/athletes/athlete=14860662
105,33:36.04,,Jiajia ZHANG,22 AUG 2001,CHN,21,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1056,women_10000m,2025,https://worldathletics.org/athletes/athlete=14857403
106,33:38.34,,Yuna WADA,07 AUG 1999,JPN,10,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1054,women_10000m,2025,https://worldathletics.org/athletes/athlete=14719661
107,33:39.53,,Rinon AKITAKE,30 OCT 2006,JPN,1,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",15 NOV 2025,1053,women_10000m,2025,https://worldathletics.org/athletes/japan/rinon-akitake-14979739
108,33:41.65,,Kana KOBAYASHI,04 APR 2001,JPN,10,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,1051,women_10000m,2025,https://worldathletics.org/athletes/japan/kana-kobayashi-15044337
109,33:43.26,,Momoko HANANO,15 DEC 1998,JPN,11,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1050,women_10000m,2025,https://worldathletics.org/athletes/athlete=14727525
110,33:44.61,,Ayuka KAZAMA,14 SEP 2001,JPN,12,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1049,women_10000m,2025,https://worldathletics.org/athletes/athlete=14813839
111,33:45.73,,Ying LU,13 OCT 1997,CHN,22,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1048,women_10000m,2025,https://worldathletics.org/athletes/athlete=14752711
112,33:49.44,,Yiting YANG,15 MAR 2004,CHN,8,,"Sports Center, Quzhou (CHN)",04 AUG 2025,1044,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/yiting-yang-14983614
113,33:49.67,,Chaoyun ZHAO,29 APR 2004,CHN,2,,"Kuishan Sports Center, Rizhao (CHN)",28 SEP 2025,1044,women_10000m,2025,https://worldathletics.org/athletes/pr-of-china/chaoyun-zhao-15127429
114,33:51.36,,Nanaka MIYAHARA,30 JUL 2003,JPN,10,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1043,women_10000m,2025,https://worldathletics.org/athletes/japan/nanaka-miyahara-14950939
115,33:53.70,,Shiori YOSHIZONO,02 JUN 1999,JPN,3,,"Municipal Stadium, Miyoshi (JPN)",17 MAY 2025,1041,women_10000m,2025,https://worldathletics.org/athletes/athlete=14747893
116,33:53.89,,Yuna ARAI,26 APR 2000,JPN,13,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1041,women_10000m,2025,https://worldathletics.org/athletes/athlete=14819218
117,33:53.93,,Rie KAWAUCHI,15 MAR 1995,JPN,1,,"Kashihara Park Athletic Field, Kashihara (JPN)",27 APR 2025,1041,women_10000m,2025,https://worldathletics.org/athletes/athlete=14524089
118,33:54.99,,Miku FUKUDA,20 JUN 2003,JPN,2,,"Kashihara Park Athletic Field, Kashihara (JPN)",27 APR 2025,1040,women_10000m,2025,https://worldathletics.org/athletes/japan/miku-fukuda-14945905
119,33:55.96,,Doyeon KIM,02 SEP 1993,KOR,1,,"Gimhae Stadium, Gimhae (KOR)",01 APR 2025,1039,women_10000m,2025,https://worldathletics.org/athletes/athlete=14375436
120,33:57.16,,Hakua SAKUMA,14 JUN 2004,JPN,14,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1038,women_10000m,2025,https://worldathletics.org/athletes/japan/hakua-sakuma-14998478
121,33:57.20,,Ruka USUI,20 MAR 2007,JPN,12,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1038,women_10000m,2025,https://worldathletics.org/athletes/japan/ruka-usui-14962539
122,33:58.33,,Makoto TSUCHIYA,25 JUL 2003,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",04 MAY 2025,1037,women_10000m,2025,https://worldathletics.org/athletes/athlete=14895673
123,33:58.55,,Jingya LIU,25 NOV 2002,CHN,6f2,,"Sports Center, Jiaxing (CHN)",30 APR 2025,1037,women_10000m,2025,https://worldathletics.org/athletes/athlete=14857401
124,34:01.80,,Nozomi TANAKA,24 OCT 2004,JPN,5,,"Gion Stadium, Sagamihara (JPN)",09 MAY 2025,1034,women_10000m,2025,https://worldathletics.org/athletes/japan/nozomi-tanaka-14966136
125,34:01.98,,Fumika ONISHI,11 DEC 2004,JPN,13,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1034,women_10000m,2025,https://worldathletics.org/athletes/japan/fumika-onishi-14957081
126,34:04.35,,Aoi TAKAHASHI,10 MAR 2004,JPN,14,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1032,women_10000m,2025,https://worldathletics.org/athletes/athlete=14895862
127,34:06.59,,Yui MIOGAWA,27 MAY 2006,JPN,7f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1030,women_10000m,2025,https://worldathletics.org/athletes/japan/yui-miogawa-15052326
128,34:06.90,,Shiori TAKASE,12 OCT 2006,JPN,8f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1030,women_10000m,2025,https://worldathletics.org/athletes/japan/shiori-takase-14957278
129,34:08.46,,Shio OKI,09 APR 2005,JPN,9f1,,"Yanmar Stadium Nagai, Osaka (JPN)",06 DEC 2025,1028,women_10000m,2025,https://worldathletics.org/athletes/japan/shio-oki-14996122
130,34:10.61,,Arab PARISA,24 DEC 1992,IRI,1,,"Sardar Jangal Stadium, Rasht (IRI)",05 MAY 2025,1027,women_10000m,2025,https://worldathletics.org/athletes/athlete=14623812
