Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
11,4:12.82,,Yuxuan CHEN,04 NOV 2004,CHN,3,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1105,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yuxuan-chen-15041214
12,4:13.57,,Mizuki MICHISHITA,01 AUG 2001,JPN,4,,"National Stadium, Tokyo (JPN)",06 JUL 2025,1099,women_1500m,2025,https://worldathletics.org/athletes/athlete=14887755
13,4:13.74,,Ai WATANABE,25 OCT 2002,JPN,2f2,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1098,women_1500m,2025,https://worldathletics.org/athletes/athlete=14897195
14,4:13.97,,ANKITA,05 FEB 2002,IND,3,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",29 MAR 2025,1096,women_1500m,2025,https://worldathletics.org/athletes/athlete=14818406
15,4:14.25,,Nayeon PARK,09 JAN 1998,KOR,2f1,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1094,women_1500m,2025,https://worldathletics.org/athletes/athlete=14759683
16,4:14.81,,Ayano IDE,11 FEB 1999,JPN,5,,"National Stadium, Tokyo (JPN)",06 JUL 2025,1089,women_1500m,2025,https://worldathletics.org/athletes/athlete=14767071
17,4:14.83,,Chikako MORI,25 NOV 1992,JPN,4,,"Athletics Stadium, Setagaya, Tokyo (JPN)",12 JUL 2025,1089,women_1500m,2025,https://worldathletics.org/athletes/athlete=14427119
18,4:15.05,,Maki IZUMIDA,22 JAN 1996,JPN,6,,"National Stadium, Tokyo (JPN)",06 JUL 2025,1088,women_1500m,2025,https://worldathletics.org/athletes/athlete=14499989
19,4:15.12,,Saki KATAGIHARA,12 NOV 2001,JPN,6f2,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1087,women_1500m,2025,https://worldathletics.org/athletes/athlete=14815083
20,4:15.16,,Ayu HENMI,31 AUG 2000,JPN,3h1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1087,women_1500m,2025,https://worldathletics.org/athletes/athlete=14858009
21,4:15.66,,Miu SAITO,22 JUN 2002,JPN,3f1,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1083,women_1500m,2025,https://worldathletics.org/athletes/athlete=14931241
22,4:15.83,,Suzuna KINOSHITA,25 AUG 2003,JPN,6h1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1082,women_1500m,2025,https://worldathletics.org/athletes/athlete=14939252
23,4:15.89,,Sanjana SINGH,23 DEC 2006,IND,2,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",28 SEP 2025,1081,women_1500m,2025,https://worldathletics.org/athletes/india/sanjana-singh-15036759
24,4:16.28,,Yume GOTO,25 FEB 2000,JPN,8,,"National Stadium, Tokyo (JPN)",06 JUL 2025,1078,women_1500m,2025,https://worldathletics.org/athletes/athlete=14733554
25,4:16.46,,Karin YASUMOTO,06 OCT 1996,JPN,4h2,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1077,women_1500m,2025,https://worldathletics.org/athletes/athlete=14659419
26,4:16.73,,Kairi IKENO,16 AUG 2007,JPN,6f4,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,1075,women_1500m,2025,https://worldathletics.org/athletes/japan/kairi-ikeno-14995311
27,4:17.20,,Mei HOSOMI,04 JAN 2007,JPN,7h1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1071,women_1500m,2025,https://worldathletics.org/athletes/japan/mei-hosomi-14969031
28,4:17.32,,Miori KIDA,30 NOV 2007,JPN,1,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",28 SEP 2025,1070,women_1500m,2025,https://worldathletics.org/athletes/japan/miori-kida-15001397
29,4:17.46,,Yuua NAGAMORI,05 MAY 2009,JPN,7f4,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,1069,women_1500m,2025,https://worldathletics.org/athletes/japan/yuua-nagamori-15227879
30,4:17.58,,Runa SHOJI,28 MAR 2004,JPN,6,,"Athletics Stadium, Setagaya, Tokyo (JPN)",12 JUL 2025,1068,women_1500m,2025,https://worldathletics.org/athletes/athlete=14895671
31,4:17.62,,Toshika TAMURA,06 JUN 1990,JPN,8h1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1068,women_1500m,2025,https://worldathletics.org/athletes/athlete=14288105
32,4:17.66,,Aoi SUZUKI,14 FEB 2000,JPN,5f2,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1068,women_1500m,2025,https://worldathletics.org/athletes/athlete=14822363
33,4:17.71,,Rong RONG,13 AUG 2007,CHN,8,,"National Stadium, Beijing (CHN)",07 SEP 2025,1067,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/rong-rong-15034343
34,4:17.74,,KM. CHANDA,16 AUG 2001,IND,1,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",08 FEB 2025,1067,women_1500m,2025,https://worldathletics.org/athletes/athlete=14881883
35,4:17.97,,Yuzu NISHIDE,25 JAN 2000,JPN,1f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1065,women_1500m,2025,https://worldathletics.org/athletes/athlete=14858472
35,4:17.97,,Kajal KANAWADE,26 JAN 2001,IND,3,,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",28 SEP 2025,1065,women_1500m,2025,https://worldathletics.org/athletes/india/kajal-kanawade-14999523
37,4:18.11,,Yuan LI,03 MAR 2006,CHN,5,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1064,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yuan-li-15072977
38,4:18.26,,Iroha KODAMA,19 MAR 2008,JPN,2,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",28 SEP 2025,1063,women_1500m,2025,https://worldathletics.org/athletes/japan/iroha-kodama-15164016
39,4:18.31,,Sherry DRURY,16 NOV 2007,JPN,3,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",28 SEP 2025,1063,women_1500m,2025,https://worldathletics.org/athletes/japan/sherry-drury-14997151
40,4:18.40,,Jierushayuri MAYAKA,14 MAY 2001,JPN,7h2,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1062,women_1500m,2025,https://worldathletics.org/athletes/athlete=14905248
41,4:18.44,,Yuka SAKAJIRI,17 AUG 1999,JPN,2f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1062,women_1500m,2025,https://worldathletics.org/athletes/athlete=14719672
42,4:18.53,,Hui XU,02 MAR 2003,CHN,1,,"Shandong Sports Training Center, Jinan (CHN) (i)",08 MAR 2025,1081,women_1500m,2025,https://worldathletics.org/athletes/athlete=14884980
43,4:18.64,,Yunuo SONG,21 JAN 1999,CHN,6,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1060,women_1500m,2025,https://worldathletics.org/athletes/athlete=14800532
44,4:18.73,,Rikka KURODA,01 SEP 2008,JPN,1,,"New Aomori Sports Park, Aomori (JPN)",14 JUN 2025,1060,women_1500m,2025,https://worldathletics.org/athletes/japan/rikka-kuroda-15049940
45,4:18.77,,Ran URABE,16 JUN 1995,JPN,7,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2025,1059,women_1500m,2025,https://worldathletics.org/athletes/athlete=14444476
46,4:18.85,,Mao KOGURE,31 AUG 2002,JPN,7f2,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1059,women_1500m,2025,https://worldathletics.org/athletes/athlete=14897026
47,4:18.90,,Aika MURAI,05 DEC 2008,JPN,3,,"Takebishi Stadium, Kyoto (JPN)",13 JUN 2025,1058,women_1500m,2025,https://worldathletics.org/athletes/japan/aika-murai-15052450
48,4:18.94,,Michi KAWANISHI,24 JAN 2007,JPN,3f2,,"Nagaragawa Stadium, Gifu (JPN)",10 MAY 2025,1058,women_1500m,2025,https://worldathletics.org/athletes/athlete=14909521
49,4:19.01,,Risa YAMAZAKI,29 AUG 2002,JPN,8f2,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1058,women_1500m,2025,https://worldathletics.org/athletes/athlete=14895856
50,4:19.14,,Tsubomi TEZUKA,04 JAN 2008,JPN,2,,"New Aomori Sports Park, Aomori (JPN)",14 JUN 2025,1057,women_1500m,2025,https://worldathletics.org/athletes/japan/tsubomi-tezuka-15052704
51,4:19.26,,Fuka OTAGAKI,21 DEC 2004,JPN,1,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2025,1056,women_1500m,2025,https://worldathletics.org/athletes/japan/fuka-otagaki-14958833
51,4:19.26,,Koharu CHUGO,12 SEP 2005,JPN,9f2,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1056,women_1500m,2025,https://worldathletics.org/athletes/japan/koharu-chugo-15003912
53,4:19.29,,Xinyue JI,17 JUL 2004,CHN,7,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1055,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/xinyue-ji-15072973
54,4:19.39,,Natsu HASHIMOTO,29 NOV 1997,JPN,10f2,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1055,women_1500m,2025,https://worldathletics.org/athletes/athlete=14719668
54,4:19.39,,Margaret MUTONI,12 APR 2008,JPN,1,,"Egao Kenko Stadium, Kumamoto (JPN)",14 JUN 2025,1055,women_1500m,2025,https://worldathletics.org/athletes/japan/margaret-mutoni-15180894
56,4:19.40,,Ichika OZAKI,08 FEB 2009,JPN,5,,"Takebishi Stadium, Kyoto (JPN)",13 JUN 2025,1055,women_1500m,2025,https://worldathletics.org/athletes/japan/ichika-ozaki-15004634
57,4:19.44,,Mahiro HASEGAWA,17 APR 2003,JPN,2,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1054,women_1500m,2025,https://worldathletics.org/athletes/athlete=14904550
58,4:19.50,,Yujin KIM,21 JUL 1996,KOR,2,,"Busan Asiad Stadium, Busan (KOR)",22 OCT 2025,1054,women_1500m,2025,https://worldathletics.org/athletes/athlete=14532349
59,4:19.58,,Saya MIYAKAWA,23 NOV 2004,JPN,2f2,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1053,women_1500m,2025,https://worldathletics.org/athletes/athlete=14904081
60,4:19.62,,Miku MATSUMOTO,26 APR 2005,JPN,2,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",26 APR 2025,1053,women_1500m,2025,https://worldathletics.org/athletes/japan/miku-matsumoto-14951300
61,4:19.87,,Yuya SAWADA,01 MAR 2006,JPN,9h1,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1051,women_1500m,2025,https://worldathletics.org/athletes/athlete=14958661
62,4:19.97,,Wuga HE,28 JUL 1998,CHN,2f3,,"Xipu Training Base Indoor Athletics Stadium, Chengdu (CHN) (i)",10 FEB 2025,1070,women_1500m,2025,https://worldathletics.org/athletes/athlete=14862415
63,4:20.02,,Thi Oanh NGUYEN,15 AUG 1995,VIE,7,,"Gumi Civic Stadium, Gumi (KOR)",28 MAY 2025,1050,women_1500m,2025,https://worldathletics.org/athletes/athlete=14524770
64,4:20.06,,Jiahui CHEN,28 JAN 2003,CHN,2,,"Shandong Sports Training Center, Jinan (CHN) (i)",08 MAR 2025,1069,women_1500m,2025,https://worldathletics.org/athletes/athlete=14893316
64,4:20.06,,Mitsu OZAKI,12 DEC 2003,JPN,2f2,,"Yanmar Stadium Nagai, Osaka (JPN)",07 JUN 2025,1050,women_1500m,2025,https://worldathletics.org/athletes/athlete=14895612
66,4:20.14,,Azusa SUMI,12 AUG 1996,JPN,4f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1049,women_1500m,2025,https://worldathletics.org/athletes/athlete=14524081
67,4:20.18,,Norah JERUTO,02 OCT 1995,KAZ,1,,"Track & Field complex QAZAQSTAN, Astana (KAZ) (i)",14 FEB 2025,1068,women_1500m,2025,https://worldathletics.org/athletes/athlete=14479154
68,4:20.19,,Nan ZHANG,10 SEP 2000,CHN,9,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1049,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/nan-zhang-14788587
69,4:20.28,,Kaho TOCHIO,18 DEC 2007,JPN,6,,"Takebishi Stadium, Kyoto (JPN)",13 JUN 2025,1048,women_1500m,2025,https://worldathletics.org/athletes/japan/kaho-tochio-15050172
69,4:20.28,,Haruko HOSAKA,23 APR 2001,JPN,6f1,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1048,women_1500m,2025,https://worldathletics.org/athletes/athlete=14855577
71,4:20.55,,Mai OZAKI,12 FEB 2005,JPN,4,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1046,women_1500m,2025,https://worldathletics.org/athletes/athlete=14916739
72,4:20.58,,Yume SUGIMORI,27 JUL 2007,JPN,10f4,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,1046,women_1500m,2025,https://worldathletics.org/athletes/japan/yume-sugimori-14995959
73,4:20.60,,Yuka KOMATSU,02 JUL 2003,JPN,5,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1046,women_1500m,2025,https://worldathletics.org/athletes/athlete=14860670
74,4:20.64,,Yue DENG,26 JUN 2007,CHN,2,,"Kuishan Sports Center, Rizhao (CHN)",26 SEP 2025,1045,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yue-deng-15166268
75,4:20.67,,Layla ALMASRI,26 JUN 1999,PLE,3f7,,"Cougar Athletic Stadium, Azusa, CA (USA)",18 APR 2025,1045,women_1500m,2025,https://worldathletics.org/athletes/athlete=14828902
76,4:20.70,,Misaki SHITAMORI,04 AUG 2005,JPN,7f1,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1045,women_1500m,2025,https://worldathletics.org/athletes/japan/misaki-shitamori-14961631
77,4:20.74,,Kana HOTTA,30 NOV 2004,JPN,6f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1045,women_1500m,2025,https://worldathletics.org/athletes/japan/kana-hotta-14950222
78,4:20.78,,Rina SASAKI,18 JAN 2002,JPN,7f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1044,women_1500m,2025,https://worldathletics.org/athletes/japan/rina-sasaki-15024484
79,4:20.80,,Shiho KUROKAWA,09 MAY 2009,JPN,4,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",28 SEP 2025,1044,women_1500m,2025,https://worldathletics.org/athletes/japan/shiho-kurokawa-15227880
80,4:20.82,,Misaki KUBO,06 SEP 2001,JPN,8f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1044,women_1500m,2025,https://worldathletics.org/athletes/athlete=14861126
81,4:20.99,,Senri MORI,28 MAR 2006,JPN,6,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1043,women_1500m,2025,https://worldathletics.org/athletes/japan/senri-mori-14979751
81,4:20.99,,Suzuka WATANABE,09 MAY 2002,JPN,9f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1043,women_1500m,2025,https://worldathletics.org/athletes/athlete=14921602
83,4:21.04,,Akira MATSUI,12 MAY 2003,JPN,4f2,,"Yanmar Stadium Nagai, Osaka (JPN)",07 JUN 2025,1042,women_1500m,2025,https://worldathletics.org/athletes/japan/akira-matsui-14955707
84,4:21.07,,Mayu ISHIHARA,23 NOV 2009,JPN,3,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",26 APR 2025,1042,women_1500m,2025,https://worldathletics.org/athletes/japan/mayu-ishihara-15174646
85,4:21.10,,Ayami YOSHIDA,11 OCT 2007,JPN,3f1,,"Athletics Stadium, Fukagawa (JPN)",11 JUN 2025,1042,women_1500m,2025,https://worldathletics.org/athletes/japan/ayami-yoshida-15050389
86,4:21.16,,Mana AIBA,21 NOV 2004,JPN,7,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1041,women_1500m,2025,https://worldathletics.org/athletes/japan/mana-aiba-14956413
86,4:21.16,,Serie FUKUDA,22 FEB 2008,JPN,2h1,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1041,women_1500m,2025,https://worldathletics.org/athletes/japan/serie-fukuda-15103211
88,4:21.18,,Yingying QIN,07 JUN 2004,CHN,10,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",20 NOV 2025,1041,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yingying-qin-14977749
89,4:21.37,,Amandeep KAUR,09 JUL 2003,IND,3,,"Jawaharlal Nehru Stadium, Chennai (IND)",21 AUG 2025,1040,women_1500m,2025,https://worldathletics.org/athletes/india/amandeep-kaur-14975323
90,4:21.47,,Nana TANAKA,16 OCT 2004,JPN,4f1,,"Athletics Stadium, Fukagawa (JPN)",11 JUN 2025,1039,women_1500m,2025,https://worldathletics.org/athletes/japan/nana-tanaka-14949213
91,4:21.48,,Vinita GURJAR,27 SEP 2005,IND,4,,"Maharaja's College Grounds, Kochi (IND)",21 APR 2025,1039,women_1500m,2025,https://worldathletics.org/athletes/athlete=14926714
92,4:21.49,,Nokoka HOSAKA,12 MAY 1997,JPN,10f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1039,women_1500m,2025,https://worldathletics.org/athletes/athlete=14719666
93,4:21.59,,Hae-jin PARK,12 APR 2003,KOR,3f2,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1038,women_1500m,2025,https://worldathletics.org/athletes/athlete=14910461
94,4:21.68,,Nanami OKAWA,10 MAY 2007,JPN,5,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",26 APR 2025,1037,women_1500m,2025,https://worldathletics.org/athletes/japan/nanami-okawa-14976147
95,4:21.81,,Kyo HONMA,12 SEP 2006,JPN,9,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1037,women_1500m,2025,https://worldathletics.org/athletes/japan/kyo-honma-15049085
96,4:21.90,,Panpan WANG,17 JUN 2003,CHN,3f3,,"Xipu Training Base Indoor Athletics Stadium, Chengdu (CHN) (i)",10 FEB 2025,1055,women_1500m,2025,https://worldathletics.org/athletes/athlete=14885772
97,4:21.92,,KM DEEKSHA,01 JAN 1999,IND,2,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",08 FEB 2025,1036,women_1500m,2025,https://worldathletics.org/athletes/athlete=14916391
98,4:21.98,,Ayu KOYAMA,20 AUG 2003,JPN,10,,"Universiade Commemorative Stadium, Kobe (JPN)",20 APR 2025,1035,women_1500m,2025,https://worldathletics.org/athletes/japan/ayu-koyama-14950087
99,4:22.04,,Kaede KAWAMURA,23 NOV 1997,JPN,5f2,,"Yanmar Stadium Nagai, Osaka (JPN)",07 JUN 2025,1035,women_1500m,2025,https://worldathletics.org/athletes/athlete=14809489
100,4:22.05,,Yura TANAKA,12 DEC 2005,JPN,6,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2025,1035,women_1500m,2025,https://worldathletics.org/athletes/japan/yura-tanaka-15005156
101,4:22.30,,Daisy JEPKEMEI,13 FEB 1996,KAZ,2,,"Track & Field complex QAZAQSTAN, Astana (KAZ) (i)",14 FEB 2025,1052,women_1500m,2025,https://worldathletics.org/athletes/athlete=14530633
102,4:22.31,,Thi Ngan BUI,24 FEB 2001,VIE,,,"Wan Chai Sports Ground, Hong Kong (HKG)",10 MAY 2025,1033,women_1500m,2025,https://worldathletics.org/athletes/athlete=14816357
103,4:22.36,,Nami KAWAKAMI,13 MAY 2008,JPN,2f3,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,1032,women_1500m,2025,https://worldathletics.org/athletes/japan/nami-kawakami-15174828
104,4:22.50,,Sakine NOGUCHI,09 OCT 2007,JPN,13f4,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,1031,women_1500m,2025,https://worldathletics.org/athletes/japan/sakine-noguchi-14975616
105,4:22.72,,Honoka TANAIKE,21 MAR 1997,JPN,8f2,,"Yanmar Stadium Nagai, Osaka (JPN)",07 JUN 2025,1030,women_1500m,2025,https://worldathletics.org/athletes/athlete=14722786
106,4:22.80,,Lizhen YANG,20 AUG 2005,CHN,2h1,,"Sports Center, Jiaxing (CHN)",28 APR 2025,1029,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/lizhen-yang-15031076
107,4:22.89,,Rin KITAMURA,27 MAR 2007,JPN,9,,"Athletics Stadium, Setagaya, Tokyo (JPN)",12 JUL 2025,1028,women_1500m,2025,https://worldathletics.org/athletes/japan/rin-kitamura-15003538
108,4:23.00,,Jiwon CHA,04 MAY 2002,KOR,2,,"Yecheon Stadium, Yecheon (KOR)",03 SEP 2025,1028,women_1500m,2025,https://worldathletics.org/athletes/athlete=14850573
109,4:23.22,,Honoka MAEDA,04 DEC 2004,JPN,1,,"Fukuoka University Stadium, Fukuoka (JPN)",19 JUL 2025,1026,women_1500m,2025,https://worldathletics.org/athletes/japan/honoka-maeda-14966714
110,4:23.37,,Shuqi YE,26 DEC 2004,CHN,7h2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",17 NOV 2025,1025,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/shuqi-ye-14977750
111,4:23.41,,Ruyi GUI,07 DEC 2003,CHN,8h2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",17 NOV 2025,1025,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/ruyi-gui-14977748
112,4:23.42,,Nikita SHARMA,04 JUL 2001,IND,5,,"Maharaja's College Grounds, Kochi (IND)",21 APR 2025,1025,women_1500m,2025,https://worldathletics.org/athletes/athlete=14921029
112,4:23.42,,Nanaka IZAWA,13 APR 1991,JPN,1f1,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1025,women_1500m,2025,https://worldathletics.org/athletes/athlete=14335034
114,4:23.49,,Yuri TASAKI,13 FEB 2001,JPN,10h2,,"National Stadium, Tokyo (JPN)",05 JUL 2025,1024,women_1500m,2025,https://worldathletics.org/athletes/athlete=14855571
115,4:23.50,,Mami YAMAGUCHI,11 OCT 2000,JPN,12f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1024,women_1500m,2025,https://worldathletics.org/athletes/athlete=14815009
116,4:23.58,,Kisaki SASAKI,15 JAN 2010,JPN,2,,Rifu (JPN),25 SEP 2025,1023,women_1500m,2025,https://worldathletics.org/athletes/japan/kisaki-sasaki-15256247
117,4:23.62,,Kana INOUE,02 APR 2009,JPN,5,,"New Aomori Sports Park, Aomori (JPN)",14 JUN 2025,1023,women_1500m,2025,https://worldathletics.org/athletes/japan/kana-inoue-15251936
118,4:23.65,,Nanako OTANI,01 JUL 1999,JPN,8f1,,"Athletics Stadium, Fukagawa (JPN)",11 JUN 2025,1023,women_1500m,2025,https://worldathletics.org/athletes/athlete=14858479
119,4:23.75,,Haru AZUMA,05 MAY 2008,JPN,1,,"Kimiidera Park Athletic Field, Wakayama (JPN)",20 SEP 2025,1022,women_1500m,2025,https://worldathletics.org/athletes/japan/haru-azuma-15184831
120,4:23.94,,Thota SANKEERTANA,17 JUL 2003,IND,4,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",08 FEB 2025,1021,women_1500m,2025,https://worldathletics.org/athletes/india/thota-sankeertana-15045538
121,4:23.96,,Asa KOBAYASHI,08 MAR 2002,JPN,10f2,,"Yanmar Stadium Nagai, Osaka (JPN)",07 JUN 2025,1021,women_1500m,2025,https://worldathletics.org/athletes/japan/asa-kobayashi-14969039
122,4:23.98,,Ayaka HORI,12 JUN 2001,JPN,5f2,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1020,women_1500m,2025,https://worldathletics.org/athletes/athlete=14930757
123,4:24.00,,Azumi NAGIRA,23 MAY 2003,JPN,4f1,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,1020,women_1500m,2025,https://worldathletics.org/athletes/athlete=14909786
124,4:24.03,,Madoka INAI,30 APR 2008,JPN,3,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,1020,women_1500m,2025,https://worldathletics.org/athletes/japan/madoka-inai-15168279
125,4:24.10,,Shiori HONMA,06 MAR 2009,JPN,6,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",28 SEP 2025,1020,women_1500m,2025,https://worldathletics.org/athletes/japan/shiori-honma-15167390
126,4:24.15,,Nimali WALIWARSHA,19 SEP 1989,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",08 MAR 2025,1019,women_1500m,2025,https://worldathletics.org/athletes/athlete=14376422
127,4:24.16,,Rine SETOGUCHI,09 JAN 2008,JPN,3,,"Egao Kenko Stadium, Kumamoto (JPN)",14 JUN 2025,1019,women_1500m,2025,https://worldathletics.org/athletes/japan/rine-setoguchi-15048527
128,4:24.20,,Rei TAYA,06 MAR 2009,JPN,3,,"Kimiidera Park Athletic Field, Wakayama (JPN)",20 SEP 2025,1019,women_1500m,2025,https://worldathletics.org/athletes/japan/rei-taya-15030210
129,4:24.26,,Ayaka SEGI,14 MAY 2004,JPN,11,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1018,women_1500m,2025,https://worldathletics.org/athletes/athlete=14930830
130,4:24.30,,Miu SUZUKI,25 MAY 2005,JPN,5h2,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1018,women_1500m,2025,https://worldathletics.org/athletes/japan/miu-suzuki-15005079
