Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
131,4:24.38,,So-mang SHIN,04 APR 1993,KOR,1f2,,"Athletics Stadium, Shibetsu (JPN)",14 JUN 2025,1017,women_1500m,2025,https://worldathletics.org/athletes/athlete=14289897
131,4:24.38,,Haruka SUGURO,27 NOV 2006,JPN,3h1,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",27 SEP 2025,1017,women_1500m,2025,https://worldathletics.org/athletes/japan/haruka-suguro-14962981
133,4:24.50,,Rui QUAN,08 JAN 2005,CHN,2,,"Guoxin Sports Center, Qingdao (CHN)",20 JUN 2025,1017,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/rui-quan-14974451
134,4:24.64,,Mihira KOBAYASHI,30 MAY 2005,JPN,12,,"Prefectural Stadium, Okayama (JPN)",06 JUN 2025,1016,women_1500m,2025,https://worldathletics.org/athletes/japan/mihira-kobayashi-14998857
135,4:24.75,,Airu NAKAMURA,29 APR 2007,JPN,1f2,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,1015,women_1500m,2025,https://worldathletics.org/athletes/japan/airu-nakamura-14977294
136,4:25.01,,Risa FUJITA,05 NOV 2008,JPN,2f2,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,1013,women_1500m,2025,https://worldathletics.org/athletes/japan/risa-fujita-15251984
137,4:25.02,,Myoko MATSURA,12 JUL 2008,JPN,4,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,1013,women_1500m,2025,https://worldathletics.org/athletes/japan/myoko-matsura-15174822
138,4:25.16,,Woo-rim PARK,23 JUL 2005,KOR,3,,"Yecheon Stadium, Yecheon (KOR)",03 SEP 2025,1012,women_1500m,2025,https://worldathletics.org/athletes/athlete=14914157
139,4:25.34,,Saki MATSUI,22 JUN 1999,JPN,2f1,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,1010,women_1500m,2025,https://worldathletics.org/athletes/athlete=14886245
140,4:25.39,,Kurumi MASUDA,18 MAR 2008,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",23 MAY 2025,1010,women_1500m,2025,https://worldathletics.org/athletes/japan/kurumi-masuda-15030212
141,4:25.42,,Yumi YOSHIKAWA,31 OCT 1990,JPN,3,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",14 JUN 2025,1010,women_1500m,2025,https://worldathletics.org/athletes/athlete=14522388
142,4:25.47,,Chunling WU,03 JUL 2001,CHN,9h2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",17 NOV 2025,1009,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/chunling-wu-14974858
143,4:25.50,,Miina ARAKI,23 JAN 2010,JPN,2,,"Prefectural Stadium, Okinawa (JPN)",10 OCT 2025,1009,women_1500m,2025,https://worldathletics.org/athletes/japan/miina-araki-15251943
143,4:25.50,,Yan LIU,27 JUL 2005,CHN,10h2,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",17 NOV 2025,1009,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yan-liu-14974454
145,4:25.55,,Yunzhu QIAN,20 NOV 2008,CHN,7,,"Kuishan Sports Center, Rizhao (CHN)",26 SEP 2025,1009,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yunzhu-qian-15224765
146,4:25.59,,Nozomi KONDO,20 JUL 2005,JPN,6h2,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1009,women_1500m,2025,https://worldathletics.org/athletes/japan/nozomi-kondo-15001068
147,4:25.64,,Yudu HASEGAWA,17 MAR 2009,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",23 MAY 2025,1008,women_1500m,2025,https://worldathletics.org/athletes/japan/yudu-hasegawa-14997554
148,4:25.71,,Nichika MAEDA,27 APR 2007,JPN,2,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,1008,women_1500m,2025,https://worldathletics.org/athletes/japan/nichika-maeda-15171080
149,4:25.78,,Honomi MURAMATSU,27 FEB 2010,JPN,2,,"Athletic Stadium, Hikone (JPN)",06 OCT 2025,1007,women_1500m,2025,https://worldathletics.org/athletes/japan/honomi-muramatsu-15249843
150,4:25.79,,Bhumeshwory Devi HUIDROM,01 FEB 2004,IND,4,,"Jawaharlal Nehru Stadium, Chennai (IND)",21 AUG 2025,1007,women_1500m,2025,https://worldathletics.org/athletes/india/bhumeshwory-devi-huidrom-14971016
151,4:25.80,,Yuiri OGATA,02 MAY 2002,JPN,14f2,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,1007,women_1500m,2025,https://worldathletics.org/athletes/athlete=14860667
152,4:25.81,,Aika KOREEDA,06 AUG 2010,JPN,3,,"Athletic Stadium, Hikone (JPN)",06 OCT 2025,1007,women_1500m,2025,https://worldathletics.org/athletes/japan/aika-koreeda-15261695
153,4:25.93,,Sena KANEKO,25 DEC 2007,JPN,4h3,,"Takebishi Stadium, Kyoto (JPN)",12 JUN 2025,1006,women_1500m,2025,https://worldathletics.org/athletes/japan/sena-kaneko-15059046
154,4:25.97,,Miku SUGINAGA,18 JUN 2005,JPN,7h2,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1006,women_1500m,2025,https://worldathletics.org/athletes/japan/miku-suginaga-14998594
155,4:26.02,,Hina TADA,03 MAY 2004,JPN,8,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",26 APR 2025,1005,women_1500m,2025,https://worldathletics.org/athletes/japan/hina-tada-14979870
156,4:26.05,,Hanano SHIMAMOTO,16 JAN 2009,JPN,1,,"Sunrise Park, Saga (JPN)",13 JUN 2025,1005,women_1500m,2025,https://worldathletics.org/athletes/japan/hanano-shimamoto-15148448
157,4:26.06,,Mei OTANI,02 OCT 2007,JPN,1,,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",23 MAY 2025,1005,women_1500m,2025,https://worldathletics.org/athletes/japan/mei-otani-14963016
157,4:26.06,,Ayame HAYASHI,25 OCT 2006,JPN,6h3,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1005,women_1500m,2025,https://worldathletics.org/athletes/japan/ayame-hayashi-14979752
157,4:26.06,,Minami SUGANO,12 MAY 2008,JPN,2,,"Sunrise Park, Saga (JPN)",13 JUN 2025,1005,women_1500m,2025,https://worldathletics.org/athletes/japan/minami-sugano-15148445
160,4:26.15,,Miu KURIBARA,19 JAN 2009,JPN,5,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,1004,women_1500m,2025,https://worldathletics.org/athletes/japan/miu-kuribara-15168281
161,4:26.35,,Yixuan SHAO,03 NOV 2006,CHN,6,,"Sports Center, Quzhou (CHN)",04 AUG 2025,1003,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yixuan-shao-14990737
162,4:26.36,,Mihane KANO,12 APR 2007,JPN,4f2,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,1003,women_1500m,2025,https://worldathletics.org/athletes/japan/mihane-kano-15135834
163,4:26.39,,Kurea WATANABE,03 OCT 2005,JPN,4,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",14 JUN 2025,1003,women_1500m,2025,https://worldathletics.org/athletes/japan/kurea-watanabe-14998853
164,4:26.40,,. ANJU,03 NOV 2004,IND,2,,"Jawaharlal Nehru Stadium, Chennai (IND)",15 APR 2025,1003,women_1500m,2025,https://worldathletics.org/athletes/india/anju-15045670
165,4:26.43,,Takiho YAMAMOTO,11 MAY 2005,JPN,8h2,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,1002,women_1500m,2025,https://worldathletics.org/athletes/japan/takiho-yamamoto-15162634
166,4:26.53,,Sabokhat SAMIYONOVA,08 OCT 2002,UZB,1,,"AFU Athletics Stadium, Tashkent (UZB)",17 SEP 2025,1002,women_1500m,2025,https://worldathletics.org/athletes/uzbekistan/sabokhat-samiyonova-14984624
167,4:26.55,,Kazuha SUGIYASU,05 JUN 2008,JPN,4,,"Egao Kenko Stadium, Kumamoto (JPN)",14 JUN 2025,1001,women_1500m,2025,https://worldathletics.org/athletes/japan/kazuha-sugiyasu-15039551
168,4:26.58,,Seo-bin LEE,02 JAN 2003,KOR,8f2,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,1001,women_1500m,2025,https://worldathletics.org/athletes/athlete=14901478
169,4:26.61,,Yua TSUKAMOTO,19 OCT 2006,JPN,8f1,,"Egao Kenko Stadium, Kumamoto (JPN)",12 APR 2025,1001,women_1500m,2025,https://worldathletics.org/athletes/japan/yua-tsukamoto-14969032
170,4:26.64,,Fuka KONDO,12 DEC 2009,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",28 JUN 2025,1001,women_1500m,2025,https://worldathletics.org/athletes/japan/fuka-kondo-15177875
171,4:26.79,,Guiping ZHANG,02 APR 2001,CHN,7h1,,"Guangdong Ersha Sports Training Center, Guangzhou (CHN)",17 NOV 2025,1000,women_1500m,2025,https://worldathletics.org/athletes/athlete=14806064
172,4:26.81,,Disha BORSE,15 MAR 2001,IND,3,,"Jawaharlal Nehru Stadium, Chennai (IND)",15 APR 2025,1000,women_1500m,2025,https://worldathletics.org/athletes/india/disha-borse-14998018
173,4:26.83,,Nanami TANIUCHI,16 NOV 2009,JPN,1,,"Kimiidera Park Athletic Field, Wakayama (JPN)",20 SEP 2025,999,women_1500m,2025,https://worldathletics.org/athletes/japan/nanami-taniuchi-15161883
174,4:26.87,,Kanna FUJII,12 AUG 2008,JPN,1f1,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,999,women_1500m,2025,https://worldathletics.org/athletes/japan/kanna-fujii-15044375
175,4:26.99,,Novia Nur NIRWANI,28 NOV 1999,INA,1,,"Manahan Stadium, Surakarta (INA)",31 AUG 2025,998,women_1500m,2025,https://worldathletics.org/athletes/athlete=14914470
175,4:26.99,,Hye-won O,05 FEB 2003,KOR,4,,"Busan Asiad Stadium, Busan (KOR)",22 OCT 2025,998,women_1500m,2025,https://worldathletics.org/athletes/korea/hye-won-o-14980520
177,4:27.06,,M.Rasara Wijesuriya WIJESOORIYA,24 NOV 2002,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",30 SEP 2025,998,women_1500m,2025,https://worldathletics.org/athletes/sri-lanka/mrasara-wijesuriya-wijesooriya-15140450
178,4:27.19,,Juno NAKAZATO,01 APR 2010,JPN,5,,"Athletic Stadium, Hikone (JPN)",06 OCT 2025,997,women_1500m,2025,https://worldathletics.org/athletes/japan/juno-nakazato-15239496
179,4:27.20,,Mei HIRAI,20 MAR 2011,JPN,6,,"Athletic Stadium, Hikone (JPN)",06 OCT 2025,997,women_1500m,2025,https://worldathletics.org/athletes/japan/mei-hirai-15261696
180,4:27.23,,Jinping SONG,04 FEB 2010,CHN,10,,"National Stadium, Beijing (CHN)",07 SEP 2025,997,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/jinping-song-15248312
181,4:27.39,,Fang LIU,16 AUG 2000,CHN,4h2,,"Guoxin Sports Center, Qingdao (CHN)",18 JUN 2025,995,women_1500m,2025,https://worldathletics.org/athletes/athlete=14811446
182,4:27.41,,C. PRIYANKA,02 JAN 2004,IND,7,,"Maharaja's College Grounds, Kochi (IND)",21 APR 2025,995,women_1500m,2025,https://worldathletics.org/athletes/india/c-priyanka-14973472
182,4:27.41,,Lingling RAN,31 JAN 2004,CHN,5h2,,"Guoxin Sports Center, Qingdao (CHN)",18 JUN 2025,995,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/lingling-ran-15041186
184,4:27.45,,Yuina SUZUKI,01 JUN 2004,JPN,9h2,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,995,women_1500m,2025,https://worldathletics.org/athletes/japan/yuina-suzuki-14960664
185,4:27.48,,Ainuska KALIL KYZY,09 DEC 2003,KGZ,1,,"AFU Athletics Stadium, Tashkent (UZB)",16 AUG 2025,995,women_1500m,2025,https://worldathletics.org/athletes/athlete=14851014
186,4:27.55,,Nanami EGASHIRA,18 JUL 2007,JPN,5f2,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,994,women_1500m,2025,https://worldathletics.org/athletes/japan/nanami-egashira-15046074
187,4:27.58,,Sora TATSUTA,18 NOV 2005,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",07 JUN 2025,994,women_1500m,2025,https://worldathletics.org/athletes/athlete=14896824
188,4:27.62,,Sakiha INAOKA,07 JUN 2008,JPN,2h2,,"Yanmar Stadium Nagai, Osaka (JPN)",27 JUN 2025,994,women_1500m,2025,https://worldathletics.org/athletes/japan/sakiha-inaoka-15184830
189,4:27.63,,Tihiro TUSHIMA,02 APR 2004,JPN,3f1,,"Prefectural Stadium, Kumagaya (JPN)",23 MAY 2025,994,women_1500m,2025,https://worldathletics.org/athletes/japan/tihiro-tushima-14949533
190,4:27.64,,Akari NIGA,03 JAN 2008,JPN,9,,"Takebishi Stadium, Kyoto (JPN)",13 JUN 2025,994,women_1500m,2025,https://worldathletics.org/athletes/japan/akari-niga-14969035
191,4:27.65,,Aoi YOSHIHARA,18 SEP 2007,JPN,5,,"Egao Kenko Stadium, Kumamoto (JPN)",14 JUN 2025,993,women_1500m,2025,https://worldathletics.org/athletes/japan/aoi-yoshihara-15113195
192,4:27.67,,Momoko FUJISHIGE,12 MAR 2008,JPN,4,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,993,women_1500m,2025,https://worldathletics.org/athletes/japan/momoko-fujishige-15168062
193,4:27.71,,Ridu HASEGAWA,17 MAR 2009,JPN,4,,"Yanmar Stadium Nagai, Osaka (JPN)",23 MAY 2025,993,women_1500m,2025,https://worldathletics.org/athletes/japan/ridu-hasegawa-14997553
194,4:27.79,,Honoka INOUE,19 JAN 2009,JPN,5,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,992,women_1500m,2025,https://worldathletics.org/athletes/japan/honoka-inoue-14995433
195,4:27.85,,Nana KURODA,25 MAY 2005,JPN,2f2,,"Yamashiro Park Stadium, Uji (JPN)",06 APR 2025,992,women_1500m,2025,https://worldathletics.org/athletes/japan/nana-kuroda-14996780
195,4:27.85,,Doyeon KIM,02 SEP 1993,KOR,2f2,,"Jeongseon Sports Complex, Jeongseon (KOR)",21 JUN 2025,992,women_1500m,2025,https://worldathletics.org/athletes/athlete=14375436
197,4:27.86,,K.G.M.N.A. KUMARI,02 JUN 1996,SRI,2,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",08 MAR 2025,992,women_1500m,2025,https://worldathletics.org/athletes/athlete=14793824
198,4:27.91,,Chunyu WANG,17 JAN 1995,CHN,2f2,,"Shandong Sports Training Center, Jinan (CHN) (i)",18 FEB 2025,1010,women_1500m,2025,https://worldathletics.org/athletes/athlete=14462001
199,4:27.92,,Haruka FUJIKAWA,18 MAR 1999,JPN,2,,"Showa Denko Stadium, Oita (JPN)",26 APR 2025,991,women_1500m,2025,https://worldathletics.org/athletes/athlete=14811074
200,4:27.93,,Sayano ARITA,29 JUN 2007,JPN,6,,"Egao Kenko Stadium, Kumamoto (JPN)",14 JUN 2025,991,women_1500m,2025,https://worldathletics.org/athletes/japan/sayano-arita-15044578
200,4:27.93,,Ji-hyang HWANG,12 NOV 2001,KOR,6,,"Busan Asiad Stadium, Busan (KOR)",22 OCT 2025,991,women_1500m,2025,https://worldathletics.org/athletes/athlete=14852484
202,4:27.98,,Yui ONOTORA,13 MAY 2008,JPN,7,,"New Aomori Sports Park, Aomori (JPN)",14 JUN 2025,991,women_1500m,2025,https://worldathletics.org/athletes/japan/yui-onotora-15167381
202,4:27.98,,Miyu SUGIMURA,20 MAY 2005,JPN,6,,"International Stadium, Yokohama (JPN)",20 AUG 2025,991,women_1500m,2025,https://worldathletics.org/athletes/japan/miyu-sugimura-14954402
204,4:27.99,,Haruka ITO,27 AUG 2008,JPN,6,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,991,women_1500m,2025,https://worldathletics.org/athletes/japan/haruka-ito-15184445
205,4:28.03,,Jon Su GYONG,15 JAN 2004,PRK,2,,"Taipei Municipal Stadium, Taipei City (TPE)",07 JUN 2025,991,women_1500m,2025,https://worldathletics.org/athletes/dpr-of-korea/jon-su-gyong-15159897
205,4:28.03,,Manaka AWA,16 AUG 2003,JPN,3,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2025,991,women_1500m,2025,https://worldathletics.org/athletes/japan/manaka-awa-14956020
207,4:28.07,,Hai YANG,08 MAR 2004,CHN,1f2,,"Shuangliu Sports Centre, Chengdu (CHN)",03 MAY 2025,990,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/hai-yang-15084893
208,4:28.08,,Mitsuki FUJITANI,18 FEB 2008,JPN,7,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,990,women_1500m,2025,https://worldathletics.org/athletes/japan/mitsuki-fujitani-15249849
209,4:28.16,,Koa SETOGUCHI,23 JUN 2009,JPN,7,,"Athletic Stadium, Hikone (JPN)",06 OCT 2025,990,women_1500m,2025,https://worldathletics.org/athletes/japan/koa-setoguchi-15052518
210,4:28.21,,Kokona HIGASHI,16 FEB 2010,JPN,3h2,,"Athletic Stadium, Hikone (JPN)",05 OCT 2025,989,women_1500m,2025,https://worldathletics.org/athletes/japan/kokona-higashi-15228687
211,4:28.34,,Wangyuhan WANG,23 DEC 2009,CHN,1,,"Olympic Center, Shenyang (CHN)",13 AUG 2025,988,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/wangyuhan-wang-15192347
212,4:28.37,,Misora YABUKI,11 NOV 2004,JPN,12,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2025,988,women_1500m,2025,https://worldathletics.org/athletes/japan/misora-yabuki-14956772
213,4:28.41,,Akari GODA,12 DEC 2007,JPN,10f2,,"Municipal Stadium, Kitami (JPN)",16 JUL 2025,988,women_1500m,2025,https://worldathletics.org/athletes/japan/akari-goda-15050698
214,4:28.43,,. AKSHANA,01 JUN 2003,IND,9f1,,"Sam Bailey Track Stadium, Tuscaloosa, AL (USA)",12 APR 2025,988,women_1500m,2025,https://worldathletics.org/athletes/athlete=14818531
215,4:28.46,,Anna HIRAKATA,27 OCT 2006,JPN,6h1,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,988,women_1500m,2025,https://worldathletics.org/athletes/japan/anna-hirakata-15053262
215,4:28.46,,Kyoka NAMURA,06 AUG 2009,JPN,3,,"Kimiidera Park Athletic Field, Wakayama (JPN)",20 SEP 2025,988,women_1500m,2025,https://worldathletics.org/athletes/japan/kyoka-namura-15260673
217,4:28.48,,Mona UTSUNOMIYA,28 FEB 2009,JPN,5,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",31 MAY 2025,987,women_1500m,2025,https://worldathletics.org/athletes/japan/mona-utsunomiya-15003462
217,4:28.48,,Nanami ITO,03 JUL 2007,JPN,4h2,,"Takebishi Stadium, Kyoto (JPN)",12 JUN 2025,987,women_1500m,2025,https://worldathletics.org/athletes/japan/nanami-ito-14998376
219,4:28.54,,Misaki NAGAHAMA,03 FEB 2008,JPN,6,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",31 MAY 2025,987,women_1500m,2025,https://worldathletics.org/athletes/japan/misaki-nagahama-15168276
220,4:28.57,,Dawon SONG,02 AUG 2008,KOR,4,,"Gumi Civic Stadium, Gumi (KOR)",21 APR 2025,987,women_1500m,2025,https://worldathletics.org/athletes/korea/dawon-song-14980530
221,4:28.66,,Riona TATEISHI,28 JUL 2008,JPN,2f1,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,986,women_1500m,2025,https://worldathletics.org/athletes/japan/riona-tateishi-15005751
222,4:28.82,,Yura GAMO,30 JUL 2007,JPN,6f2,,"Prefectural Stadium, Hiroshima (JPN)",26 JUL 2025,985,women_1500m,2025,https://worldathletics.org/athletes/japan/yura-gamo-15005748
223,4:28.86,,Riria UNO,02 MAR 2008,JPN,2,,"Ryuhoku Stadium, Okazaki (JPN)",23 MAY 2025,985,women_1500m,2025,https://worldathletics.org/athletes/japan/riria-uno-14979742
224,4:28.96,,Koharu KANEKO,27 JAN 2004,JPN,8h3,,"Prefectural Stadium, Okayama (JPN)",05 JUN 2025,984,women_1500m,2025,https://worldathletics.org/athletes/japan/koharu-kaneko-14949982
225,4:29.05,,Jiajia ZHANG,22 AUG 2001,CHN,5,,"Shandong Sports Training Center, Jinan (CHN) (i)",08 MAR 2025,1002,women_1500m,2025,https://worldathletics.org/athletes/athlete=14857403
226,4:29.07,,Ayasa OSADA,22 MAY 2006,JPN,7,,"International Stadium, Yokohama (JPN)",20 AUG 2025,983,women_1500m,2025,https://worldathletics.org/athletes/japan/ayasa-osada-14962999
227,4:29.18,,Mai OGAWA,05 DEC 2007,JPN,2h2,,"Prefectural Stadium, Ise (JPN)",20 JUN 2025,982,women_1500m,2025,https://worldathletics.org/athletes/japan/mai-ogawa-15110592
227,4:29.18,,Meiting WANG,14 MAR 2008,CHN,2h2,,"Olympic Center, Shenyang (CHN)",10 AUG 2025,982,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/meiting-wang-15224171
229,4:29.19,,Yui KITAMURA,28 APR 2004,JPN,2,,"Fukuoka University Stadium, Fukuoka (JPN)",19 JUL 2025,982,women_1500m,2025,https://worldathletics.org/athletes/japan/yui-kitamura-14967062
229,4:29.19,,Vaishnavi RAWAL,09 MAY 2006,IND,1,,"Kalinga Stadium, Bhubaneshwar (IND)",10 OCT 2025,982,women_1500m,2025,https://worldathletics.org/athletes/india/vaishnavi-rawal-15190031
229,4:29.19,,Radha YADAV,12 AUG 2007,IND,2,,"Kalinga Stadium, Bhubaneshwar (IND)",10 OCT 2025,982,women_1500m,2025,https://worldathletics.org/athletes/india/radha-yadav-15190352
232,4:29.20,,Fang LIU,16 AUG 2000,CHN,4f2,,"Shandong Sports Training Center, Jinan (CHN) (i)",18 FEB 2025,1000,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/fang-liu-15192345
233,4:29.22,,Wakana MINAMI,03 DEC 2009,JPN,5h2,,"Athletic Stadium, Hikone (JPN)",05 OCT 2025,982,women_1500m,2025,https://worldathletics.org/athletes/japan/wakana-minami-15174647
234,4:29.30,,Ayana BOLATBEKKYZY,05 NOV 2006,KAZ,3,,"Track & Field complex QAZAQSTAN, Astana (KAZ) (i)",14 FEB 2025,1000,women_1500m,2025,https://worldathletics.org/athletes/kazakhstan/ayana-bolatbekkyzy-15038098
235,4:29.34,,Nagisa TANI,23 NOV 2007,JPN,4,,"Ryuhoku Stadium, Okazaki (JPN)",23 MAY 2025,981,women_1500m,2025,https://worldathletics.org/athletes/japan/nagisa-tani-15164017
236,4:29.39,,Kaede OYA,05 MAR 1994,JPN,7,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",31 MAY 2025,981,women_1500m,2025,https://worldathletics.org/athletes/athlete=14545093
237,4:29.41,,Akiha TAMURA,20 JUN 2008,JPN,6,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,981,women_1500m,2025,https://worldathletics.org/athletes/japan/akiha-tamura-15168287
238,4:29.46,,China SAKAI,26 FEB 2005,JPN,5,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",14 JUN 2025,980,women_1500m,2025,https://worldathletics.org/athletes/japan/china-sakai-14945911
239,4:29.47,,Tharushi Abhisheka MAHADURA,30 OCT 2008,SRI,1,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",11 OCT 2025,980,women_1500m,2025,https://worldathletics.org/athletes/sri-lanka/tharushi-abhisheka-mahadura-15100533
240,4:29.49,,Seoyong HYUN,22 NOV 1994,KOR,4,,"Yecheon Stadium, Yecheon (KOR)",03 SEP 2025,980,women_1500m,2025,https://worldathletics.org/athletes/athlete=14432122
240,4:29.49,,Sarina TATEISHI,04 DEC 2009,JPN,4h1,,"Athletic Stadium, Hikone (JPN)",05 OCT 2025,980,women_1500m,2025,https://worldathletics.org/athletes/japan/sarina-tateishi-15060381
242,4:29.50,,Mei KIKUCHI,17 APR 2009,JPN,5h1,,"Athletic Stadium, Hikone (JPN)",05 OCT 2025,980,women_1500m,2025,https://worldathletics.org/athletes/japan/mei-kikuchi-15177261
243,4:29.53,,Mai KUBOTA,18 JUL 2006,JPN,7h3,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2025,980,women_1500m,2025,https://worldathletics.org/athletes/japan/mai-kubota-15103215
244,4:29.55,,Yuri HIRANO,20 APR 2006,JPN,5,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2025,980,women_1500m,2025,https://worldathletics.org/athletes/japan/yuri-hirano-14969413
245,4:29.70,,Yiman WANG,22 MAR 2008,CHN,3,,"Olympic Center, Shenyang (CHN)",13 AUG 2025,979,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/yiman-wang-15182386
246,4:29.72,,Sakura MIYAMOTO,03 JUN 2008,JPN,5,,"Sunrise Park, Saga (JPN)",13 JUN 2025,978,women_1500m,2025,https://worldathletics.org/athletes/japan/sakura-miyamoto-15052521
247,4:29.75,,Himari SUGA,24 JUN 2008,JPN,7,,"Kanseki Stadium, Utsunomiya (JPN)",14 JUN 2025,978,women_1500m,2025,https://worldathletics.org/athletes/japan/himari-suga-15168282
248,4:29.76,,Khanh Linh NGUYEN,10 JUL 2006,VIE,2,,"Supachalasai National Stadium, Bangkok (THA)",11 DEC 2025,978,women_1500m,2025,https://worldathletics.org/athletes/vietnam/khanh-linh-nguyen-15009030
249,4:29.81,,Kexin FANG,19 APR 2009,CHN,5,,"Liaoning Athletics Management Center, Dalian (CHN)",19 JUL 2025,978,women_1500m,2025,https://worldathletics.org/athletes/pr-of-china/kexin-fang-15166266
250,4:29.85,,Natsuki IZUKA,01 NOV 2004,JPN,1f2,,"Athletics Stadium, Fukagawa (JPN)",11 JUN 2025,977,women_1500m,2025,https://worldathletics.org/athletes/japan/natsuki-izuka-14955704
251,4:29.87,,Sana MATSUMOTO,27 SEP 2007,JPN,3h2,,"Prefectural Stadium, Ise (JPN)",20 JUN 2025,977,women_1500m,2025,https://worldathletics.org/athletes/japan/sana-matsumoto-14998245
252,4:29.88,,Misaki NAKATO,01 AUG 2006,JPN,4,,"Yanmar Stadium Nagai, Osaka (JPN)",05 MAY 2025,977,women_1500m,2025,https://worldathletics.org/athletes/japan/misaki-nakato-15046299
253,4:29.89,,. MUSKAN,10 JUN 2008,IND,5,,"Maharana Pratap Sports College Dehradun, Dehradun (IND)",08 FEB 2025,977,women_1500m,2025,https://worldathletics.org/athletes/india/muskan-15117183
254,4:29.91,,Nene KITANO,16 DEC 2004,JPN,2h1,,"Takebishi Stadium, Kyoto (JPN)",12 SEP 2025,977,women_1500m,2025,https://worldathletics.org/athletes/japan/nene-kitano-14958246
255,4:29.97,,Shanika KAHAWALAGE,19 MAR 2002,SRI,2,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",18 AUG 2025,977,women_1500m,2025,https://worldathletics.org/athletes/athlete=14843020
256,4:29.99,,Kaia OKUNO,06 FEB 2010,JPN,3h2,,"Yanmar Stadium Nagai, Osaka (JPN)",27 JUN 2025,976,women_1500m,2025,https://worldathletics.org/athletes/japan/kaia-okuno-15050893
256,4:29.99,,Reika KOZONO,15 FEB 2005,JPN,16f1,,"Ishin Me-Life Stadium, Yamaguchi (JPN)",27 SEP 2025,976,women_1500m,2025,https://worldathletics.org/athletes/japan/reika-kozono-14956126
258,4:30.03,,Miyu YAMADA,15 FEB 2005,JPN,5h1,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2025,976,women_1500m,2025,https://worldathletics.org/athletes/japan/miyu-yamada-14952614
