Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
123,15.50,+0.6,Luyang YU,22 JAN 2005,CHN,5,,"Guoxin Sports Center, Qingdao (CHN)",16 MAY 2026,1006,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/luyang-yu-15024807
125,15.49,+1.5,Kyo ARIMATSU,26 APR 1992,JPN,1f1,,"Nihon University Stadium, Tokyo (JPN)",18 APR 2026,1005,men_TJ,2026,https://worldathletics.org/athletes/athlete=14663950
125,15.49,+1.3,Shoma KUDO,11 SEP 2005,JPN,6,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1005,men_TJ,2026,https://worldathletics.org/athletes/japan/shoma-kudo-14998357
125,15.49,+0.9,Kagari ABE,01 NOV 2005,JPN,5,,"Yanmar Stadium Nagai, Osaka (JPN)",21 JUN 2026,1005,men_TJ,2026,https://worldathletics.org/athletes/japan/kagari-abe-15053945
128,15.48,+2.0,Sogo TAWARA,12 NOV 2004,JPN,1,,"Municipal Stadium, Oita (JPN)",25 APR 2026,1004,men_TJ,2026,https://worldathletics.org/athletes/japan/sogo-tawara-14998525
128,15.48,+0.4,Reiga KOSAKA,07 JUL 2008,JPN,,,"Prefectural Stadium, Marugame (JPN)",05 MAY 2026,1004,men_TJ,2026,https://worldathletics.org/athletes/japan/reiga-kosaka-15166868
130,15.47,,Gleb GLADILOV,07 MAR 2007,KAZ,1,,"Athletic Center Olga Rypakova, Ust-Kamenogorsk (KAZ) (i)",28 FEB 2026,1002,men_TJ,2026,https://worldathletics.org/athletes/kazakhstan/gleb-gladilov-15073475
131,15.45,+1.3,Keigo SATO,08 OCT 2005,JPN,7,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,1000,men_TJ,2026,https://worldathletics.org/athletes/japan/keigo-sato-14997882
132,15.44,-0.5,Ikhtiyor AKHMADJONOV,25 MAR 2005,UZB,9,,"Changshou Sports Center, Chongqing (CHN)",19 MAY 2026,1002,men_TJ,2026,https://worldathletics.org/athletes/uzbekistan/ikhtiyor-akhmadjonov-15104236
132,15.44,-1.0,Brendon Li King TING,09 JAN 2002,MAS,1,,"Stadium UPM, Selangor (MAS)",19 JUN 2026,1005,men_TJ,2026,https://worldathletics.org/athletes/athlete=14898533
134,15.43,+0.2,Chenhao ZHU,15 OCT 2007,CHN,4f2,,"Shanxi Athletics Administrative Center, Xi'an (CHN)",19 JUN 2026,998,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/chenhao-zhu-15257895
134,15.43,+0.4,Kazushi HARITA,26 AUG 2003,JPN,1,,"Chukyo University Athletics Field, Toyota (JPN)",01 AUG 2026,998,men_TJ,2026,https://worldathletics.org/athletes/japan/kazushi-harita-14957191
136,15.41,+1.4,Naoyuki KODAMA,09 JUN 1999,JPN,1,,"Prefectural Yamanokuchi Athletics Stadium, Miyakonojo (JPN)",12 APR 2026,996,men_TJ,2026,https://worldathletics.org/athletes/athlete=14853539
136,15.41,+0.6,Radmir ZARIPOV,13 SEP 2008,UZB,1,,"AFU Athletics Stadium, Tashkent (UZB)",24 APR 2026,996,men_TJ,2026,https://worldathletics.org/athletes/uzbekistan/radmir-zaripov-15156348
136,15.41,+0.9,Kai OGUCHI,13 SEP 2005,JPN,3f2,,"Nihon University Stadium, Tokyo (JPN)",26 JUL 2026,996,men_TJ,2026,https://worldathletics.org/athletes/japan/kai-oguchi-15057297
139,15.40,+0.5,Zhiyuan DONG,07 JAN 2008,CHN,6,,"Guoxin Sports Center, Qingdao (CHN)",16 MAY 2026,995,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/zhiyuan-dong-15060530
139,15.40,+1.6,Ali SEYEDI,13 DEC 2000,IRI,2,,"Imam Reza Stadium, Mashhad (IRI)",16 JUL 2026,995,men_TJ,2026,https://worldathletics.org/athletes/islamic-republic-of-iran/ali-seyedi-14951829
141,15.39,+1.8,Hikaru YOSHIDA,29 JUN 2005,JPN,8,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,994,men_TJ,2026,https://worldathletics.org/athletes/japan/hikaru-yoshida-14978239
141,15.39,-0.1,Jielong HE,11 JUL 2004,CHN,2,,"Sports Center, Nanping (CHN)",04 JUN 2026,994,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/jielong-he-15256593
141,15.39,+0.3,Rainer SOBREPENA,03 MAR 2006,PHI,1,,"New Clark City Stadium, New Clark City (PHI)",14 JUN 2026,994,men_TJ,2026,https://worldathletics.org/athletes/philippines/rainer-sobrepena-15154338
141,15.39,+1.5,Toshiki KATO,15 MAY 2003,JPN,7,,"Yanmar Stadium Nagai, Osaka (JPN)",21 JUN 2026,994,men_TJ,2026,https://worldathletics.org/athletes/japan/toshiki-kato-14954442
141,15.39,0.0,Ihtiyor AHMADJANOV,25 MAR 2008,UZB,2,,"AFU Athletics Stadium, Tashkent (UZB)",24 AUG 2026,994,men_TJ,2026,https://worldathletics.org/athletes/uzbekistan/ihtiyor-ahmadjanov-15099708
146,15.38,+0.5,Atheetha KARUNASINGHE,30 NOV 1995,SRI,6,,"Diyagama Stadium, Diyagama (SRI)",01 MAR 2026,993,men_TJ,2026,https://worldathletics.org/athletes/athlete=14532970
146,15.38,-0.5,Nattapong SRINONTA,08 DEC 2000,THA,10,,"Changshou Sports Center, Chongqing (CHN)",19 MAY 2026,996,men_TJ,2026,https://worldathletics.org/athletes/athlete=14817730
146,15.38,+1.4,Daichi TAKINO,14 AUG 2009,JPN,3,,"Athletic Stadium, Hikone (JPN)",03 AUG 2026,993,men_TJ,2026,https://worldathletics.org/athletes/japan/daichi-takino-15260625
146,15.38,+1.6,Sho ITO,20 JUL 2002,JPN,17,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2026,993,men_TJ,2026,https://worldathletics.org/athletes/athlete=14860575
150,15.37,+1.7,Rowlandshuho YO,06 OCT 2001,JPN,6,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,992,men_TJ,2026,https://worldathletics.org/athletes/athlete=14950907
150,15.37,0.0,Xiaotao XIE,20 SEP 2010,CHN,4,,"Olympic Sports Center, Huangshi (CHN)",04 JUL 2026,992,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/xiaotao-xie-15339703
152,15.35,-0.4,Salim AL-RUWAHI,12 FEB 1993,OMA,2,,"Atatürk Stadyumu, Izmir (TUR)",02 AUG 2026,992,men_TJ,2026,https://worldathletics.org/athletes/oman/salim-al-ruwahi-15283838
152,15.35,+1.9,Seiya ODA,06 SEP 2004,JPN,6,,"International Stadium, Yokohama (JPN)",06 SEP 2026,990,men_TJ,2026,https://worldathletics.org/athletes/japan/seiya-oda-15145998
154,15.34,+1.0,Donald MAKIMAIRAJ,15 JUN 2002,IND,8,,"Anju Bobby High Performance Centre, Bengaluru (IND)",14 MAR 2026,989,men_TJ,2026,https://worldathletics.org/athletes/athlete=14873437
154,15.34,+0.7,Kohei YAMASHITA,06 SEP 1994,JPN,17,,"Municipal Mizuho Stadium, Nagoya (JPN)",12 JUN 2026,989,men_TJ,2026,https://worldathletics.org/athletes/athlete=14547903
154,15.34,-0.9,Taichi SHIRAKAWA,22 DEC 2009,JPN,4,,"Athletic Stadium, Hikone (JPN)",03 AUG 2026,994,men_TJ,2026,https://worldathletics.org/athletes/japan/taichi-shirakawa-15249750
154,15.34,+0.7,Sora OGATA,05 JUN 2003,JPN,1,,"Azuma Stadium, Fukushima (JPN)",23 AUG 2026,989,men_TJ,2026,https://worldathletics.org/athletes/japan/sora-ogata-14957992
158,15.33,+0.5,M. VISHNU,10 OCT 1998,IND,7,,"Jawaharlal Nehru Stadium, Chennai (IND)",10 MAY 2026,988,men_TJ,2026,https://worldathletics.org/athletes/athlete=14859013
158,15.33,-1.2,Appukuttan AJITH,14 FEB 2000,IND,5,,"Stadium Hanamkonda, Warangal (IND)",18 AUG 2026,995,men_TJ,2026,https://worldathletics.org/athletes/athlete=14791125
160,15.32,+0.2,Yu-Shen XIAO,17 SEP 2008,TPE,1,,"Banqiao Stadium, New Taipei City (TPE)",11 MAR 2026,987,men_TJ,2026,https://worldathletics.org/athletes/chinese-taipei/yu-shen-xiao-15180379
160,15.32,+1.1,Yuva RAJ,31 JUL 2001,IND,5,,"LNCPE, Trivandrum (IND)",14 JUN 2026,987,men_TJ,2026,https://worldathletics.org/athletes/india/yuva-raj-15033956
160,15.32,+0.6,CR AUSHAL,21 SEP 1999,IND,6,,"Stadium Hanamkonda, Warangal (IND)",18 AUG 2026,987,men_TJ,2026,https://worldathletics.org/athletes/india/cr-aushal-15021785
163,15.31,,Arsen UMERZHANOV,07 JUL 2004,KAZ,2,,"Track & Field complex QAZAQSTAN, Astana (KAZ) (i)",09 JAN 2026,986,men_TJ,2026,https://worldathletics.org/athletes/kazakhstan/arsen-umerzhanov-15019034
163,15.31,,Kuan WANG,20 FEB 2004,CHN,5f2,,"Shanxi Athletics Administrative Center, Xi'an (CHN) (i)",07 MAR 2026,986,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/kuan-wang-15043933
163,15.31,0.0,A. VIDYAVIKASHKANNA,07 APR 2003,IND,9,,"Anju Bobby High Performance Centre, Bengaluru (IND)",14 MAR 2026,986,men_TJ,2026,https://worldathletics.org/athletes/india/a-vidyavikashkanna-15053047
163,15.31,-0.2,Jagseer SINGH,10 JAN 2005,IND,2,,"Sawai Mansingh Stadium,, Jaipur (IND)",05 APR 2026,987,men_TJ,2026,https://worldathletics.org/athletes/india/jagseer-singh-15162082
163,15.31,+1.5,Hikaru MIYAZAKI,30 AUG 2005,JPN,6,,"Lemon Gas Stadium, Hiratsuka (JPN)",25 APR 2026,986,men_TJ,2026,https://worldathletics.org/athletes/japan/hikaru-miyazaki-15044343
163,15.31,+0.6,Xiang GAO,03 NOV 2006,CHN,7,,"Olympic Sports Center, Chongqing (CHN)",15 MAY 2026,986,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/xiang-gao-15094404
163,15.31,-0.9,Mohamed Salim AL RAWAHI,26 AUG 1988,OMA,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",16 MAY 2026,991,men_TJ,2026,https://worldathletics.org/athletes/athlete=14215966
163,15.31,-0.1,Satoshi INOUE,08 DEC 2007,JPN,9,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,986,men_TJ,2026,https://worldathletics.org/athletes/japan/satoshi-inoue-15109882
163,15.31,+0.6,Georgiy LI,12 DEC 2005,KAZ,2,,"Kazakhstan National University, Astana (KAZ)",23 JUL 2026,986,men_TJ,2026,https://worldathletics.org/athletes/kazakhstan/georgiy-li-15063460
172,15.30,+0.5,Hibiki YANAGISAWA,21 JAN 2008,JPN,4f2,,"Nihon University Stadium, Tokyo (JPN)",26 JUL 2026,985,men_TJ,2026,https://worldathletics.org/athletes/japan/hibiki-yanagisawa-15168003
172,15.30,+0.6,Shota SHIMIZU,31 JAN 1996,JPN,1,,"Seibu Ryokuchi Park Athletics Stadium, Kanazawa (JPN)",23 AUG 2026,985,men_TJ,2026,https://worldathletics.org/athletes/athlete=14722760
174,15.29,,Lianyong WEI,29 JUN 2000,CHN,15,,"Xipu Training Base Indoor Athletics Stadium, Chengdu (CHN) (i)",12 MAR 2026,984,men_TJ,2026,https://worldathletics.org/athletes/athlete=14811602
174,15.29,+0.8,Efosa John Paul  AGUINALDO,04 DEC 2007,PHI,1,,"Philsport Track Oval, Pasig (PHI)",11 JUN 2026,984,men_TJ,2026,https://worldathletics.org/athletes/philippines/efosa-john-paul-aguinaldo-15181516
174,15.29,-0.3,Hanyun JIANG,27 JUN 2009,CHN,6f2,,"Shanxi Athletics Administrative Center, Xi'an (CHN)",19 JUN 2026,985,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/hanyun-jiang-15334373
177,15.28,+0.4,Toshiya SHIRAHAMA,28 OCT 2003,JPN,2,,"Komazawa Olympic Park Athletic Stadium, Tokyo (JPN)",24 APR 2026,982,men_TJ,2026,https://worldathletics.org/athletes/japan/toshiya-shirahama-14948308
177,15.28,+1.1,Tomohiro YAMAMOTO,30 OCT 2002,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",16 MAY 2026,982,men_TJ,2026,https://worldathletics.org/athletes/japan/tomohiro-yamamoto-14964449
177,15.28,+1.7,Eisuke TAGAWA,29 JUL 2008,JPN,2,,"Athletic Stadium, Hikone (JPN)",21 JUN 2026,982,men_TJ,2026,https://worldathletics.org/athletes/japan/eisuke-tagawa-15184785
180,15.27,+0.7,Youngsoo CHUN,17 JAN 2003,KOR,2,,"Yecheon Stadium, Yecheon (KOR)",22 JUN 2026,981,men_TJ,2026,https://worldathletics.org/athletes/athlete=14886745
181,15.26,,Xuyang ZHU,28 JUN 2006,CHN,16,,"Xipu Training Base Indoor Athletics Stadium, Chengdu (CHN) (i)",12 MAR 2026,980,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/xuyang-zhu-15140966
182,15.25,-0.2,Futa ISOMOTO,07 SEP 2004,JPN,1,,"Universiade Commemorative Stadium, Kobe (JPN)",09 AUG 2026,980,men_TJ,2026,https://worldathletics.org/athletes/japan/futa-isomoto-14964970
183,15.24,+0.3,Abdulrahman Ahmed MOHAMMED,01 SEP 2008,KSA,1,,"McArthur Stadium, Potchefstroom (RSA)",03 MAR 2026,978,men_TJ,2026,https://worldathletics.org/athletes/saudi-arabia/abdulrahman-ahmed-mohammed-15177784
183,15.24,+0.6,Shoei KANEMITU,26 SEP 2004,JPN,,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,978,men_TJ,2026,https://worldathletics.org/athletes/japan/shoei-kanemitu-14965155
183,15.24,+0.2,Kaiwu LIU,13 FEB 2008,CHN,3,,"Sports Center, Nanping (CHN)",04 JUN 2026,978,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/kaiwu-liu-15224158
183,15.24,+0.6,D.L.I. DISSANAYAKA,10 JUL 2007,SRI,3,,"Mahinda Rajapaksha Stadium, Diyagama (SRI)",17 JUN 2026,978,men_TJ,2026,https://worldathletics.org/athletes/sri-lanka/dli-dissanayaka-15265131
183,15.24,+0.3,Pengcheng CHEN,03 NOV 2004,CHN,8f2,,"Shanxi Athletics Administrative Center, Xi'an (CHN)",19 JUN 2026,978,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/pengcheng-chen-15334374
183,15.24,+0.3,Hiromi OGAWA,24 MAR 1997,JPN,21,,"Takebishi Stadium, Kyoto (JPN)",13 SEP 2026,978,men_TJ,2026,https://worldathletics.org/athletes/athlete=14853535
189,15.23,-1.7,Raimon KUDOU,17 MAY 2004,JPN,2f1,,"Nihon University Stadium, Tokyo (JPN)",28 MAR 2026,987,men_TJ,2026,https://worldathletics.org/athletes/japan/raimon-kudou-15004954
189,15.23,0.0,Atsumi YANADA,18 JUN 2007,JPN,5,,"Yanmar Stadium Nagai, Osaka (JPN)",16 MAY 2026,977,men_TJ,2026,https://worldathletics.org/athletes/japan/atsumi-yanada-15143073
189,15.23,+1.5,Kenshin FUJIMOTO,24 JUL 2005,JPN,10,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,977,men_TJ,2026,https://worldathletics.org/athletes/japan/kenshin-fujimoto-14952447
189,15.23,+1.8,S. SAJALKHAN,20 APR 2006,IND,6,,"LNCPE, Trivandrum (IND)",14 JUN 2026,977,men_TJ,2026,https://worldathletics.org/athletes/india/s-sajalkhan-15262217
193,15.22,-0.1,Yu-bin YANG,31 JUL 2008,KOR,1,,"Boeun Public Stadium, Boeun (KOR)",03 APR 2026,976,men_TJ,2026,https://worldathletics.org/athletes/korea/yu-bin-yang-15099725
193,15.22,+0.2,Yi WANG,23 AUG 2006,CHN,5,,"Hebei Olympic Sports Center, Qinhuangdao (CHN)",29 APR 2026,976,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/yi-wang-15303501
193,15.22,+1.8,Tae-hyeong KIM,31 MAR 2003,KOR,1f1,,"Cushing Field Complex, Lowell, MA (USA)",10 MAY 2026,976,men_TJ,2026,https://worldathletics.org/athletes/korea/tae-hyeong-kim-14988195
193,15.22,+1.5,Yuki KYODA,03 JUN 1996,JPN,8,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,976,men_TJ,2026,https://worldathletics.org/athletes/athlete=14766792
193,15.22,+0.7,Sora INADA,30 MAY 2001,JPN,1,,"Chukyo University Athletics Field, Toyota (JPN)",28 JUN 2026,976,men_TJ,2026,https://worldathletics.org/athletes/japan/sora-inada-14954699
193,15.22,+0.4,Yutaro KUROGI,08 MAR 1992,JPN,2,,"Prefectural Yamanokuchi Athletics Stadium, Miyakonojo (JPN)",05 JUL 2026,976,men_TJ,2026,https://worldathletics.org/athletes/japan/yutaro-kurogi-14949204
199,15.21,+0.5,Shuaikai HUANG,21 JUN 2012,CHN,1,,"Olympic Sports Center, Huangshi (CHN)",02 JUL 2026,975,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/shuaikai-huang-15339569
200,15.20,+2.0,Daisuke GOTOU,01 APR 2008,JPN,11,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,974,men_TJ,2026,https://worldathletics.org/athletes/japan/daisuke-gotou-15048261
200,15.20,+1.1,Ngoc Duy PHAM,2005,VIE,4,,"Banqiao Stadium, New Taipei City (TPE)",06 JUN 2026,974,men_TJ,2026,https://worldathletics.org/athletes/vietnam/ngoc-duy-pham-15110493
202,15.19,,Zehang WU,03 OCT 2005,CHN,17,,"Xipu Training Base Indoor Athletics Stadium, Chengdu (CHN) (i)",12 MAR 2026,973,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/zehang-wu-15155685
203,15.18,-1.3,Mohamad Shah Sholihin AZSHAR,09 JAN 2003,MAS,2,,"Stadium UPM, Selangor (MAS)",19 JUN 2026,979,men_TJ,2026,https://worldathletics.org/athletes/athlete=15042450
204,15.17,+0.1,Akira SHIBATA,10 NOV 2006,JPN,5,,"Gion Stadium, Sagamihara (JPN)",12 JUL 2026,971,men_TJ,2026,https://worldathletics.org/athletes/japan/akira-shibata-15114716
205,15.16,+0.1,Yevgeniy KISSELEV,27 JAN 1999,KAZ,5,,"Kazhymukan Munaitpasov Stadium, Shimkent (KAZ)",01 JUL 2026,970,men_TJ,2026,https://worldathletics.org/athletes/athlete=14802837
205,15.16,-0.4,Wei-Lin HUANG,07 APR 2004,TPE,7,,"Sport Development Center Stadium, Ordos (CHN)",09 JUL 2026,972,men_TJ,2026,https://worldathletics.org/athletes/chinese-taipei/wei-lin-huang-14954172
207,15.15,+0.2,Cheng-Hao YANG,12 JAN 2006,TPE,1,,"Taipei Municipal Stadium, Taipei City (TPE)",31 JAN 2026,969,men_TJ,2026,https://worldathletics.org/athletes/chinese-taipei/cheng-hao-yang-15054596
207,15.15,,Andre Anura ANUAR,12 JUN 1999,MAS,7,,"Tuanbo Sports Center, Tianjin (CHN) (i)",06 FEB 2026,969,men_TJ,2026,https://worldathletics.org/athletes/athlete=14714404
207,15.15,-0.4,Tetuya KUSAKA,30 DEC 2005,JPN,3f1,,"Nihon University Stadium, Tokyo (JPN)",28 MAR 2026,971,men_TJ,2026,https://worldathletics.org/athletes/japan/tetuya-kusaka-15002224
207,15.15,+1.2,Hassan NASSER DAROUICHE,06 JUN 1991,KSA,3,,"King Fahd Sports City Stadium, Taif (KSA)",09 MAY 2026,969,men_TJ,2026,https://worldathletics.org/athletes/athlete=14445535
207,15.15,+1.8,Kotaro KANZAKI,15 MAR 2007,JPN,13,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,969,men_TJ,2026,https://worldathletics.org/athletes/japan/kotaro-kanzaki-15114832
207,15.15,+0.6,Shunsuke NAKAYAMA,04 APR 2005,JPN,3,,"Chukyo University Athletics Field, Toyota (JPN)",01 AUG 2026,969,men_TJ,2026,https://worldathletics.org/athletes/japan/shunsuke-nakayama-15047039
213,15.14,0.0,Haruki TODOKORO,14 AUG 2000,JPN,9,,"ND Soft Stadium, Tendo (JPN)",16 MAY 2026,968,men_TJ,2026,https://worldathletics.org/athletes/athlete=14855195
213,15.14,+0.6,Chaoyang RAO,26 JUN 2009,CHN,5,,"Olympic Sports Center, Huangshi (CHN)",04 JUL 2026,968,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/chaoyang-rao-15339704
215,15.13,+0.9,Ruihang YANG,27 FEB 2004,CHN,9,,"Olympic Sports Center, Chongqing (CHN)",15 MAY 2026,967,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/ruihang-yang-15314765
215,15.13,-0.1,Chenjun LIU,04 JUL 2008,CHN,4,,"Sports Center, Nanping (CHN)",04 JUN 2026,967,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/chenjun-liu-15239967
215,15.13,+0.2,Kakeru HAMANO,02 NOV 2008,JPN,6,,"Athletic Stadium, Hikone (JPN)",03 AUG 2026,967,men_TJ,2026,https://worldathletics.org/athletes/japan/kakeru-hamano-15251901
215,15.13,+0.4,Voggu LAKSHMI,28 FEB 2001,IND,8,,"Stadium Hanamkonda, Warangal (IND)",18 AUG 2026,967,men_TJ,2026,https://worldathletics.org/athletes/india/voggu-lakshmi-15224695
215,15.13,-0.5,Shaheer RIZVEE,15 SEP 2002,IND,1,,Meerut (IND),02 SEP 2026,970,men_TJ,2026,https://worldathletics.org/athletes/india/shaheer-rizvee-15178984
220,15.12,0.0,Sukhpreet SINGH,04 FEB 2004,IND,10,,"Anju Bobby High Performance Centre, Bengaluru (IND)",14 MAR 2026,966,men_TJ,2026,https://worldathletics.org/athletes/athlete=14926705
220,15.12,-0.7,Zaiman MEGAT,21 NOV 2001,MAS,3,,"Stadium UPM, Selangor (MAS)",19 JUN 2026,970,men_TJ,2026,https://worldathletics.org/athletes/malaysia/zaiman-megat-15191939
220,15.12,+1.0,Koki OKADA,22 FEB 2008,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",05 JUL 2026,966,men_TJ,2026,https://worldathletics.org/athletes/japan/koki-okada-15184692
223,15.11,+2.0,Cheng-Chia CHOU,29 DEC 2002,TPE,1,,"Banqiao Stadium, New Taipei City (TPE)",08 MAR 2026,965,men_TJ,2026,https://worldathletics.org/athletes/chinese-taipei/cheng-chia-chou-14951833
223,15.11,+1.5,Wing Lok CHEUNG,01 MAR 2005,HKG,3,,"Tsueng Kwan O Sports Ground, Hong Kong (HKG)",13 JUN 2026,965,men_TJ,2026,https://worldathletics.org/athletes/hong-kong-china/wing-lok-cheung-15049265
225,15.10,+0.4,Cesar MANLIGUEZ,13 JUN 2008,PHI,2,,"Philsport Track Oval, Pasig (PHI)",11 JUN 2026,964,men_TJ,2026,https://worldathletics.org/athletes/philippines/cesar-manliguez-15334899
225,15.10,+0.8,Tomoki NAKAMURA,28 FEB 2007,JPN,9,,"Yanmar Stadium Nagai, Osaka (JPN)",21 JUN 2026,964,men_TJ,2026,https://worldathletics.org/athletes/japan/tomoki-nakamura-15114721
225,15.10,+0.3,Rui MIZUUCHI,14 MAR 2007,JPN,4,,"Yanmar Stadium Nagai, Osaka (JPN)",05 JUL 2026,964,men_TJ,2026,https://worldathletics.org/athletes/japan/rui-mizuuchi-15112746
225,15.10,-0.5,Radhe SHYAM,28 JAN 1999,IND,2,,Meerut (IND),02 SEP 2026,967,men_TJ,2026,https://worldathletics.org/athletes/india/radhe-shyam-15251624
229,15.09,+0.2,Salim Saleh Mus AL YARABI,15 JAN 1994,OMA,,,"King Fahd Sports City Stadium, Taif (KSA)",09 MAY 2026,963,men_TJ,2026,https://worldathletics.org/athletes/athlete=14809989
229,15.09,+1.1,Cheong Lok WAI,10 MAY 2008,HKG,4,,"Tsueng Kwan O Sports Ground, Hong Kong (HKG)",13 JUN 2026,963,men_TJ,2026,https://worldathletics.org/athletes/hong-kong-china/cheong-lok-wai-15135057
229,15.09,+2.0,Gaku SAWAKI,13 DEC 2003,JPN,15,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",09 AUG 2026,963,men_TJ,2026,https://worldathletics.org/athletes/japan/gaku-sawaki-14955460
232,15.08,0.0,Joshua PATORARA,02 NOV 2005,PHI,2,,"New Clark City Stadium, New Clark City (PHI)",14 JUN 2026,962,men_TJ,2026,https://worldathletics.org/athletes/philippines/joshua-patorara-15178077
232,15.08,+1.9,Zen YAMASHITA,20 SEP 2004,JPN,,,"Kusanagi Athletic Stadium, Shizuoka (JPN)",12 JUL 2026,962,men_TJ,2026,https://worldathletics.org/athletes/japan/zen-yamashita-14956705
234,15.07,+0.1,Akira SAKAGUCHI,08 FEB 2006,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",16 MAY 2026,960,men_TJ,2026,https://worldathletics.org/athletes/japan/akira-sakaguchi-15162901
234,15.07,+1.3,Motoki TAKEI,27 JAN 2000,JPN,3,,"Takebishi Stadium, Kyoto (JPN)",24 MAY 2026,960,men_TJ,2026,https://worldathletics.org/athletes/japan/motoki-takei-14957728
234,15.07,+0.7,Azuto NAKAJIMA,18 FEB 2009,JPN,3,,"Athletic Stadium, Hikone (JPN)",21 JUN 2026,960,men_TJ,2026,https://worldathletics.org/athletes/japan/azuto-nakajima-15069393
237,15.06,,Haonan ZHANG,09 MAY 2004,CHN,7f2,,"Shanxi Athletics Administrative Center, Xi'an (CHN) (i)",07 MAR 2026,959,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/haonan-zhang-15117369
237,15.06,0.0,Harpal SINGH,21 JUN 2002,IND,11,,"Anju Bobby High Performance Centre, Bengaluru (IND)",14 MAR 2026,959,men_TJ,2026,https://worldathletics.org/athletes/india/harpal-singh-14970920
237,15.06,+0.9,Ryoga YAMAMOTO,02 SEP 2006,JPN,3,,"Citizens Athletics Stadium, Kushiro (JPN)",05 JUL 2026,959,men_TJ,2026,https://worldathletics.org/athletes/japan/ryoga-yamamoto-15048722
240,15.05,+0.7,Rukiya AOKI,01 OCT 2007,JPN,2,,"Nihon University Stadium, Tokyo (JPN)",31 MAY 2026,958,men_TJ,2026,https://worldathletics.org/athletes/japan/rukiya-aoki-15114829
240,15.05,+0.6,Jixiang LI,09 JUL 2004,CHN,2,,"Yangzhou Sports Center, Yangzhou (CHN)",31 JUL 2026,958,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/jixiang-li-15344363
240,15.05,+0.9,Chunze WEI,08 APR 2006,CHN,3,,"Yangzhou Sports Center, Yangzhou (CHN)",31 JUL 2026,958,men_TJ,2026,https://worldathletics.org/athletes/pr-of-china/chunze-wei-15344364
240,15.05,+0.5,Yuki NISHIMURA,17 APR 2007,JPN,16,,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",09 AUG 2026,958,men_TJ,2026,https://worldathletics.org/athletes/japan/yuki-nishimura-15101299
244,15.04,+1.9,Yuma MIYAZAKI,22 JUN 2007,JPN,14,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,957,men_TJ,2026,https://worldathletics.org/athletes/japan/yuma-miyazaki-15102998
244,15.04,+0.6,Kuei-Lung LI,16 SEP 1992,TPE,5,,"Banqiao Stadium, New Taipei City (TPE)",06 JUN 2026,957,men_TJ,2026,https://worldathletics.org/athletes/athlete=14430303
244,15.04,+0.7,Haruhito OKAZAKI,08 MAY 2003,JPN,2,,"Azuma Stadium, Fukushima (JPN)",23 AUG 2026,957,men_TJ,2026,https://worldathletics.org/athletes/japan/haruhito-okazaki-14958027
247,15.03,-1.4,Abdulrahman ADAM,2008,KSA,3,,"Stadion Radés, Radés (TUN)",29 APR 2026,964,men_TJ,2026,https://worldathletics.org/athletes/saudi-arabia/abdulrahman-adam-15098117
