Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score,discipline,year,ProfileURL
259,29:29.03,,Yufan CHEN,26 MAR 2004,CHN,3,,"Sports Center, Jiaxing (CHN)",09 MAY 2026,999,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/yufan-chen-14942336
260,29:29.18,,Yunce XIE,25 JUN 2004,CHN,4f2,,"Guoxin Sports Center, Qingdao (CHN)",16 MAY 2026,999,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/yunce-xie-15073011
261,29:29.35,,Xiao LUO,10 MAY 2002,CHN,10,,"Kuishan Sports Center, Rizhao (CHN)",26 JUN 2026,998,men_10000m,2026,https://worldathletics.org/athletes/athlete=14913633
262,29:29.55,,Taichi MURAKAMI,06 MAY 2001,JPN,4f1,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,998,men_10000m,2026,https://worldathletics.org/athletes/athlete=14854853
263,29:29.63,,Takanori OGATA,25 JUL 2000,JPN,14f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,998,men_10000m,2026,https://worldathletics.org/athletes/japan/takanori-ogata-14962597
264,29:29.76,,Koki NAKAMURA,14 MAY 2002,JPN,9,,"Kashihara Park Athletic Field, Kashihara (JPN)",18 APR 2026,998,men_10000m,2026,https://worldathletics.org/athletes/japan/koki-nakamura-14967975
265,29:29.81,,Koutaro MIYOTA,13 DEC 2005,JPN,17f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,998,men_10000m,2026,https://worldathletics.org/athletes/japan/koutaro-miyota-15057019
266,29:29.92,,Sora HIRATA,02 NOV 2005,JPN,5f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,998,men_10000m,2026,https://worldathletics.org/athletes/japan/sora-hirata-14980211
267,29:30.25,,Hiroto FUJIMAGARI,26 MAY 1997,JPN,19f2,,"Athletic Track, Abashiri (JPN)",08 JUL 2026,997,men_10000m,2026,https://worldathletics.org/athletes/athlete=14814034
268,29:30.41,,Rinta SANO,23 DEC 2005,JPN,4f3,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,997,men_10000m,2026,https://worldathletics.org/athletes/japan/rinta-sano-15038163
269,29:30.54,,Yuto SHIMIZU,29 NOV 2005,JPN,5f3,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,997,men_10000m,2026,https://worldathletics.org/athletes/japan/yuto-shimizu-15172007
270,29:31.58,,Chaohui WU,05 MAR 2002,CHN,7f2,,"Taian sports center stadium, Taian (CHN)",29 APR 2026,995,men_10000m,2026,https://worldathletics.org/athletes/athlete=14857757
271,29:31.84,,Shitaka KUMAI,08 SEP 2004,JPN,6f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,995,men_10000m,2026,https://worldathletics.org/athletes/japan/shitaka-kumai-15054577
272,29:32.35,,Takeru NARIAI,03 JAN 2006,JPN,27f4,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,994,men_10000m,2026,https://worldathletics.org/athletes/japan/takeru-nariai-15010114
273,29:32.48,,Yoshiteru TAKATSUKI,18 MAY 2001,JPN,22,,"ND Soft Stadium, Tendo (JPN)",15 MAY 2026,994,men_10000m,2026,https://worldathletics.org/athletes/japan/yoshiteru-takatsuki-14954038
274,29:32.63,,Sodai SHIMIZU,28 SEP 1998,JPN,10,,"Kashihara Park Athletic Field, Kashihara (JPN)",18 APR 2026,994,men_10000m,2026,https://worldathletics.org/athletes/athlete=14786809
275,29:32.90,,Ryota OMORI,23 NOV 2001,JPN,19f2,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,993,men_10000m,2026,https://worldathletics.org/athletes/japan/ryota-omori-14966164
276,29:33.17,,Jinto MASA,07 DEC 2005,JPN,25,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,993,men_10000m,2026,https://worldathletics.org/athletes/japan/jinto-masa-15053664
277,29:33.37,,Iori ODA,31 MAY 2004,JPN,23,,"Kanseki Stadium, Utsunomiya (JPN)",21 MAY 2026,993,men_10000m,2026,https://worldathletics.org/athletes/japan/iori-oda-14979259
278,29:33.54,,Shivaji PARASHURAM,02 MAY 2004,IND,2,,"Sport Development Center Stadium, Ordos (CHN)",11 JUL 2026,992,men_10000m,2026,https://worldathletics.org/athletes/india/shivaji-parashuram-14971101
279,29:33.59,,Kazuki AYA,05 AUG 2004,JPN,20f5,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,992,men_10000m,2026,https://worldathletics.org/athletes/japan/kazuki-aya-14955198
280,29:33.65,,Kaito KIMURA,26 JUL 2004,JPN,15f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,992,men_10000m,2026,https://worldathletics.org/athletes/japan/kaito-kimura-15027848
281,29:33.77,,Yamato SUGASAKI,02 FEB 2006,JPN,2f3,,"Lemon Gas Stadium, Hiratsuka (JPN)",04 MAY 2026,992,men_10000m,2026,https://worldathletics.org/athletes/japan/yamato-sugasaki-15101200
282,29:33.84,,Kazuma KUBO,09 DEC 1996,JPN,5f1,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,992,men_10000m,2026,https://worldathletics.org/athletes/athlete=14768208
283,29:34.00,,Sunao KONNO,15 FEB 2002,JPN,23,,"ND Soft Stadium, Tendo (JPN)",15 MAY 2026,992,men_10000m,2026,https://worldathletics.org/athletes/japan/sunao-konno-14962761
284,29:34.52,,Rauru KATO,03 JAN 2008,JPN,3,,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",21 MAR 2026,991,men_10000m,2026,https://worldathletics.org/athletes/japan/rauru-kato-15107370
285,29:34.87,,Koki NIIZUMA,17 MAY 2007,JPN,4f2,,"Athletics Stadium, Setagaya, Tokyo (JPN)",04 APR 2026,990,men_10000m,2026,https://worldathletics.org/athletes/japan/koki-niizuma-15034282
286,29:35.19,,Gakuto KOJIMA,12 SEP 2002,JPN,20f2,,"Municipal Stadium, Miyoshi (JPN)",09 MAY 2026,990,men_10000m,2026,https://worldathletics.org/athletes/japan/gakuto-kojima-15181316
287,29:35.49,,Jinhao LI,05 NOV 2003,CHN,6f2,,"Guoxin Sports Center, Qingdao (CHN)",16 MAY 2026,989,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/jinhao-li-14983319
288,29:35.56,,Yuto FUJIYAMA,21 APR 1995,JPN,11,,"Kashihara Park Athletic Field, Kashihara (JPN)",18 APR 2026,989,men_10000m,2026,https://worldathletics.org/athletes/athlete=14780872
289,29:35.57,,Zhongping CHEN,11 MAY 2003,CHN,8f2,,"Taian sports center stadium, Taian (CHN)",29 APR 2026,989,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/zhongping-chen-15041179
290,29:35.91,,Haruki MINATOYA,25 APR 1996,JPN,7,,"Egao Kenko Stadium, Kumamoto (JPN)",11 APR 2026,989,men_10000m,2026,https://worldathletics.org/athletes/athlete=14659404
291,29:36.18,,Zheng CHEN,29 MAY 2006,CHN,9f2,,"Taian sports center stadium, Taian (CHN)",29 APR 2026,988,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/zheng-chen-15096901
292,29:36.19,,Haruki MASHIKO,20 NOV 2004,JPN,3,,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",14 FEB 2026,988,men_10000m,2026,https://worldathletics.org/athletes/japan/haruki-mashiko-14996652
293,29:36.20,,Kazuki MORIYA,19 NOV 2001,JPN,6f1,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,988,men_10000m,2026,https://worldathletics.org/athletes/japan/kazuki-moriya-14961337
294,29:36.79,,Kuantian XU,29 JAN 2001,CHN,3,,"Sports Center, Bengbu (CHN)",30 MAY 2026,988,men_10000m,2026,https://worldathletics.org/athletes/pr-of-china/kuantian-xu-15071547
295,29:36.87,,Yuto INOUE,20 DEC 1996,JPN,17,,"Nagaragawa Stadium, Gifu (JPN)",09 MAY 2026,987,men_10000m,2026,https://worldathletics.org/athletes/athlete=14887738
296,29:37.18,,Kenshin NODA,02 AUG 2006,JPN,18f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,987,men_10000m,2026,https://worldathletics.org/athletes/japan/kenshin-noda-15027835
297,29:37.20,,Taehun KIM,30 APR 2004,KOR,1,,"Mokpo Sports Complex, Mokpo (KOR)",03 MAY 2026,987,men_10000m,2026,https://worldathletics.org/athletes/korea/taehun-kim-15041054
298,29:37.22,,Mahiro NAKAZAWA,06 OCT 2005,JPN,7f2,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,987,men_10000m,2026,https://worldathletics.org/athletes/japan/mahiro-nakazawa-14996928
299,29:37.43,,Masamune NISHITAKE,07 APR 2005,JPN,19f4,,"Athletic Track, Abashiri (JPN)",12 JUL 2026,987,men_10000m,2026,https://worldathletics.org/athletes/japan/masamune-nishitake-14999603
300,29:37.76,,Ryosuke YAMAMOTO,17 JUN 2003,JPN,16f2,,"Honjo Athletic Stadium, Kitakyushu (JPN)",23 MAY 2026,986,men_10000m,2026,https://worldathletics.org/athletes/athlete=14895665
