venue,date,temp_max_c,temp_mean_c,humidity_pct
"""READY STEADY TOKYO - Athletics""",2021-05-09,27.1,20.3,50
4th Irena Szewinska Memorial,2022-06-03,22.4,16.0,63
60th Ostrava Golden Spike,2021-05-19,15.2,11.4,78
61st Golden Spike,2022-05-31,21.4,15.0,68
62nd Ostrava Golden Spike,2023-06-27,20.8,17.2,73
68° ORLEN Janusz Kusociński Memorial,2022-06-05,24.1,18.9,64
6th Irena Szewińska Memorial,2024-06-20,22.0,16.9,68
"AFU Athletics Stadium, Tashkent (UZB)",2021-06-28,39.6,31.8,16
"AFU Athletics Stadium, Tashkent (UZB)",2021-06-29,39.8,32.2,16
"AFU Athletics Stadium, Tashkent (UZB)",2024-06-28,36.7,29.9,41
"AFU Athletics Stadium, Tashkent (UZB)",2024-06-29,36.6,30.8,33
"AFU Athletics Stadium, Tashkent (UZB)",2025-05-15,38.6,31.3,18
"AFU Athletics Stadium, Tashkent (UZB)",2025-06-21,38.7,32.5,18
"AFU Athletics Stadium, Tashkent (UZB)",2025-08-17,31.7,26.3,26
"AFU Athletics Stadium, Tashkent (UZB)",2025-09-17,25.2,19.7,32
"AFU Athletics Stadium, Tashkent (UZB)",2026-06-25,35.5,30.3,33
"AIS Athletics Track, Canberra (AUS)",2020-01-24,26.5,21.2,57
"AIS Athletics Track, Canberra (AUS)",2020-01-25,30.7,23.9,60
"AIS Athletics Track, Canberra (AUS)",2020-01-27,34.1,25.8,54
"AIS Athletics Track, Canberra (AUS)",2020-02-13,24.6,19.7,84
"AIS Athletics Track, Canberra (AUS)",2020-02-29,26.2,19.6,62
"AIS Athletics Track, Canberra (AUS)",2020-12-19,20.4,15.7,77
"AIS Athletics Track, Canberra (AUS)",2021-02-13,26.3,17.1,75
"AIS Athletics Track, Canberra (AUS)",2021-02-25,21.8,15.9,78
"AIS Athletics Track, Canberra (AUS)",2021-03-31,22.0,14.0,77
"AIS Athletics Track, Canberra (AUS)",2024-01-27,24.8,18.0,68
"AIS Athletics Track, Canberra (AUS)",2024-03-02,26.2,19.0,72
"AIS Athletics Track, Canberra (AUS)",2025-01-26,25.9,20.8,74
"AIS Athletics Track, Canberra (AUS)",2026-01-25,36.7,26.2,41
Albi (FRA),2018-06-23,25.7,19.2,56
Albi (FRA),2018-07-06,25.1,19.9,73
Albi (FRA),2018-07-07,29.3,22.4,64
Albi (FRA),2018-07-08,30.0,23.7,57
"Alexander Stadium, Birmingham (GBR)",2018-08-18,21.8,17.9,76
"Alexander Stadium, Birmingham (GBR)",2019-08-18,18.4,14.7,73
"Alexander Stadium, Birmingham (GBR)",2019-08-24,25.7,18.6,70
"Alexander Stadium, Birmingham (GBR)",2019-08-25,28.3,21.3,66
"Alexander Stadium, Birmingham (GBR)",2022-05-21,16.6,12.8,73
"Alexander Stadium, Birmingham (GBR)",2022-08-02,24.6,20.3,82
"Alexander Stadium, Birmingham (GBR)",2022-08-03,24.4,20.2,70
"Alexander Stadium, Birmingham (GBR)",2022-08-04,20.2,15.8,66
"Alexander Stadium, Birmingham (GBR)",2022-08-05,18.6,14.3,63
"Alexander Stadium, Birmingham (GBR)",2022-08-06,21.9,15.6,62
"Alexander Stadium, Birmingham (GBR)",2022-08-07,23.2,17.0,63
"Alexander Stadium, Birmingham (GBR)",2023-08-02,19.3,15.9,84
"Alexander Stadium, Birmingham (GBR)",2025-08-02,21.0,16.4,62
"Alexander Stadium, Birmingham (GBR)",2025-08-03,23.3,18.3,69
"Alexander Stadium, Birmingham (GBR)",2026-06-20,23.6,20.0,66
"Alexander Stadium, Birmingham (GBR)",2026-06-21,27.5,21.1,60
"Alexander Stadium, Birmingham (GBR)",2026-08-10,23.1,19.0,50
"Alexander Stadium, Birmingham (GBR)",2026-08-11,26.8,20.8,52
"Alexander Stadium, Birmingham (GBR)",2026-08-12,32.3,24.3,47
"Alexander Stadium, Birmingham (GBR)",2026-08-13,36.0,28.0,35
"Alexander Stadium, Birmingham (GBR)",2026-08-14,29.5,23.0,62
"Alexander Stadium, Birmingham (GBR)",2026-08-15,22.4,18.2,61
"Alexander Stadium, Birmingham (GBR)",2026-08-16,23.0,17.5,61
"Alfonso Galvis Duque Stadium, Medellín (COL)",2026-06-26,27.7,22.4,74
"Alfonso Galvis Duque Stadium, Medellín (COL)",2026-06-27,28.5,22.3,75
"Alfonso Galvis Duque Stadium, Medellín (COL)",2026-06-28,28.8,22.3,74
Allianz Memorial Van Damme,2021-09-01,18.3,16.0,75
Allianz Memorial Van Damme,2021-09-03,23.5,17.7,79
Almaty (KAZ),2018-06-29,28.3,23.9,42
Almaty (KAZ),2018-06-30,30.6,25.4,39
Almaty (KAZ),2018-07-09,35.6,28.9,29
Almaty (KAZ),2019-06-30,33.1,27.2,34
Almaty (KAZ),2019-07-26,31.6,25.5,31
Almaty (KAZ),2021-05-22,23.1,18.6,38
Almaty (KAZ),2021-06-28,30.7,24.4,38
Almaty (KAZ),2021-06-29,32.5,26.3,32
"Alumni Field, Windsor (CAN)",2021-06-12,30.1,24.3,68
"Alumni Field, Windsor (CAN)",2023-06-24,27.8,21.7,81
"Alumni Field, Windsor (CAN)",2024-06-02,25.3,20.0,76
"Alumni Field, Windsor (CAN)",2025-05-17,23.9,18.1,63
"Alumni Field, Windsor (CAN)",2025-06-15,25.7,20.0,65
"Alumni Field, Windsor (CAN)",2026-06-07,27.9,22.9,60
"Alumni Stadium, Guelph (CAN)",2022-06-08,21.9,15.3,70
"Alumni Stadium, Guelph (CAN)",2024-06-04,27.6,19.9,80
"Alumni Stadium, Guelph (CAN)",2025-06-18,29.0,23.2,79
"Alumni Stadium, Guelph (CAN)",2026-06-03,26.4,18.9,39
"Alumni Stadium, London (CAN)",2023-05-28,27.8,18.8,49
"Alumni Stadium, London (CAN)",2024-05-26,25.2,18.4,68
"Alumni Stadium, London (CAN)",2025-06-22,32.5,27.1,75
"Alumni Stadium, London (CAN)",2026-05-31,20.5,14.3,66
"Ansin Sports Complex, Miramar, FL (USA)",2020-02-22,22.4,17.6,74
"Ansin Sports Complex, Miramar, FL (USA)",2021-03-27,29.5,25.3,77
"Ansin Sports Complex, Miramar, FL (USA)",2021-04-10,29.4,24.1,69
"Ansin Sports Complex, Miramar, FL (USA)",2021-06-05,30.5,26.9,78
"Ansin Sports Complex, Miramar, FL (USA)",2023-04-08,30.1,25.1,68
"Ansin Sports Complex, Miramar, FL (USA)",2024-04-06,27.2,20.3,59
"Ansin Sports Complex, Miramar, FL (USA)",2025-04-05,29.9,26.2,68
"Ansin Sports Complex, Miramar, FL (USA)",2025-05-02,29.6,25.1,58
"Ansin Sports Complex, Miramar, FL (USA)",2025-05-03,29.6,25.5,63
"Ansin Sports Complex, Miramar, FL (USA)",2025-05-04,29.1,25.3,74
"Ansin Sports Complex, Miramar, FL (USA)",2026-04-04,26.9,23.8,74
"Aoba Park Athletic Field, Chitose (JPN)",2019-07-06,21.7,16.9,86
"Aoba Park Athletic Field, Chitose (JPN)",2020-07-18,20.4,18.5,85
"Aoba Park Athletic Field, Chitose (JPN)",2021-07-17,28.4,23.8,82
"Aoba Park Athletic Field, Chitose (JPN)",2022-07-16,21.6,18.7,86
"Aoba Park Athletic Field, Chitose (JPN)",2023-07-15,21.9,20.1,94
"Aoba Park Athletic Field, Chitose (JPN)",2024-07-20,28.8,23.8,88
"Aoba Park Athletic Field, Chitose (JPN)",2025-07-12,19.4,16.7,78
"Arena Birmingham, Birmingham (GBR) (i)",2018-03-01,-3.4,-4.5,76
"Arena Birmingham, Birmingham (GBR) (i)",2018-03-02,-2.4,-3.0,83
"Arena Birmingham, Birmingham (GBR) (i)",2018-03-03,0.1,-1.3,94
"Arena Birmingham, Birmingham (GBR) (i)",2018-03-04,6.4,2.8,96
"Arena Birmingham, Birmingham (GBR) (i)",2019-02-16,11.5,9.1,88
"Arena Birmingham, Birmingham (GBR) (i)",2024-02-18,12.6,10.4,90
"Arena Birmingham, Birmingham (GBR) (i)",2025-02-22,11.9,8.8,85
"Atatürk Stadyumu, Izmir (TUR)",2024-05-25,29.3,22.6,50
"Atatürk Stadyumu, Izmir (TUR)",2024-05-26,28.0,20.6,67
"Atatürk Stadyumu, Izmir (TUR)",2025-08-22,36.8,29.5,37
"Atatürk Stadyumu, Izmir (TUR)",2025-08-24,33.7,27.9,44
"Atatürk Stadyumu, Izmir (TUR)",2025-09-02,34.5,28.5,38
"Atatürk Stadyumu, Izmir (TUR)",2025-09-03,36.5,29.4,35
"Atatürk Stadyumu, Izmir (TUR)",2026-06-06,31.2,25.2,62
"Atatürk Stadyumu, Izmir (TUR)",2026-06-07,33.2,26.6,56
"Atatürk Stadyumu, Izmir (TUR)",2026-06-27,36.0,30.0,36
"Atatürk Stadyumu, Izmir (TUR)",2026-07-03,34.4,28.8,52
"Atatürk Stadyumu, Izmir (TUR)",2026-07-05,33.7,27.7,42
"Atatürk Stadyumu, Izmir (TUR)",2026-07-25,28.3,24.3,45
"Athletics Stadium, Shibetsu (JPN)",2020-07-04,24.6,18.1,81
"Athletics Stadium, Shibetsu (JPN)",2026-07-18,26.9,22.8,91
Athletissima Lausanne,2018-07-05,21.9,19.1,78
Athletissima Lausanne,2019-07-05,28.0,23.3,66
Athletissima Lausanne,2021-08-26,21.6,16.9,76
Athletissima Lausanne,2022-08-26,25.8,20.4,77
Athletissima Lausanne,2023-06-29,27.2,21.3,62
Athletissima Lausanne,2023-06-30,18.8,17.6,85
Athletissima Lausanne,2024-08-21,22.8,18.2,70
Athletissima Lausanne,2024-08-22,23.4,19.0,64
Athletissima Lausanne,2025-08-19,27.3,21.6,68
Athletissima Lausanne,2025-08-20,21.9,18.1,89
Athletissima Lausanne,2026-08-20,27.3,22.5,69
Athletissima Lausanne,2026-08-21,18.9,16.6,90
"Atletická hala, Ostrava (CZE) (i)",2018-01-25,6.1,3.1,71
"Atletická hala, Ostrava (CZE) (i)",2019-02-12,3.3,1.6,64
"Atletická hala, Ostrava (CZE) (i)",2020-01-18,0.9,0.2,90
"Atletická hala, Ostrava (CZE) (i)",2020-02-05,2.3,0.9,75
"Atletická hala, Ostrava (CZE) (i)",2020-02-22,8.6,5.1,61
"Atletická hala, Ostrava (CZE) (i)",2020-02-23,11.8,9.2,72
"Atletická hala, Ostrava (CZE) (i)",2021-02-03,8.0,4.6,88
"Atletická hala, Ostrava (CZE) (i)",2023-02-02,5.3,2.0,81
"Atletická hala, Ostrava (CZE) (i)",2023-02-18,10.8,8.9,81
"Atletická hala, Ostrava (CZE) (i)",2024-01-30,7.2,2.6,69
"Atletická hala, Ostrava (CZE) (i)",2024-02-17,8.6,6.8,82
"Atletická hala, Ostrava (CZE) (i)",2025-02-04,4.5,-0.8,66
"Atletická hala, Ostrava (CZE) (i)",2026-02-03,-2.6,-5.2,72
"Atletická hala, Ostrava (CZE) (i)",2026-02-28,14.0,7.6,69
"Atletická hala, Ostrava (CZE) (i)",2026-03-01,13.9,8.3,71
Brisbane (AUS),2018-02-04,26.1,21.5,75
Brisbane (AUS),2018-03-03,29.1,25.9,82
Brisbane (AUS),2018-03-28,29.4,23.7,77
Brisbane (AUS),2019-02-09,30.5,26.0,81
Brisbane (AUS),2019-03-23,31.8,25.3,80
"Bungertstadion, Rehlingen (GER)",2021-05-23,13.3,10.3,72
"Bungertstadion, Rehlingen (GER)",2021-08-24,19.9,15.2,70
"Bungertstadion, Rehlingen (GER)",2022-06-05,24.4,18.2,62
"Bungertstadion, Rehlingen (GER)",2023-05-28,22.4,15.8,60
"Bungertstadion, Rehlingen (GER)",2024-05-19,18.8,14.7,79
"Bungertstadion, Rehlingen (GER)",2025-06-08,15.2,11.8,89
"Bungertstadion, Rehlingen (GER)",2026-05-24,23.2,18.7,65
Bursa (TUR),2018-07-08,30.4,24.8,61
Bursa (TUR),2018-08-15,32.0,25.6,60
Bursa (TUR),2019-06-19,26.3,21.8,81
Bursa (TUR),2019-06-20,27.7,22.8,71
Bursa (TUR),2019-08-04,28.2,23.9,61
Bursa (TUR),2020-08-19,29.0,23.7,69
Bursa (TUR),2020-08-20,27.6,22.1,63
Bursa (TUR),2020-08-28,33.9,25.7,42
Bursa (TUR),2020-08-29,34.9,27.3,46
Bursa (TUR),2021-04-18,20.4,15.0,86
"CNDA, Bragança Paulista (BRA)",2018-07-08,24.8,18.6,52
"CNDA, Bragança Paulista (BRA)",2019-04-28,27.5,22.9,68
"CNDA, Bragança Paulista (BRA)",2019-08-29,25.8,17.8,70
"CNDA, Bragança Paulista (BRA)",2019-08-30,27.4,19.7,56
"CNDA, Bragança Paulista (BRA)",2019-09-01,24.4,18.3,85
"CNDA, Bragança Paulista (BRA)",2020-03-14,28.4,22.7,76
"CNDA, Bragança Paulista (BRA)",2020-12-17,28.9,23.0,81
"CNDA, Bragança Paulista (BRA)",2020-12-18,29.3,23.5,75
"CNDA, Bragança Paulista (BRA)",2021-04-17,25.0,19.9,67
"CNDA, Bragança Paulista (BRA)",2021-04-18,23.3,18.9,87
"CNDA, Bragança Paulista (BRA)",2021-06-20,21.7,17.8,68
"CNDA, Bragança Paulista (BRA)",2021-06-23,18.6,15.0,82
"CNDA, Bragança Paulista (BRA)",2023-04-01,27.7,21.7,77
"CNDA, Bragança Paulista (BRA)",2023-05-07,25.8,20.1,80
"CNDA, Bragança Paulista (BRA)",2024-04-06,25.6,21.0,77
"CNDA, Bragança Paulista (BRA)",2024-04-07,28.4,21.5,76
"CNDA, Bragança Paulista (BRA)",2025-04-11,25.7,19.9,81
"CNDA, Bragança Paulista (BRA)",2025-08-24,26.0,19.1,65
"CNDA, Bragança Paulista (BRA)",2026-01-31,25.7,20.7,84
"CNDA, Bragança Paulista (BRA)",2026-04-12,26.5,19.5,76
"CNDA, Bragança Paulista (BRA)",2026-04-24,27.1,20.5,75
"CNDA, Bragança Paulista (BRA)",2026-04-25,26.8,21.1,66
"CNDA, Bragança Paulista (BRA)",2026-04-26,27.5,21.8,68
"CNDA, Bragança Paulista (BRA)",2026-05-16,24.9,18.7,81
"COTP Stadium, São Paulo (BRA)",2020-12-06,24.5,19.8,88
"COTP Stadium, São Paulo (BRA)",2020-12-11,26.6,21.2,81
"COTP Stadium, São Paulo (BRA)",2020-12-12,27.6,21.8,80
"COTP Stadium, São Paulo (BRA)",2020-12-13,28.6,22.7,83
"COTP Stadium, São Paulo (BRA)",2021-06-05,25.1,18.8,73
"COTP Stadium, São Paulo (BRA)",2021-06-11,18.8,16.4,91
"COTP Stadium, São Paulo (BRA)",2021-06-12,19.4,15.0,86
"COTP Stadium, São Paulo (BRA)",2021-06-13,18.1,13.9,85
"COTP Stadium, São Paulo (BRA)",2021-06-25,25.3,17.8,75
"COTP Stadium, São Paulo (BRA)",2021-06-27,24.7,18.6,67
"COTP Stadium, São Paulo (BRA)",2022-03-27,24.7,21.9,85
"COTP Stadium, São Paulo (BRA)",2022-04-16,20.0,15.2,82
"COTP Stadium, São Paulo (BRA)",2022-05-01,26.8,21.2,75
"COTP Stadium, São Paulo (BRA)",2022-05-29,25.8,19.1,54
"COTP Stadium, São Paulo (BRA)",2023-03-12,24.0,20.6,92
"COTP Stadium, São Paulo (BRA)",2023-05-10,20.9,19.0,91
"COTP Stadium, São Paulo (BRA)",2023-05-21,23.9,15.5,76
"COTP Stadium, São Paulo (BRA)",2023-07-28,26.9,19.4,75
"COTP Stadium, São Paulo (BRA)",2023-07-29,17.1,15.2,86
"COTP Stadium, São Paulo (BRA)",2023-07-30,19.9,14.6,82
"COTP Stadium, São Paulo (BRA)",2023-09-13,32.6,24.3,44
"COTP Stadium, São Paulo (BRA)",2024-03-02,26.3,21.2,83
"COTP Stadium, São Paulo (BRA)",2024-08-23,32.1,23.7,39
"COTP Stadium, São Paulo (BRA)",2026-03-28,30.2,22.8,71
"COTP Stadium, São Paulo (BRA)",2026-05-09,28.2,24.1,55
"CVEATC, Chula Vista, CA (USA)",2021-04-03,19.0,15.3,80
"CVEATC, Chula Vista, CA (USA)",2021-04-24,18.0,15.2,73
"CVEATC, Chula Vista, CA (USA)",2021-04-25,18.4,15.1,74
"CVEATC, Chula Vista, CA (USA)",2021-05-02,18.0,15.6,73
"CVEATC, Chula Vista, CA (USA)",2021-05-30,19.6,16.6,72
"CVEATC, Chula Vista, CA (USA)",2021-06-06,20.2,17.6,72
"CVEATC, Chula Vista, CA (USA)",2022-04-07,30.9,20.9,65
"CVEATC, Chula Vista, CA (USA)",2022-05-29,20.5,17.4,71
"CVEATC, Chula Vista, CA (USA)",2022-06-11,22.5,19.7,79
"CVEATC, Chula Vista, CA (USA)",2022-07-09,23.8,20.5,76
"CVEATC, Chula Vista, CA (USA)",2023-04-30,18.1,15.7,78
"CVEATC, Chula Vista, CA (USA)",2023-05-28,19.9,17.0,74
"CVEATC, Chula Vista, CA (USA)",2023-06-18,21.1,18.5,79
"CVEATC, Chula Vista, CA (USA)",2024-06-02,20.1,17.0,72
"CVEATC, Chula Vista, CA (USA)",2024-06-08,21.7,18.3,75
"CVEATC, Chula Vista, CA (USA)",2025-06-29,24.3,20.2,78
"CVEATC, Chula Vista, CA (USA)",2025-07-12,22.8,19.5,75
"CVEATC, Chula Vista, CA (USA)",2026-06-20,21.7,18.4,74
"CVEATC, Chula Vista, CA (USA)",2026-07-05,23.9,20.8,75
Camagüey (CUB),2018-02-04,27.7,23.1,80
Camagüey (CUB),2018-03-14,28.7,23.0,84
Camagüey (CUB),2018-03-15,25.0,22.0,81
Camagüey (CUB),2018-06-02,29.8,25.4,86
Camagüey (CUB),2018-06-29,32.2,27.2,76
Camagüey (CUB),2019-02-09,28.9,23.9,73
Camagüey (CUB),2019-02-10,28.7,24.2,65
Camagüey (CUB),2019-02-22,30.3,25.0,76
Camagüey (CUB),2019-02-23,30.2,25.2,77
Camagüey (CUB),2019-02-24,30.3,25.3,73
Camagüey (CUB),2019-06-30,34.8,29.0,75
Camagüey (CUB),2019-07-03,34.3,28.2,75
"Campo Scuola Moreno Martini, Lucca (ITA)",2022-05-28,32.4,24.3,60
"Campo Scuola Moreno Martini, Lucca (ITA)",2023-06-04,24.8,18.7,86
"Campo Scuola Moreno Martini, Lucca (ITA)",2024-05-19,24.9,18.8,77
"Campo Scuola Moreno Martini, Lucca (ITA)",2025-06-08,25.5,21.3,82
"Campo Scuola Moreno Martini, Lucca (ITA)",2026-06-07,26.5,20.5,78
"Cardinal Park, Louisville, KY (USA)",2021-04-23,16.8,8.5,63
"Cardinal Park, Louisville, KY (USA)",2022-04-30,26.9,19.5,66
"Cardinal Park, Louisville, KY (USA)",2025-04-26,18.9,14.9,80
"Cardinal Park, Louisville, KY (USA)",2026-04-23,28.0,20.3,55
"Cardinal Park, Louisville, KY (USA)",2026-04-24,26.2,21.1,56
"Cardinal Park, Louisville, KY (USA)",2026-05-15,24.4,16.7,49
"Cardinal Park, Louisville, KY (USA)",2026-05-16,27.4,21.4,63
"Carl-Kaufmann-Stadion, Karlsruhe (GER)",2023-05-20,21.9,16.4,72
"Carl-Kaufmann-Stadion, Karlsruhe (GER)",2024-05-11,23.5,16.9,62
"Carl-Kaufmann-Stadion, Karlsruhe (GER)",2025-05-31,30.9,22.7,60
"Carl-Kaufmann-Stadion, Karlsruhe (GER)",2026-05-30,30.3,24.4,51
Castellón (ESP),2018-02-17,18.0,12.7,74
Castellón (ESP),2018-06-16,25.5,22.7,68
Castellón (ESP),2018-06-26,27.6,24.8,65
Castellón (ESP),2018-07-04,28.8,25.5,71
Castellón (ESP),2018-07-11,29.5,26.2,68
Castellón (ESP),2019-05-25,21.4,18.2,67
Castellón (ESP),2019-05-26,22.3,18.0,62
Castellón (ESP),2019-06-01,23.6,19.3,60
Castellón (ESP),2019-07-23,32.3,27.5,49
Castellón (ESP),2020-02-29,22.9,16.1,56
Castellón (ESP),2020-07-29,31.0,27.4,67
Castellón (ESP),2020-08-24,29.5,26.2,65
Castellón (ESP),2020-08-28,30.5,27.0,73
Castellón (ESP),2021-06-29,27.4,24.0,59
Castellón (ESP),2022-02-06,14.6,10.4,75
Castellón (ESP),2022-06-16,31.4,25.9,65
"Central Stadium, Kazan (RUS)",2022-07-13,29.9,25.3,66
"Central Stadium, Kazan (RUS)",2022-07-14,24.7,21.4,88
"Central Stadium, Kazan (RUS)",2025-08-07,27.0,23.4,78
"Central Stadium, Kazan (RUS)",2025-08-08,24.7,20.8,76
"Central Stadium, Kazan (RUS)",2025-08-09,23.1,19.6,66
"Central Stadium, Kazan (RUS)",2025-08-10,22.2,18.3,79
"Centre sportif Bout-du-Monde, Genève (SUI)",2021-06-12,26.6,20.8,66
"Centre sportif Bout-du-Monde, Genève (SUI)",2022-06-11,24.3,19.1,63
"Centre sportif Bout-du-Monde, Genève (SUI)",2023-06-10,23.3,19.5,77
"Centre sportif Bout-du-Monde, Genève (SUI)",2024-06-22,19.2,15.7,82
"Centre sportif Bout-du-Monde, Genève (SUI)",2025-06-21,33.1,25.1,52
"Centro Gabre Gabric, Brescia (ITA)",2025-06-14,32.7,28.2,56
"Centro Gabre Gabric, Brescia (ITA)",2025-07-12,27.2,22.2,72
"Centro Gabre Gabric, Brescia (ITA)",2025-07-15,31.0,26.4,66
"Centro Nacional de Lançamentos, Leiria (POR)",2021-03-06,19.8,13.1,78
"Centro Nacional de Lançamentos, Leiria (POR)",2022-03-13,15.1,10.8,77
"Centro Nacional de Lançamentos, Leiria (POR)",2022-08-06,29.0,21.2,79
"Centro Nacional de Lançamentos, Leiria (POR)",2022-08-07,28.4,20.6,75
"Centro Nacional de Lançamentos, Leiria (POR)",2023-03-11,19.1,15.6,91
"Centro Nacional de Lançamentos, Leiria (POR)",2023-03-12,20.4,15.6,87
"Centro Nacional de Lançamentos, Leiria (POR)",2023-08-05,33.3,24.1,54
"Centro Nacional de Lançamentos, Leiria (POR)",2024-05-01,15.0,11.5,74
"Centro Nacional de Lançamentos, Leiria (POR)",2024-05-22,20.1,15.6,76
"Centro Nacional de Lançamentos, Leiria (POR)",2024-06-23,28.9,21.2,78
"Centro Nacional de Lançamentos, Leiria (POR)",2025-08-09,35.2,24.1,68
"Centro Nacional de Lançamentos, Leiria (POR)",2025-08-10,36.1,26.5,54
"Centro Nacional de Lançamentos, Leiria (POR)",2026-08-01,30.4,22.4,78
"Centro Sportivo Fontanassa, Savona (ITA)",2020-07-16,25.0,22.2,82
"Centro Sportivo Fontanassa, Savona (ITA)",2021-05-13,17.6,14.8,90
"Centro Sportivo Fontanassa, Savona (ITA)",2022-05-18,27.5,22.5,74
"Centro Sportivo Fontanassa, Savona (ITA)",2023-05-24,22.2,19.1,83
"Centro Sportivo Fontanassa, Savona (ITA)",2024-05-15,17.7,15.8,86
"Centro Sportivo Fontanassa, Savona (ITA)",2025-05-21,22.3,18.1,86
"Centro Sportivo Fontanassa, Savona (ITA)",2026-05-20,22.1,17.3,78
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2020-02-29,20.5,18.7,94
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2020-03-07,23.2,17.8,87
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2022-02-13,25.1,20.3,87
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2022-02-26,27.2,21.5,80
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2022-06-11,15.8,13.9,94
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2022-08-27,26.3,19.5,63
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2023-02-11,23.3,20.6,88
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2023-09-09,25.7,20.4,70
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2024-03-16,30.5,25.7,74
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2024-04-20,22.7,17.2,83
"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",2024-10-18,23.9,18.1,90
"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2023-04-30,24.6,19.1,85
"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2024-06-27,23.3,19.8,70
"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2024-06-28,25.5,19.7,69
"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2024-06-29,24.9,18.5,73
"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2025-07-13,22.5,17.1,62
"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2025-07-31,19.8,12.3,71
"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2025-08-01,23.7,15.2,71
"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2025-08-02,26.3,18.1,56
"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",2025-08-03,25.3,18.9,46
"Charlottesville, VA (USA)",2018-04-06,21.3,10.1,50
"Charlottesville, VA (USA)",2018-04-20,16.1,7.9,50
"Charlottesville, VA (USA)",2018-04-28,23.6,15.2,67
"Charlottesville, VA (USA)",2018-05-04,31.5,23.9,60
"Charlottesville, VA (USA)",2019-04-06,19.7,10.8,86
"Charlottesville, VA (USA)",2019-04-20,19.5,17.2,75
"Charlottesville, VA (USA)",2019-04-26,22.8,17.1,79
"Charlottesville, VA (USA)",2019-04-27,21.1,14.5,47
"Charlottesville, VA (USA)",2019-05-10,27.1,22.0,69
"Charlottesville, VA (USA)",2019-05-11,22.3,18.9,87
Cheboksary (RUS),2019-07-24,24.2,19.5,71
Cheboksary (RUS),2019-07-25,26.7,21.6,65
Cheboksary (RUS),2019-07-26,27.3,22.1,65
Cheboksary (RUS),2019-07-27,26.3,21.2,75
Cheboksary (RUS),2019-08-03,16.3,13.3,79
Chengdu (CHN),2019-03-30,20.0,16.5,52
Chengdu (CHN),2019-03-31,19.3,15.1,69
Chengdu (CHN),2019-04-04,20.4,15.5,72
Chengdu (CHN),2019-07-24,30.7,26.8,84
Chengdu (CHN),2020-05-15,30.2,24.5,63
Chengdu (CHN),2020-05-16,30.9,26.5,44
Chengdu (CHN),2021-03-30,25.8,20.4,74
Chengdu (CHN),2021-04-02,17.2,14.1,66
Chengdu (CHN),2021-05-15,25.7,20.7,65
Chengdu (CHN),2022-07-02,27.5,23.7,84
Chongqing (CHN),2019-06-04,34.8,29.5,65
Chongqing (CHN),2019-06-07,31.1,26.9,77
Chongqing (CHN),2021-06-24,30.9,27.0,79
Chongqing (CHN),2021-06-25,29.0,26.0,82
Chongqing (CHN),2021-06-26,30.8,26.7,83
Chongqing (CHN),2021-06-27,29.0,25.9,89
Chongqing (CHN),2025-05-14,28.4,24.3,77
Chongqing (CHN),2025-05-15,25.1,22.6,86
Chongqing (CHN),2025-05-16,25.1,22.3,86
"HOC Stadium, Hangzhou (CHN)",2023-09-29,31.0,26.1,85
"HOC Stadium, Hangzhou (CHN)",2023-09-30,26.4,23.0,83
"HOC Stadium, Hangzhou (CHN)",2023-10-01,25.7,21.6,73
"HOC Stadium, Hangzhou (CHN)",2023-10-02,25.5,21.4,72
"HOC Stadium, Hangzhou (CHN)",2023-10-03,26.2,22.6,75
"HOC Stadium, Hangzhou (CHN)",2023-10-04,26.0,21.8,73
"HOC Stadium, Hangzhou (CHN)",2024-04-14,26.8,21.6,88
Halle (GER),2018-05-26,26.3,20.8,52
Halle (GER),2018-05-27,26.4,21.1,61
Halle (GER),2019-06-01,26.8,20.8,64
"Harjun stadion, Jyväskylä (FIN)",2020-06-01,18.9,14.4,64
"Harjun stadion, Jyväskylä (FIN)",2020-07-08,18.0,14.3,72
