venue,date,temp_max_c,temp_mean_c,humidity_pct
"Nyayo National Stadium, Nairobi (KEN)",2024-06-15,24.9,18.2,71
"Nyayo National Stadium, Nairobi (KEN)",2025-06-27,25.6,19.5,70
"Nyayo National Stadium, Nairobi (KEN)",2025-07-22,24.5,17.5,70
"Nyayo National Stadium, Nairobi (KEN)",2026-04-24,23.3,18.9,77
"Nyayo National Stadium, Nairobi (KEN)",2026-05-22,25.9,19.9,72
"Nyayo National Stadium, Nairobi (KEN)",2026-06-18,23.6,18.2,72
"Nyayo National Stadium, Nairobi (KEN)",2026-06-19,24.2,18.8,70
"Nyayo National Stadium, Nairobi (KEN)",2026-06-20,23.0,18.4,70
Ogre (LAT),2018-06-15,22.8,19.0,69
Ogre (LAT),2018-06-16,24.4,19.5,62
Ogre (LAT),2019-06-01,19.7,14.6,66
Ogre (LAT),2019-06-04,26.7,21.0,57
Ogre (LAT),2019-06-15,23.4,18.1,70
Ogre (LAT),2019-07-27,27.4,22.8,72
"Ole Miss T&F Complex, Oxford, MS (USA)",2021-04-10,22.2,18.5,84
"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-13,29.7,23.6,85
"Ole Miss T&F Complex, Oxford, MS (USA)",2022-05-14,30.5,22.1,85
"Ole Miss T&F Complex, Oxford, MS (USA)",2026-04-11,27.7,20.3,62
"Olympiastadion, Berlin (GER)",2018-08-07,34.9,27.7,35
"Olympiastadion, Berlin (GER)",2018-08-08,36.6,29.8,36
"Olympiastadion, Berlin (GER)",2018-08-09,34.0,27.3,55
"Olympiastadion, Berlin (GER)",2018-08-10,24.7,21.7,50
"Olympiastadion, Berlin (GER)",2018-08-11,23.3,19.7,45
"Olympiastadion, Berlin (GER)",2018-08-12,26.4,20.0,49
"Olympiastadion, Berlin (GER)",2018-09-02,23.5,18.9,73
"Olympiastadion, Berlin (GER)",2019-09-01,29.3,24.0,56
"Olympiastadion, Berlin (GER)",2020-09-13,23.8,17.5,72
"Olympiastadion, Berlin (GER)",2021-09-12,21.5,18.2,83
"Olympiastadion, Berlin (GER)",2022-06-25,27.4,22.2,80
"Olympiastadion, Berlin (GER)",2022-06-26,29.8,24.1,69
"Olympiastadion, Berlin (GER)",2022-09-04,23.3,18.0,55
"Olympiastadion, Berlin (GER)",2023-09-03,20.5,16.8,71
"Olympiastadion, Berlin (GER)",2024-09-01,24.7,19.1,61
"Olympiastadion, Berlin (GER)",2025-07-27,23.8,19.6,73
"Olympiastadion, München (GER)",2022-08-15,27.3,21.9,56
"Olympiastadion, München (GER)",2022-08-16,29.3,22.4,50
"Olympiastadion, München (GER)",2022-08-17,31.2,24.5,47
"Olympiastadion, München (GER)",2022-08-18,27.1,20.4,78
"Olympiastadion, München (GER)",2022-08-19,20.8,17.6,90
"Olympiastadion, München (GER)",2022-08-20,19.2,17.1,89
"Olympiastadion, München (GER)",2022-08-21,22.8,18.1,74
"Olympiastadion, Stockholm (SWE)",2018-06-10,27.9,21.0,56
"Olympiastadion, Stockholm (SWE)",2019-05-30,14.7,11.0,64
"Olympiastadion, Stockholm (SWE)",2019-08-24,21.0,16.7,87
"Olympiastadion, Stockholm (SWE)",2019-08-25,23.1,17.8,83
"Olympiastadion, Stockholm (SWE)",2020-08-23,21.9,18.1,65
"Olympiastadion, Stockholm (SWE)",2021-07-04,26.2,20.9,68
"Olympiastadion, Stockholm (SWE)",2021-09-04,13.8,8.9,70
"Olympiastadion, Stockholm (SWE)",2021-09-05,16.3,10.0,73
"Olympiastadion, Stockholm (SWE)",2022-06-30,24.9,21.0,87
"Olympiastadion, Stockholm (SWE)",2023-07-02,17.7,15.5,89
"Olympiastadion, Stockholm (SWE)",2023-09-03,17.2,14.2,80
"Olympiastadion, Stockholm (SWE)",2024-05-15,21.7,15.5,59
"Olympiastadion, Stockholm (SWE)",2024-06-02,25.2,20.0,61
"Olympiastadion, Stockholm (SWE)",2025-06-15,27.3,20.2,44
"Olympiastadion, Stockholm (SWE)",2025-08-24,16.6,13.2,70
"Olympiastadion, Stockholm (SWE)",2026-06-07,20.9,16.4,64
"Olympic Center, Shenyang (CHN)",2023-06-27,30.7,25.5,71
"Olympic Center, Shenyang (CHN)",2023-06-28,31.7,26.1,72
"Olympic Center, Shenyang (CHN)",2023-06-29,29.2,24.5,79
"Olympic Park, Sydney (AUS)",2026-04-10,29.6,23.0,63
"Olympic Park, Sydney (AUS)",2026-04-11,24.7,18.0,41
"Olympic Park, Sydney (AUS)",2026-04-12,20.3,16.2,44
"Olympic Stadium, Cheboksary (RUS)",2021-06-23,31.9,27.3,58
"Olympic Stadium, Cheboksary (RUS)",2021-06-24,32.4,27.9,56
"Olympic Stadium, Cheboksary (RUS)",2021-06-25,33.0,28.2,56
"Olympic Stadium, Cheboksary (RUS)",2021-06-26,31.4,27.4,60
"Olympic Stadium, Cheboksary (RUS)",2021-07-31,26.4,22.0,71
"Olympic Stadium, Cheboksary (RUS)",2021-08-01,26.6,22.2,55
"Olympic Stadium, Cheboksary (RUS)",2022-06-18,21.6,18.0,68
"Olympic Stadium, Cheboksary (RUS)",2022-08-02,25.7,20.4,68
"Olympic Stadium, Cheboksary (RUS)",2022-08-03,26.2,21.3,72
"Olympic Stadium, Cheboksary (RUS)",2022-08-04,26.7,22.0,67
"Olympic Stadium, Cheboksary (RUS)",2022-08-05,28.3,23.7,62
"Olympic Stadium, Cheboksary (RUS)",2023-06-17,21.9,17.6,43
"Olympic Stadium, Cheboksary (RUS)",2024-06-22,22.0,18.1,62
"Olympic Stadium, Cheboksary (RUS)",2024-07-07,24.3,20.4,61
"Olympic Stadium, Cheboksary (RUS)",2024-07-08,25.4,20.8,63
"Olympic Stadium, Cheboksary (RUS)",2024-07-09,28.2,22.8,63
"Olympic Stadium, Cheboksary (RUS)",2025-07-25,22.9,19.0,63
"Olympic Stadium, Cheboksary (RUS)",2025-07-26,22.6,18.1,58
"Olympic Stadium, Cheboksary (RUS)",2026-06-19,20.9,17.4,74
"Olympic Stadium, Cheboksary (RUS)",2026-06-20,19.9,16.9,85
"Olympic Stadium, Cheboksary (RUS)",2026-06-21,20.7,17.2,79
"Olympic Stadium, London (GBR)",2018-07-21,25.7,21.4,64
"Olympic Stadium, London (GBR)",2018-07-22,27.4,22.5,62
"Olympic Stadium, London (GBR)",2019-07-20,23.2,19.1,76
"Olympic Stadium, London (GBR)",2019-07-21,21.8,18.1,72
"Olympic Stadium, London (GBR)",2023-07-23,22.5,18.8,76
"Olympic Stadium, London (GBR)",2024-07-20,24.0,19.9,78
"Olympic Stadium, London (GBR)",2025-07-19,22.5,20.0,77
"Olympic Stadium, London (GBR)",2026-07-18,22.9,19.1,59
Oordegem (BEL),2018-05-26,26.1,20.8,76
Oordegem (BEL),2018-06-02,19.0,16.0,88
Oordegem (BEL),2019-06-01,25.9,19.5,71
Ooredoo Doha Meeting,2022-05-13,36.1,31.0,24
Ooredoo Doha Meeting,2022-05-14,33.5,29.5,29
Oslo Bislett Games,2018-06-07,26.6,19.7,56
Oslo Bislett Games,2019-06-13,15.3,11.9,93
Oslo Bislett Games,2021-07-01,23.6,19.0,48
Oslo Bislett Games,2022-06-16,21.7,16.9,68
Oslo Bislett Games,2023-06-15,30.5,23.4,43
Oslo Bislett Games,2024-05-30,18.4,14.8,86
Oslo Bislett Games,2025-06-12,18.7,13.7,55
Oslo Bislett Games,2026-06-10,16.2,12.9,69
"Paavo Nurmen Stadion, Turku (FIN)",2019-06-11,22.8,17.8,55
"Paavo Nurmen Stadion, Turku (FIN)",2020-08-11,20.9,16.2,61
"Paavo Nurmen Stadion, Turku (FIN)",2020-08-14,20.8,16.4,80
"Paavo Nurmen Stadion, Turku (FIN)",2020-08-15,25.2,19.6,80
"Paavo Nurmen Stadion, Turku (FIN)",2020-08-16,24.8,18.6,64
"Paavo Nurmen Stadion, Turku (FIN)",2021-05-22,14.0,9.8,85
"Paavo Nurmen Stadion, Turku (FIN)",2021-06-07,26.4,20.3,52
"Paavo Nurmen Stadion, Turku (FIN)",2021-06-08,25.1,18.9,72
"Paavo Nurmen Stadion, Turku (FIN)",2022-06-14,19.9,15.7,66
"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,21.9,16.7,51
"Paavo Nurmen Stadion, Turku (FIN)",2024-06-18,19.2,15.3,83
"Paavo Nurmen Stadion, Turku (FIN)",2025-06-17,18.8,15.5,73
"Paavo Nurmen Stadion, Turku (FIN)",2026-06-03,21.5,16.9,69
Padova (ITA),2018-06-08,21.2,17.9,88
Padova (ITA),2018-09-02,19.8,16.6,89
Padova (ITA),2019-02-09,11.3,6.1,73
Padova (ITA),2019-07-16,25.0,20.3,70
"Palangos Stadionas, Palanga (LTU)",2020-08-08,28.1,22.8,68
"Palangos Stadionas, Palanga (LTU)",2021-06-25,21.8,19.7,81
"Palangos Stadionas, Palanga (LTU)",2021-06-26,21.6,19.2,74
"Palangos Stadionas, Palanga (LTU)",2024-06-28,30.5,24.8,62
"Palangos Stadionas, Palanga (LTU)",2025-08-03,25.1,20.2,81
"Palangos Stadionas, Palanga (LTU)",2026-05-02,16.4,11.8,61
"Palangos Stadionas, Palanga (LTU)",2026-06-06,17.8,14.9,90
"Palangos Stadionas, Palanga (LTU)",2026-06-17,17.2,14.5,84
"Palangos Stadionas, Palanga (LTU)",2026-07-25,18.9,17.3,80
"Palangos Stadionas, Palanga (LTU)",2026-07-26,21.4,18.4,79
"Palo Alto, CA (USA)",2018-03-30,24.3,17.7,61
"Palo Alto, CA (USA)",2018-03-31,24.3,17.2,69
"Palo Alto, CA (USA)",2018-05-03,20.6,14.8,74
"Palo Alto, CA (USA)",2018-05-12,26.4,20.1,44
"Palo Alto, CA (USA)",2018-05-13,23.9,17.7,61
"Palo Alto, CA (USA)",2019-03-29,15.4,11.6,79
"Palo Alto, CA (USA)",2019-04-06,20.6,14.6,79
"Palo Alto, CA (USA)",2019-05-02,24.1,17.1,61
"Panthessaliko Stadium, Volos (GRE)",2023-07-08,33.2,28.9,39
"Panthessaliko Stadium, Volos (GRE)",2023-07-09,31.4,27.2,46
"Panthessaliko Stadium, Volos (GRE)",2024-06-29,33.3,28.1,47
"Panthessaliko Stadium, Volos (GRE)",2025-07-26,34.5,31.2,44
"Panthessaliko Stadium, Volos (GRE)",2025-07-27,33.7,30.1,45
"Panthessaliko Stadium, Volos (GRE)",2025-08-02,31.6,26.8,60
"Panthessaliko Stadium, Volos (GRE)",2026-06-20,28.9,24.5,58
"Panthessaliko Stadium, Volos (GRE)",2026-06-21,31.4,26.4,48
"Panthessaliko Stadium, Volos (GRE)",2026-07-26,28.9,24.7,59
"Parc des Sports C. Ehrmann, Nice (FRA)",2020-08-21,29.1,25.6,62
"Parc des Sports C. Ehrmann, Nice (FRA)",2021-06-05,22.0,19.7,79
"Parc des Sports C. Ehrmann, Nice (FRA)",2021-06-12,26.0,23.6,68
"Parc des Sports C. Ehrmann, Nice (FRA)",2023-06-17,25.8,22.8,75
"Parc des Sports C. Ehrmann, Nice (FRA)",2024-06-15,23.3,19.8,80
"Parc des Sports C. Ehrmann, Nice (FRA)",2024-06-30,28.2,23.4,76
"Parc des Sports C. Ehrmann, Nice (FRA)",2025-05-31,24.7,21.5,68
"Parc des Sports C. Ehrmann, Nice (FRA)",2026-05-20,21.4,18.1,64
"Parc des Sports C. Ehrmann, Nice (FRA)",2026-06-13,27.0,23.2,54
"Pascual Guerrero Stadium, Cali (COL)",2021-12-01,24.3,20.5,90
"Pascual Guerrero Stadium, Cali (COL)",2021-12-03,24.1,20.9,87
"Pascual Guerrero Stadium, Cali (COL)",2021-12-04,25.5,20.8,86
"Pascual Guerrero Stadium, Cali (COL)",2022-08-01,25.4,20.9,87
"Pascual Guerrero Stadium, Cali (COL)",2022-08-02,23.4,20.4,93
"Pascual Guerrero Stadium, Cali (COL)",2022-08-03,25.0,20.9,87
"Pascual Guerrero Stadium, Cali (COL)",2022-08-04,25.0,20.7,90
"Pascual Guerrero Stadium, Cali (COL)",2022-08-05,24.8,20.3,90
"Pascual Guerrero Stadium, Cali (COL)",2022-08-06,26.4,21.0,86
"Pascual Guerrero Stadium, Cali (COL)",2023-10-21,26.1,21.7,81
Patiala (IND),2018-02-27,27.0,19.9,69
Patiala (IND),2018-03-06,26.1,19.0,61
Patiala (IND),2018-03-07,27.2,18.7,59
Patiala (IND),2018-03-08,28.0,20.2,58
Patiala (IND),2019-03-15,23.4,16.7,67
Patiala (IND),2019-03-16,23.8,17.4,65
Patiala (IND),2019-08-16,31.2,28.0,84
Patiala (IND),2021-03-05,28.3,20.4,54
Patiala (IND),2021-03-15,30.3,22.5,56
Patiala (IND),2021-03-16,30.6,23.1,53
Patiala (IND),2021-03-17,31.0,23.4,50
Patiala (IND),2021-06-21,35.3,30.1,66
Patiala (IND),2021-06-26,36.3,30.2,62
Patiala (IND),2021-06-29,40.1,34.0,41
Patiala (IND),2024-03-22,28.6,22.4,65
"Paul Derr TF Facility, Raleigh, NC (USA)",2021-03-25,23.5,17.4,85
"Paul Derr TF Facility, Raleigh, NC (USA)",2021-03-27,26.1,19.7,85
"Paul Derr TF Facility, Raleigh, NC (USA)",2021-05-13,21.1,12.8,62
"Paul Derr TF Facility, Raleigh, NC (USA)",2021-05-14,21.5,15.5,50
"Paul Derr TF Facility, Raleigh, NC (USA)",2021-05-15,23.2,15.9,50
"Paul Derr TF Facility, Raleigh, NC (USA)",2022-03-25,19.0,15.3,60
"Paul Derr TF Facility, Raleigh, NC (USA)",2023-03-25,27.7,20.6,65
"Paul Derr TF Facility, Raleigh, NC (USA)",2023-05-11,27.2,19.4,60
"Paul Derr TF Facility, Raleigh, NC (USA)",2023-05-12,28.9,21.8,63
"Paul Derr TF Facility, Raleigh, NC (USA)",2023-05-13,28.7,22.3,61
"Paul Derr TF Facility, Raleigh, NC (USA)",2025-03-27,17.3,10.4,44
"Paul Derr TF Facility, Raleigh, NC (USA)",2026-03-26,25.7,17.4,64
"Paul Derr TF Facility, Raleigh, NC (USA)",2026-03-27,30.0,22.6,59
"Paul-Greifzu-Stadion, Dessau (GER)",2020-09-08,23.2,17.8,66
"Paul-Greifzu-Stadion, Dessau (GER)",2022-05-25,20.1,15.5,63
"Paul-Greifzu-Stadion, Dessau (GER)",2023-06-17,23.5,18.5,72
"Paul-Greifzu-Stadion, Dessau (GER)",2024-05-24,22.4,17.0,79
"Paul-Greifzu-Stadion, Dessau (GER)",2025-06-21,28.1,20.7,47
"Paul-Greifzu-Stadion, Dessau (GER)",2026-06-19,33.3,26.9,56
"Percy Beard Track, Gainesville, FL (USA)",2021-04-02,15.9,11.2,38
"Percy Beard Track, Gainesville, FL (USA)",2021-04-03,19.7,11.3,63
"Percy Beard Track, Gainesville, FL (USA)",2021-04-16,23.7,20.7,83
"Percy Beard Track, Gainesville, FL (USA)",2021-04-17,26.6,20.7,88
"Percy Beard Track, Gainesville, FL (USA)",2022-04-01,27.6,21.6,81
"Percy Beard Track, Gainesville, FL (USA)",2022-04-15,28.3,22.6,80
"Percy Beard Track, Gainesville, FL (USA)",2022-04-16,30.3,22.8,79
"Percy Beard Track, Gainesville, FL (USA)",2023-03-31,29.9,21.0,65
"Percy Beard Track, Gainesville, FL (USA)",2023-04-01,29.9,23.5,64
"Percy Beard Track, Gainesville, FL (USA)",2023-04-14,30.4,23.1,65
"Percy Beard Track, Gainesville, FL (USA)",2023-04-15,31.0,22.8,73
"Percy Beard Track, Gainesville, FL (USA)",2024-03-30,24.5,16.6,71
"Percy Beard Track, Gainesville, FL (USA)",2024-04-12,24.6,19.1,60
"Percy Beard Track, Gainesville, FL (USA)",2024-04-13,25.6,17.9,50
"Percy Beard Track, Gainesville, FL (USA)",2024-05-09,33.3,27.1,71
"Percy Beard Track, Gainesville, FL (USA)",2024-05-10,31.9,26.2,76
"Percy Beard Track, Gainesville, FL (USA)",2024-05-11,31.1,25.4,68
"Percy Beard Track, Gainesville, FL (USA)",2024-07-19,34.2,27.7,79
"Percy Beard Track, Gainesville, FL (USA)",2025-04-04,31.8,25.7,71
"Percy Beard Track, Gainesville, FL (USA)",2025-04-05,31.7,24.8,71
"Percy Beard Track, Gainesville, FL (USA)",2025-04-18,29.8,21.6,62
"Percy Beard Track, Gainesville, FL (USA)",2025-04-19,29.7,22.9,65
"Percy Beard Track, Gainesville, FL (USA)",2026-04-04,29.2,23.4,71
"Percy Beard Track, Gainesville, FL (USA)",2026-04-17,30.7,22.3,64
"Percy Beard Track, Gainesville, FL (USA)",2026-04-18,32.1,23.2,60
"Pilditch Stadium, Pretoria (RSA)",2024-01-27,30.8,21.9,74
"Pilditch Stadium, Pretoria (RSA)",2024-03-09,33.1,26.3,45
"Pilditch Stadium, Pretoria (RSA)",2024-03-23,24.6,19.1,71
"Pilditch Stadium, Pretoria (RSA)",2024-05-18,25.8,18.3,34
"Pilditch Stadium, Pretoria (RSA)",2024-06-15,21.5,12.7,39
"Pilditch Stadium, Pretoria (RSA)",2025-03-12,25.2,19.9,75
"Pilditch Stadium, Pretoria (RSA)",2025-03-15,23.4,18.3,75
"Pilditch Stadium, Pretoria (RSA)",2025-05-02,19.8,14.1,68
"Pilditch Stadium, Pretoria (RSA)",2026-02-21,23.1,20.0,80
"Pilditch Stadium, Pretoria (RSA)",2026-03-13,21.9,18.4,74
"Pilditch Stadium, Pretoria (RSA)",2026-03-14,23.2,18.3,78
"Pilditch Stadium, Pretoria (RSA)",2026-04-28,23.2,16.6,58
"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",2024-06-12,21.8,15.9,62
"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",2024-06-23,28.8,22.3,50
"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",2025-06-18,33.0,25.9,47
"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",2025-08-14,35.0,26.9,44
"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",2026-06-09,31.3,23.7,41
"Pista de Atletismo Felix Sanchez, Santo Domingo (DOM)",2024-06-28,31.5,27.2,85
"Pista de Atletismo Felix Sanchez, Santo Domingo (DOM)",2026-08-22,32.6,27.9,78
"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2023-07-06,32.6,25.1,54
"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2023-07-07,32.5,26.4,43
"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2023-07-08,32.8,26.4,43
"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2023-07-09,33.7,26.3,50
"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2024-03-16,35.1,30.5,64
"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2024-05-10,34.1,28.4,56
"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2024-05-11,33.4,28.1,55
"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2024-05-12,33.8,28.2,55
"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",2024-05-15,26.2,21.1,69
"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2023-06-14,27.8,23.8,57
"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2024-05-25,22.7,19.3,78
"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2024-05-26,23.5,19.9,77
"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2025-02-28,15.7,11.8,75
"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2025-03-01,14.3,12.4,72
"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2025-05-30,27.4,23.3,63
"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",2026-07-01,31.0,28.0,61
"Portland, OR (USA)",2018-06-10,12.5,10.0,89
"Portland, OR (USA)",2018-06-15,20.7,14.6,70
"Portland, OR (USA)",2019-06-09,24.8,15.6,63
"Portland, OR (USA)",2019-07-19,23.4,17.1,63
"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2021-05-03,19.6,14.5,56
"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2022-05-03,20.4,14.1,58
"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2023-05-03,21.2,16.8,74
"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2024-05-03,21.5,16.8,73
"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2025-05-03,21.9,17.0,73
"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2026-05-03,22.8,19.7,85
"Prefectural Stadium, Fujiyoshida (JPN)",2019-09-01,25.5,21.2,83
"Prefectural Stadium, Fujiyoshida (JPN)",2020-09-06,22.5,20.5,94
"Prefectural Stadium, Fujiyoshida (JPN)",2022-08-27,26.7,21.9,86
"Prefectural Stadium, Fukui (JPN)",2020-08-29,32.7,28.4,81
"Prefectural Stadium, Fukui (JPN)",2021-08-28,29.5,24.9,88
"Prefectural Stadium, Fukui (JPN)",2022-08-20,30.0,24.6,93
"Prefectural Stadium, Fukui (JPN)",2023-07-29,33.9,28.2,71
"Prefectural Stadium, Fukui (JPN)",2025-08-15,30.9,26.2,85
"Prefectural Stadium, Fukui (JPN)",2025-08-16,31.8,27.2,79
"Prefectural Stadium, Fukui (JPN)",2026-08-14,33.4,27.7,70
"Prefectural Stadium, Fukui (JPN)",2026-08-15,32.8,28.2,65
"Prefectural Stadium, Kumagaya (JPN)",2020-09-19,25.4,22.5,85
"Prefectural Stadium, Kumagaya (JPN)",2020-09-20,22.1,20.6,84
"Prefectural Stadium, Kumagaya (JPN)",2021-09-17,23.9,22.0,85
"Prefectural Stadium, Kumagaya (JPN)",2021-09-19,28.1,21.4,74
"Prefectural Stadium, Kumagaya (JPN)",2023-09-15,31.8,26.6,84
"Prefectural Stadium, Kumagaya (JPN)",2023-09-16,32.1,27.4,80
"Prefectural Stadium, Kumagaya (JPN)",2023-09-17,33.1,27.8,80
Prefontaine Classic,2019-06-30,26.5,17.6,65
Prefontaine Classic,2021-08-21,24.3,18.4,66
Prefontaine Classic,2022-05-27,17.5,14.0,89
Prefontaine Classic,2022-05-28,15.7,12.3,87
Prefontaine Classic,2023-09-16,31.8,20.3,62
Prefontaine Classic,2023-09-17,28.9,17.4,67
Prefontaine Classic,2024-05-25,17.8,12.1,76
Prefontaine Classic,2025-07-05,25.2,17.0,62
Prefontaine Classic,2026-07-04,27.9,19.7,66
"Stade Josette et Roger Mikulak, Angers (FRA)",2021-05-15,15.8,12.6,79
"Stade Josette et Roger Mikulak, Angers (FRA)",2021-06-25,21.5,16.6,79
"Stade Josette et Roger Mikulak, Angers (FRA)",2021-06-26,19.4,16.8,85
"Stade Josette et Roger Mikulak, Angers (FRA)",2021-06-27,19.5,16.1,85
"Stade Josette et Roger Mikulak, Angers (FRA)",2024-06-28,22.3,18.0,64
"Stade Josette et Roger Mikulak, Angers (FRA)",2024-06-29,21.5,17.5,75
"Stade Josette et Roger Mikulak, Angers (FRA)",2024-06-30,23.1,18.4,75
"Stade Louis II, Monaco (MON)",2018-07-19,28.3,25.1,75
"Stade Louis II, Monaco (MON)",2018-07-20,28.3,25.3,77
"Stade Louis II, Monaco (MON)",2019-07-12,28.2,25.3,69
"Stade Louis II, Monaco (MON)",2020-08-14,27.9,25.1,73
"Stade Louis II, Monaco (MON)",2021-07-09,27.0,23.8,52
"Stade Louis II, Monaco (MON)",2022-08-10,31.1,28.0,52
"Stade Louis II, Monaco (MON)",2023-07-21,31.4,27.4,64
"Stade Louis II, Monaco (MON)",2024-07-12,27.3,23.8,85
"Stade Louis II, Monaco (MON)",2025-07-11,27.2,23.4,51
"Stade Louis II, Monaco (MON)",2026-07-10,32.5,28.0,68
"Stade Naimette-Xhovémont, Liège (BEL)",2021-06-30,15.7,14.0,89
"Stade Naimette-Xhovémont, Liège (BEL)",2022-06-29,26.0,20.3,65
"Stade Naimette-Xhovémont, Liège (BEL)",2023-07-12,23.4,19.4,60
"Stade Naimette-Xhovémont, Liège (BEL)",2024-06-19,19.3,16.1,82
"Stade Olympique de la Pontaise, Lausanne (SUI)",2018-07-05,21.9,19.1,78
"Stade Olympique de la Pontaise, Lausanne (SUI)",2019-07-05,28.0,23.3,66
"Stade Olympique de la Pontaise, Lausanne (SUI)",2021-05-08,16.4,11.0,73
"Stade Olympique de la Pontaise, Lausanne (SUI)",2021-08-26,21.6,16.9,76
"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,25.8,20.4,77
"Stade Olympique de la Pontaise, Lausanne (SUI)",2023-06-30,18.8,17.6,85
"Stade Olympique de la Pontaise, Lausanne (SUI)",2024-08-22,23.4,19.0,64
"Stade Olympique de la Pontaise, Lausanne (SUI)",2025-08-20,21.9,18.1,89
"Stade Olympique de la Pontaise, Lausanne (SUI)",2026-08-21,18.9,16.6,90
"Stade Olympique, Rabat (MAR)",2025-05-25,26.8,22.1,55
"Stade Omnisport de JAPOMA, Douala (CMR)",2024-06-22,30.5,26.2,84
"Stade Omnisport de JAPOMA, Douala (CMR)",2024-06-23,30.2,26.7,81
"Stade Omnisport de JAPOMA, Douala (CMR)",2024-06-24,29.0,26.1,85
"Stade Omnisport de JAPOMA, Douala (CMR)",2024-06-25,29.1,25.0,91
"Stade Omnisport de JAPOMA, Douala (CMR)",2024-06-26,30.0,25.5,88
"Stade Pierre Paul Bernard, Talence (FRA)",2019-06-22,25.4,19.8,69
"Stade Pierre Paul Bernard, Talence (FRA)",2019-06-23,31.9,23.9,59
"Stade Pierre Paul Bernard, Talence (FRA)",2023-05-21,20.7,15.9,84
"Stade Pierre Paul Bernard, Talence (FRA)",2023-09-24,23.3,16.1,74
"Stade Pierre Paul Bernard, Talence (FRA)",2024-07-14,25.3,19.3,73
"Stade Pierre Paul Bernard, Talence (FRA)",2025-08-01,25.4,20.2,74
"Stade Pierre Paul Bernard, Talence (FRA)",2025-08-02,24.9,20.1,61
"Stade Pierre Paul Bernard, Talence (FRA)",2025-08-03,28.4,21.7,53
"Stade Pierre de Coubertin, Montgeron (FRA)",2023-07-05,21.4,16.8,66
"Stade Pierre de Coubertin, Montgeron (FRA)",2024-05-19,18.7,14.7,85
"Stade Pierre de Coubertin, Montgeron (FRA)",2026-06-19,34.4,27.8,52
"Stade Raymond Petit, Tomblaine (FRA)",2018-06-27,25.7,20.5,53
"Stade Raymond Petit, Tomblaine (FRA)",2019-06-22,22.4,18.7,65
"Stade Raymond Petit, Tomblaine (FRA)",2021-07-05,23.3,18.3,79
"Stade Raymond Petit, Tomblaine (FRA)",2022-07-02,25.7,19.2,60
"Stade Raymond Petit, Tomblaine (FRA)",2023-06-18,29.5,22.9,50
"Stade Raymond Petit, Tomblaine (FRA)",2024-05-25,18.5,14.0,81
"Stade Raymond Petit, Tomblaine (FRA)",2025-07-04,26.4,20.7,45
"Stade Raymond Petit, Tomblaine (FRA)",2026-07-03,25.9,21.2,51
"Stade Raymond Troussier, Decines (FRA)",2020-08-29,21.6,17.7,69
"Stade Raymond Troussier, Decines (FRA)",2021-06-19,30.5,25.7,58
"Stade Raymond Troussier, Decines (FRA)",2022-06-11,28.2,21.1,60
"Stade Raymond Troussier, Decines (FRA)",2023-07-08,33.5,27.4,47
"Stade Raymond Troussier, Decines (FRA)",2024-05-04,18.2,12.4,77
"Stade Raymond Troussier, Decines (FRA)",2025-07-05,30.5,24.6,36
"Stade Raymond Troussier, Decines (FRA)",2026-07-04,30.3,24.9,30
"Stade Sottevillais 76, Sotteville-lès-Rouen (FRA)",2021-07-11,21.8,17.9,76
"Stade Sottevillais 76, Sotteville-lès-Rouen (FRA)",2022-07-04,21.1,16.0,75
"Stade Sottevillais 76, Sotteville-lès-Rouen (FRA)",2023-07-07,29.3,22.2,59
