discipline,year,competition,date,athlete_name,place,mark,tier,name_key
women_HJ,2018,European Athletics Championships,2018-08-10,Mariya LASITSKENE,1,2.00,continental,MARIYA LASITSKENE
women_HJ,2018,European Athletics Championships,2018-08-10,Mirela DEMIREVA,2,2.00,continental,MIRELA DEMIREVA
women_HJ,2018,European Athletics Championships,2018-08-10,Marie-Laurence JUNGFLEISCH,3,1.96,continental,MARIE-LAURENCE JUNGFLEISCH
women_HJ,2018,IAAF Continental Cup,2018-09-09,Mariya LASITSKENE,1,2.00,continental,MARIYA LASITSKENE
women_HJ,2018,IAAF Continental Cup,2018-09-09,Svetlana RADZIVIL,2,1.95,continental,SVETLANA RADZIVIL
women_HJ,2018,IAAF Continental Cup,2018-09-09,Levern SPENCER,3,1.93,continental,LEVERN SPENCER
women_JT,2018,Diamond League Final,2018-08-18,Tatsiana KHALADOVICH,1,66.99,dl_final,TATSIANA KHALADOVICH
women_JT,2018,Diamond League Final,2018-08-18,Shiying LIU,2,66.00,dl_final,SHIYING LIU
women_JT,2018,Diamond League Final,2018-08-18,Kara WINGER,3,64.75,dl_final,KARA WINGER
women_JT,2018,European Athletics Championships,2018-08-10,Christin HUSSONG,1,67.90,continental,CHRISTIN HUSSONG
women_JT,2018,European Athletics Championships,2018-08-10,Nikola OGRODNÍKOVÁ,2,61.85,continental,NIKOLA OGRODNIKOVA
women_JT,2018,European Athletics Championships,2018-08-10,Liveta JASIŪNAITĖ,3,61.59,continental,LIVETA JASIUNAITE
women_JT,2018,IAAF Continental Cup,2018-09-09,Huihui LYU,1,63.88,continental,HUIHUI LYU
women_JT,2018,IAAF Continental Cup,2018-09-09,Christin HUSSONG,2,62.96,continental,CHRISTIN HUSSONG
women_JT,2018,IAAF Continental Cup,2018-09-09,Kara WINGER,3,60.38,continental,KARA WINGER
women_LJ,2018,Diamond League Final,2018-08-18,Caterine IBARGUEN,1,6.80,dl_final,CATERINE IBARGUEN
women_LJ,2018,Diamond League Final,2018-08-18,Shara PROCTOR,2,6.70,dl_final,SHARA PROCTOR
women_LJ,2018,Diamond League Final,2018-08-18,Sha'keela SAUNDERS,3,6.68,dl_final,SHA'KEELA SAUNDERS
women_LJ,2018,European Athletics Championships,2018-08-11,Malaika MIHAMBO,1,6.75,continental,MALAIKA MIHAMBO
women_LJ,2018,European Athletics Championships,2018-08-11,Maryna BEKH-ROMANCHUK,2,6.73,continental,MARYNA BEKH-ROMANCHUK
women_LJ,2018,European Athletics Championships,2018-08-11,Shara PROCTOR,3,6.70,continental,SHARA PROCTOR
women_LJ,2018,IAAF Continental Cup,2018-09-09,Caterine IBARGUEN,1,6.93,continental,CATERINE IBARGUEN
women_LJ,2018,IAAF Continental Cup,2018-09-09,Brooke STRATTON,2,6.71,continental,BROOKE STRATTON
women_LJ,2018,IAAF Continental Cup,2018-09-09,Malaika MIHAMBO,3,6.86,continental,MALAIKA MIHAMBO
women_PV,2018,Diamond League Final,2018-08-18,Aikaterini STEFANIDI,1,4.87,dl_final,AIKATERINI STEFANIDI
women_PV,2018,Diamond League Final,2018-08-18,Sandi MORRIS,2,4.82,dl_final,SANDI MORRIS
women_PV,2018,Diamond League Final,2018-08-18,Anzhelika SIDOROVA,3,4.82,dl_final,ANZHELIKA SIDOROVA
women_PV,2018,European Athletics Championships,2018-08-09,Aikaterini STEFANIDI,1,4.85,continental,AIKATERINI STEFANIDI
women_PV,2018,European Athletics Championships,2018-08-09,Nikoleta KYRIAKOPOULOU,2,4.80,continental,NIKOLETA KYRIAKOPOULOU
women_PV,2018,European Athletics Championships,2018-08-09,Holly BRADSHAW,3,4.75,continental,HOLLY BRADSHAW
women_PV,2018,IAAF Continental Cup,2018-09-08,Anzhelika SIDOROVA,1,4.85,continental,ANZHELIKA SIDOROVA
women_PV,2018,IAAF Continental Cup,2018-09-08,Aikaterini STEFANIDI,2,4.85,continental,AIKATERINI STEFANIDI
women_PV,2018,IAAF Continental Cup,2018-09-08,Sandi MORRIS,3,4.85,continental,SANDI MORRIS
women_SP,2018,Diamond League Final,2018-08-18,Lijiao GONG,1,19.83,dl_final,LIJIAO GONG
women_SP,2018,Diamond League Final,2018-08-18,Raven SAUNDERS,2,19.64,dl_final,RAVEN SAUNDERS
women_SP,2018,Diamond League Final,2018-08-18,Christina SCHWANITZ,3,19.50,dl_final,CHRISTINA SCHWANITZ
women_SP,2018,European Athletics Championships,2018-08-08,Paulina GUBA,1,19.33,continental,PAULINA GUBA
women_SP,2018,European Athletics Championships,2018-08-08,Christina SCHWANITZ,2,19.19,continental,CHRISTINA SCHWANITZ
women_SP,2018,European Athletics Championships,2018-08-08,Aliona DUBITSKAYA,3,18.81,continental,ALIONA DUBITSKAYA
women_SP,2018,IAAF Continental Cup,2018-09-09,Lijiao GONG,1,19.63,continental,LIJIAO GONG
women_SP,2018,IAAF Continental Cup,2018-09-09,Raven SAUNDERS,2,19.74,continental,RAVEN SAUNDERS
women_SP,2018,IAAF Continental Cup,2018-09-09,Christina SCHWANITZ,3,19.73,continental,CHRISTINA SCHWANITZ
women_TJ,2018,Diamond League Final,2018-08-18,Caterine IBARGUEN,1,14.56,dl_final,CATERINE IBARGUEN
women_TJ,2018,Diamond League Final,2018-08-18,Shanieka RICKETTS,2,14.55,dl_final,SHANIEKA RICKETTS
women_TJ,2018,Diamond League Final,2018-08-18,Kimberly WILLIAMS,3,14.47,dl_final,KIMBERLY WILLIAMS
women_TJ,2018,European Athletics Championships,2018-08-10,Paraskevi PAPACHRISTOU,1,14.60,continental,PARASKEVI PAPACHRISTOU
women_TJ,2018,European Athletics Championships,2018-08-10,Kristin GIERISCH,2,14.45,continental,KRISTIN GIERISCH
women_TJ,2018,European Athletics Championships,2018-08-10,Ana PELETEIRO,3,14.44,continental,ANA PELETEIRO
women_TJ,2018,IAAF Continental Cup,2018-09-08,Caterine IBARGUEN,1,14.76,continental,CATERINE IBARGUEN
women_TJ,2018,IAAF Continental Cup,2018-09-08,Olga RYPAKOVA,2,14.26,continental,OLGA RYPAKOVA
women_TJ,2018,IAAF Continental Cup,2018-09-08,Paraskevi PAPACHRISTOU,3,14.22,continental,PARASKEVI PAPACHRISTOU
men_100m,2019,Diamond League Final,2019-08-24,Noah LYLES,1,9.98,dl_final,NOAH LYLES
men_100m,2019,Diamond League Final,2019-08-24,Zhenye XIE,2,10.04,dl_final,ZHENYE XIE
men_100m,2019,Diamond League Final,2019-08-24,Yohan BLAKE,3,10.07,dl_final,YOHAN BLAKE
men_100m,2019,IAAF World Championships in Athletics,2019-09-28,Christian COLEMAN,1,9.76,global,CHRISTIAN COLEMAN
men_100m,2019,IAAF World Championships in Athletics,2019-09-28,Justin GATLIN,2,9.89,global,JUSTIN GATLIN
men_100m,2019,IAAF World Championships in Athletics,2019-09-28,Andre DE GRASSE,3,9.90,global,ANDRE DE GRASSE
men_110h,2019,Diamond League Final,2019-08-24,Orlando ORTEGA,1,13.22,dl_final,ORLANDO ORTEGA
men_110h,2019,Diamond League Final,2019-08-24,Ronald LEVY,2,13.31,dl_final,RONALD LEVY
men_110h,2019,Diamond League Final,2019-08-24,Sergey SHUBENKOV,3,13.33,dl_final,SERGEY SHUBENKOV
men_110h,2019,IAAF World Championships in Athletics,2019-10-02,Grant HOLLOWAY,1,13.10,global,GRANT HOLLOWAY
men_110h,2019,IAAF World Championships in Athletics,2019-10-02,Sergey SHUBENKOV,2,13.15,global,SERGEY SHUBENKOV
men_110h,2019,IAAF World Championships in Athletics,2019-10-02,Pascal MARTINOT-LAGARDE,3,13.18,global,PASCAL MARTINOT-LAGARDE
men_1500m,2019,Diamond League Final,2019-08-24,Timothy CHERUIYOT,1,3:30.22,dl_final,TIMOTHY CHERUIYOT
men_1500m,2019,Diamond League Final,2019-08-24,Jakob INGEBRIGTSEN,2,3:31.62,dl_final,JAKOB INGEBRIGTSEN
men_1500m,2019,Diamond League Final,2019-08-24,Filip INGEBRIGTSEN,3,3:33.33,dl_final,FILIP INGEBRIGTSEN
men_1500m,2019,IAAF World Championships in Athletics,2019-10-06,Timothy CHERUIYOT,1,3:29.26,global,TIMOTHY CHERUIYOT
men_1500m,2019,IAAF World Championships in Athletics,2019-10-06,Taoufik MAKHLOUFI,2,3:31.38,global,TAOUFIK MAKHLOUFI
men_1500m,2019,IAAF World Championships in Athletics,2019-10-06,Marcin LEWANDOWSKI,3,3:31.46,global,MARCIN LEWANDOWSKI
men_200m,2019,Diamond League Final,2019-08-24,Noah LYLES,1,19.74,dl_final,NOAH LYLES
men_200m,2019,Diamond League Final,2019-08-24,Ramil GULIYEV,2,19.86,dl_final,RAMIL GULIYEV
men_200m,2019,Diamond League Final,2019-08-24,Andre DE GRASSE,3,19.87,dl_final,ANDRE DE GRASSE
men_200m,2019,IAAF World Championships in Athletics,2019-10-01,Noah LYLES,1,19.83,global,NOAH LYLES
men_200m,2019,IAAF World Championships in Athletics,2019-10-01,Andre DE GRASSE,2,19.95,global,ANDRE DE GRASSE
men_200m,2019,IAAF World Championships in Athletics,2019-10-01,Alex QUIÑÓNEZ,3,19.98,global,ALEX QUINONEZ
men_3000sc,2019,Diamond League Final,2019-08-24,Getnet WALE,1,8:06.92,dl_final,GETNET WALE
men_3000sc,2019,Diamond League Final,2019-08-24,Soufiane EL BAKKALI,2,8:07.08,dl_final,SOUFIANE EL BAKKALI
men_3000sc,2019,Diamond League Final,2019-08-24,Lamecha GIRMA,3,8:07.66,dl_final,LAMECHA GIRMA
men_3000sc,2019,IAAF World Championships in Athletics,2019-10-04,Conseslus KIPRUTO,1,8:01.35,global,CONSESLUS KIPRUTO
men_3000sc,2019,IAAF World Championships in Athletics,2019-10-04,Lamecha GIRMA,2,8:01.36,global,LAMECHA GIRMA
men_3000sc,2019,IAAF World Championships in Athletics,2019-10-04,Soufiane EL BAKKALI,3,8:03.76,global,SOUFIANE EL BAKKALI
men_400h,2019,Diamond League Final,2019-08-24,Karsten WARHOLM,1,46.92,dl_final,KARSTEN WARHOLM
men_400h,2019,Diamond League Final,2019-08-24,Rai BENJAMIN,2,46.98,dl_final,RAI BENJAMIN
men_400h,2019,Diamond League Final,2019-08-24,Kyron MCMASTER,3,48.58,dl_final,KYRON MCMASTER
men_400h,2019,IAAF World Championships in Athletics,2019-09-30,Karsten WARHOLM,1,47.42,global,KARSTEN WARHOLM
men_400h,2019,IAAF World Championships in Athletics,2019-09-30,Rai BENJAMIN,2,47.66,global,RAI BENJAMIN
men_400h,2019,IAAF World Championships in Athletics,2019-09-30,Abderrahman SAMBA,3,48.03,global,ABDERRAHMAN SAMBA
men_400m,2019,Diamond League Final,2019-08-24,Michael NORMAN,1,44.26,dl_final,MICHAEL NORMAN
men_400m,2019,Diamond League Final,2019-08-24,Fred KERLEY,2,44.46,dl_final,FRED KERLEY
men_400m,2019,Diamond League Final,2019-08-24,Akeem BLOOMFIELD,3,44.67,dl_final,AKEEM BLOOMFIELD
men_400m,2019,IAAF World Championships in Athletics,2019-10-04,Steven GARDINER,1,43.48,global,STEVEN GARDINER
men_400m,2019,IAAF World Championships in Athletics,2019-10-04,Anthony José ZAMBRANO,2,44.15,global,ANTHONY JOSE ZAMBRANO
men_400m,2019,IAAF World Championships in Athletics,2019-10-04,Fred KERLEY,3,44.17,global,FRED KERLEY
men_5000m,2019,Diamond League Final,2019-08-24,Joshua CHEPTEGEI,1,12:57.41,dl_final,JOSHUA CHEPTEGEI
men_5000m,2019,Diamond League Final,2019-08-24,Hagos GEBRHIWET,2,12:58.15,dl_final,HAGOS GEBRHIWET
men_5000m,2019,Diamond League Final,2019-08-24,Nicholas KIPKORIR,3,12:59.05,dl_final,NICHOLAS KIPKORIR
men_5000m,2019,IAAF World Championships in Athletics,2019-09-30,Muktar EDRIS,1,12:58.85,global,MUKTAR EDRIS
men_5000m,2019,IAAF World Championships in Athletics,2019-09-30,Selemon BAREGA,2,12:59.70,global,SELEMON BAREGA
men_5000m,2019,IAAF World Championships in Athletics,2019-09-30,Mohammed AHMED,3,13:01.11,global,MOHAMMED AHMED
men_800m,2019,Diamond League Final,2019-08-24,Donavan BRAZIER,1,1:42.70,dl_final,DONAVAN BRAZIER
men_800m,2019,Diamond League Final,2019-08-24,Nijel AMOS,2,1:42.98,dl_final,NIJEL AMOS
men_800m,2019,Diamond League Final,2019-08-24,Brandon MCBRIDE,3,1:43.51,dl_final,BRANDON MCBRIDE
men_800m,2019,IAAF World Championships in Athletics,2019-10-01,Donavan BRAZIER,1,1:42.34,global,DONAVAN BRAZIER
men_800m,2019,IAAF World Championships in Athletics,2019-10-01,Amel TUKA,2,1:43.47,global,AMEL TUKA
men_800m,2019,IAAF World Championships in Athletics,2019-10-01,Ferguson Cheruiyot ROTICH,3,1:43.82,global,FERGUSON CHERUIYOT ROTICH
men_DT,2019,Diamond League Final,2019-08-24,Daniel STÅHL,1,68.68,dl_final,DANIEL STAHL
men_DT,2019,Diamond League Final,2019-08-24,Lukas WEIßHAIDINGER,2,66.03,dl_final,LUKAS WEISSHAIDINGER
men_DT,2019,Diamond League Final,2019-08-24,Fedrick DACRES,3,65.27,dl_final,FEDRICK DACRES
men_DT,2019,IAAF World Championships in Athletics,2019-09-30,Daniel STÅHL,1,67.59,global,DANIEL STAHL
men_DT,2019,IAAF World Championships in Athletics,2019-09-30,Fedrick DACRES,2,66.94,global,FEDRICK DACRES
men_DT,2019,IAAF World Championships in Athletics,2019-09-30,Lukas WEIßHAIDINGER,3,66.82,global,LUKAS WEISSHAIDINGER
men_HJ,2019,Diamond League Final,2019-08-24,Andrii PROTSENKO,1,2.32,dl_final,ANDRII PROTSENKO
men_HJ,2019,Diamond League Final,2019-08-24,Brandon STARC,2,2.30,dl_final,BRANDON STARC
men_HJ,2019,Diamond League Final,2019-08-24,Tihomir IVANOV,3,2.30,dl_final,TIHOMIR IVANOV
men_HJ,2019,IAAF World Championships in Athletics,2019-10-04,Mutaz Essa BARSHIM,1,2.37,global,MUTAZ ESSA BARSHIM
men_HJ,2019,IAAF World Championships in Athletics,2019-10-04,Mikhail AKIMENKO,2,2.35,global,MIKHAIL AKIMENKO
men_HJ,2019,IAAF World Championships in Athletics,2019-10-04,Ilya IVANYUK,3,2.35,global,ILYA IVANYUK
men_JT,2019,Diamond League Final,2019-08-24,Magnus KIRT,1,89.13,dl_final,MAGNUS KIRT
men_JT,2019,Diamond League Final,2019-08-24,Chao-Tsun CHENG,2,89.05,dl_final,CHAO-TSUN CHENG
men_JT,2019,Diamond League Final,2019-08-24,Andreas HOFMANN,3,87.49,dl_final,ANDREAS HOFMANN
men_JT,2019,IAAF World Championships in Athletics,2019-10-06,Anderson PETERS,1,86.89,global,ANDERSON PETERS
men_JT,2019,IAAF World Championships in Athletics,2019-10-06,Magnus KIRT,2,86.21,global,MAGNUS KIRT
men_JT,2019,IAAF World Championships in Athletics,2019-10-06,Johannes VETTER,3,85.37,global,JOHANNES VETTER
men_LJ,2019,Diamond League Final,2019-08-24,Juan Miguel ECHEVARRÍA,1,8.65,dl_final,JUAN MIGUEL ECHEVARRIA
men_LJ,2019,Diamond League Final,2019-08-24,Ruswahl SAMAAI,2,8.20,dl_final,RUSWAHL SAMAAI
men_LJ,2019,Diamond League Final,2019-08-24,Tajay GAYLE,3,8.20,dl_final,TAJAY GAYLE
men_LJ,2019,IAAF World Championships in Athletics,2019-09-28,Tajay GAYLE,1,8.69,global,TAJAY GAYLE
men_LJ,2019,IAAF World Championships in Athletics,2019-09-28,Jeff HENDERSON,2,8.39,global,JEFF HENDERSON
men_LJ,2019,IAAF World Championships in Athletics,2019-09-28,Juan Miguel ECHEVARRÍA,3,8.34,global,JUAN MIGUEL ECHEVARRIA
men_PV,2019,Diamond League Final,2019-08-24,Sam KENDRICKS,1,5.93,dl_final,SAM KENDRICKS
men_PV,2019,Diamond League Final,2019-08-24,Armand DUPLANTIS,2,5.83,dl_final,ARMAND DUPLANTIS
men_PV,2019,Diamond League Final,2019-08-24,Cole WALSH,3,5.83,dl_final,COLE WALSH
men_PV,2019,IAAF World Championships in Athletics,2019-10-01,Sam KENDRICKS,1,5.97,global,SAM KENDRICKS
men_PV,2019,IAAF World Championships in Athletics,2019-10-01,Armand DUPLANTIS,2,5.97,global,ARMAND DUPLANTIS
men_PV,2019,IAAF World Championships in Athletics,2019-10-01,Piotr LISEK,3,5.87,global,PIOTR LISEK
men_SP,2019,Diamond League Final,2019-08-24,Tom WALSH,1,22.30,dl_final,TOM WALSH
men_SP,2019,Diamond League Final,2019-08-24,Darlan ROMANI,2,22.15,dl_final,DARLAN ROMANI
men_SP,2019,Diamond League Final,2019-08-24,Ryan CROUSER,3,22.08,dl_final,RYAN CROUSER
men_SP,2019,IAAF World Championships in Athletics,2019-10-05,Joe KOVACS,1,22.91,global,JOE KOVACS
men_SP,2019,IAAF World Championships in Athletics,2019-10-05,Ryan CROUSER,2,22.90,global,RYAN CROUSER
men_SP,2019,IAAF World Championships in Athletics,2019-10-05,Tom WALSH,3,22.90,global,TOM WALSH
men_TJ,2019,Diamond League Final,2019-08-24,Christian TAYLOR,1,17.85,dl_final,CHRISTIAN TAYLOR
men_TJ,2019,Diamond League Final,2019-08-24,Will CLAYE,2,17.22,dl_final,WILL CLAYE
men_TJ,2019,Diamond League Final,2019-08-24,Omar CRADDOCK,3,17.17,dl_final,OMAR CRADDOCK
men_TJ,2019,IAAF World Championships in Athletics,2019-09-29,Christian TAYLOR,1,17.92,global,CHRISTIAN TAYLOR
men_TJ,2019,IAAF World Championships in Athletics,2019-09-29,Will CLAYE,2,17.74,global,WILL CLAYE
men_TJ,2019,IAAF World Championships in Athletics,2019-09-29,Hugues Fabrice ZANGO,3,17.66,global,HUGUES FABRICE ZANGO
women_100h,2019,Diamond League Final,2019-08-24,Danielle WILLIAMS,1,12.46,dl_final,DANIELLE WILLIAMS
women_100h,2019,Diamond League Final,2019-08-24,Kendra HARRISON,2,12.73,dl_final,KENDRA HARRISON
women_100h,2019,Diamond League Final,2019-08-24,Nia ALI,3,12.74,dl_final,NIA ALI
women_100h,2019,IAAF World Championships in Athletics,2019-10-06,Nia ALI,1,12.34,global,NIA ALI
women_100h,2019,IAAF World Championships in Athletics,2019-10-06,Kendra HARRISON,2,12.46,global,KENDRA HARRISON
women_100h,2019,IAAF World Championships in Athletics,2019-10-06,Danielle WILLIAMS,3,12.47,global,DANIELLE WILLIAMS
women_100m,2019,Diamond League Final,2019-08-24,Dina ASHER-SMITH,1,10.88,dl_final,DINA ASHER-SMITH
women_100m,2019,Diamond League Final,2019-08-24,Shelly-Ann FRASER-PRYCE,2,10.95,dl_final,SHELLY-ANN FRASER-PRYCE
women_100m,2019,Diamond League Final,2019-08-24,Marie-Josée TA LOU,3,11.09,dl_final,MARIE-JOSEE TA LOU
women_100m,2019,IAAF World Championships in Athletics,2019-09-29,Shelly-Ann FRASER-PRYCE,1,10.71,global,SHELLY-ANN FRASER-PRYCE
women_100m,2019,IAAF World Championships in Athletics,2019-09-29,Dina ASHER-SMITH,2,10.83,global,DINA ASHER-SMITH
women_100m,2019,IAAF World Championships in Athletics,2019-09-29,Marie-Josée TA LOU,3,10.90,global,MARIE-JOSEE TA LOU
women_1500m,2019,Diamond League Final,2019-08-24,Sifan HASSAN,1,3:57.08,dl_final,SIFAN HASSAN
women_1500m,2019,Diamond League Final,2019-08-24,Konstanze KLOSTERHALFEN,2,3:59.02,dl_final,KONSTANZE KLOSTERHALFEN
women_1500m,2019,Diamond League Final,2019-08-24,Gabriela DEBUES-STAFFORD,3,3:59.59,dl_final,GABRIELA DEBUES-STAFFORD
women_1500m,2019,IAAF World Championships in Athletics,2019-10-05,Sifan HASSAN,1,3:51.95,global,SIFAN HASSAN
women_1500m,2019,IAAF World Championships in Athletics,2019-10-05,Faith KIPYEGON,2,3:54.22,global,FAITH KIPYEGON
women_1500m,2019,IAAF World Championships in Athletics,2019-10-05,Gudaf TSEGAY,3,3:54.38,global,GUDAF TSEGAY
women_200m,2019,Diamond League Final,2019-08-24,Shaunae MILLER-UIBO,1,21.74,dl_final,SHAUNAE MILLER-UIBO
women_200m,2019,Diamond League Final,2019-08-24,Dina ASHER-SMITH,2,22.08,dl_final,DINA ASHER-SMITH
women_200m,2019,Diamond League Final,2019-08-24,Elaine THOMPSON,3,22.44,dl_final,ELAINE THOMPSON
women_200m,2019,IAAF World Championships in Athletics,2019-10-02,Dina ASHER-SMITH,1,21.88,global,DINA ASHER-SMITH
women_200m,2019,IAAF World Championships in Athletics,2019-10-02,Brittany BROWN,2,22.22,global,BRITTANY BROWN
women_200m,2019,IAAF World Championships in Athletics,2019-10-02,Mujinga KAMBUNDJI,3,22.51,global,MUJINGA KAMBUNDJI
women_3000sc,2019,Diamond League Final,2019-08-24,Beatrice CHEPKOECH,1,9:01.71,dl_final,BEATRICE CHEPKOECH
women_3000sc,2019,Diamond League Final,2019-08-24,Hyvin KIYENG,2,9:03.83,dl_final,HYVIN KIYENG
women_3000sc,2019,Diamond League Final,2019-08-24,Norah JERUTO,3,9:05.15,dl_final,NORAH JERUTO
women_3000sc,2019,IAAF World Championships in Athletics,2019-09-30,Beatrice CHEPKOECH,1,8:57.84,global,BEATRICE CHEPKOECH
women_3000sc,2019,IAAF World Championships in Athletics,2019-09-30,Emma COBURN,2,9:02.35,global,EMMA COBURN
women_3000sc,2019,IAAF World Championships in Athletics,2019-09-30,Gesa Felicitas KRAUSE,3,9:03.30,global,GESA FELICITAS KRAUSE
women_400h,2019,Diamond League Final,2019-08-24,Sydney MCLAUGHLIN,1,52.85,dl_final,SYDNEY MCLAUGHLIN
women_400h,2019,Diamond League Final,2019-08-24,Shamier LITTLE,2,53.86,dl_final,SHAMIER LITTLE
women_400h,2019,Diamond League Final,2019-08-24,Dalilah MUHAMMAD,3,54.13,dl_final,DALILAH MUHAMMAD
women_400h,2019,IAAF World Championships in Athletics,2019-10-04,Dalilah MUHAMMAD,1,52.16,global,DALILAH MUHAMMAD
women_400h,2019,IAAF World Championships in Athletics,2019-10-04,Sydney MCLAUGHLIN,2,52.23,global,SYDNEY MCLAUGHLIN
women_400h,2019,IAAF World Championships in Athletics,2019-10-04,Rushell CLAYTON,3,53.74,global,RUSHELL CLAYTON
women_400m,2019,Diamond League Final,2019-08-24,Salwa Eid NASER,1,50.24,dl_final,SALWA EID NASER
women_400m,2019,Diamond League Final,2019-08-24,Shakima WIMBLEY,2,51.21,dl_final,SHAKIMA WIMBLEY
women_400m,2019,Diamond League Final,2019-08-24,Lisanne DE WITTE,3,51.30,dl_final,LISANNE DE WITTE
women_400m,2019,IAAF World Championships in Athletics,2019-10-03,Salwa Eid NASER,1,48.14,global,SALWA EID NASER
women_400m,2019,IAAF World Championships in Athletics,2019-10-03,Shaunae MILLER-UIBO,2,48.37,global,SHAUNAE MILLER-UIBO
women_400m,2019,IAAF World Championships in Athletics,2019-10-03,Shericka JACKSON,3,49.47,global,SHERICKA JACKSON
women_5000m,2019,Diamond League Final,2019-08-24,Sifan HASSAN,1,14:26.26,dl_final,SIFAN HASSAN
women_5000m,2019,Diamond League Final,2019-08-24,Letesenbet GIDEY,2,14:29.54,dl_final,LETESENBET GIDEY
women_5000m,2019,Diamond League Final,2019-08-24,Konstanze KLOSTERHALFEN,3,14:29.89,dl_final,KONSTANZE KLOSTERHALFEN
women_5000m,2019,IAAF World Championships in Athletics,2019-10-05,Hellen OBIRI,1,14:26.72,global,HELLEN OBIRI
women_5000m,2019,IAAF World Championships in Athletics,2019-10-05,Margaret Chelimo KIPKEMBOI,2,14:27.49,global,MARGARET CHELIMO KIPKEMBOI
women_5000m,2019,IAAF World Championships in Athletics,2019-10-05,Konstanze KLOSTERHALFEN,3,14:28.43,global,KONSTANZE KLOSTERHALFEN
women_800m,2019,Diamond League Final,2019-08-24,Ajee' WILSON,1,2:00.24,dl_final,AJEE' WILSON
women_800m,2019,Diamond League Final,2019-08-24,Raevyn ROGERS,2,2:00.67,dl_final,RAEVYN ROGERS
women_800m,2019,Diamond League Final,2019-08-24,Winnie NANYONDO,3,2:00.69,dl_final,WINNIE NANYONDO
women_800m,2019,IAAF World Championships in Athletics,2019-09-30,Halimah NAKAAYI,1,1:58.04,global,HALIMAH NAKAAYI
women_800m,2019,IAAF World Championships in Athletics,2019-09-30,Raevyn ROGERS,2,1:58.18,global,RAEVYN ROGERS
women_800m,2019,IAAF World Championships in Athletics,2019-09-30,Ajee' WILSON,3,1:58.84,global,AJEE' WILSON
women_DT,2019,Diamond League Final,2019-08-24,Yaimé PÉREZ,1,68.27,dl_final,YAIME PEREZ
women_DT,2019,Diamond League Final,2019-08-24,Sandra PERKOVIĆ,2,66.00,dl_final,SANDRA PERKOVIC
women_DT,2019,Diamond League Final,2019-08-24,Kristin PUDENZ,3,63.73,dl_final,KRISTIN PUDENZ
women_DT,2019,IAAF World Championships in Athletics,2019-10-04,Yaimé PÉREZ,1,69.17,global,YAIME PEREZ
women_DT,2019,IAAF World Championships in Athletics,2019-10-04,Denia CABALLERO,2,68.44,global,DENIA CABALLERO
women_DT,2019,IAAF World Championships in Athletics,2019-10-04,Sandra PERKOVIĆ,3,66.72,global,SANDRA PERKOVIC
